Name,Height,CanopyCover,DBH
Platanus x hispanica,9.0,63.6,28.0
Aesculus hippocastanum,6.0,19.6,63.0
Aesculus hippocastanum,5.0,19.6,50.0
Aesculus hippocastanum,5.0,19.6,50.0
Aesculus hippocastanum,5.0,19.6,50.0
Celtis australis,4.0,3.1,14.0
Celtis australis,6.0,12.6,24.0
Celtis australis,5.0,12.6,21.0
Platanus x hispanica,4.0,38.5,22.0
Platanus x hispanica,3.0,19.6,14.0
Platanus x hispanica,2.0,3.1,8.0
Platanus x hispanica,2.0,3.1,14.0
Platanus x hispanica,2.0,3.1,14.0
Platanus x hispanica,2.0,3.1,14.0
Carpinus betulus,4.0,12.6,18.0
Carpinus betulus,4.0,12.6,18.0
Tilia cordata,4.0,3.1,12.0
Carpinus betulus,4.0,7.1,21.0
Carpinus betulus,4.0,7.1,21.0
Carpinus betulus,4.0,7.1,21.0
Carpinus betulus,4.0,7.1,21.0
Carpinus betulus,4.0,7.1,21.0
Carpinus betulus,4.0,7.1,21.0
Platanus x hispanica,5.0,12.6,16.0
Celtis australis,3.0,7.1,14.0
Aesculus hippocastanum,7.0,28.3,30.0
Platanus x hispanica,12.0,38.5,28.0
Celtis australis,11.0,50.3,46.0
Tilia cordata,14.0,50.3,46.0
Tilia cordata,4.0,3.1,12.0
Tilia cordata,4.0,3.1,12.0
Tilia cordata,4.0,3.1,12.0
Tilia cordata,4.0,3.1,12.0
Tilia cordata,4.0,3.1,12.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Tilia cordata,7.0,28.3,22.0
Celtis australis,6.0,50.3,41.0
Celtis australis,6.0,50.3,41.0
Celtis australis,6.0,19.6,46.0
Celtis australis,3.0,0.8,8.0
Celtis australis,3.0,0.8,8.0
Celtis australis,5.0,12.6,14.0
Celtis australis,6.0,63.6,51.0
Celtis australis,6.0,63.6,40.0
Celtis australis,6.0,63.6,44.0
Celtis australis,4.0,28.3,24.0
Celtis australis,4.0,28.3,24.0
Celtis australis,4.0,19.6,15.0
Celtis australis,4.0,19.6,15.0
Celtis australis,4.0,19.6,15.0
Aesculus hippocastanum,4.0,19.6,15.0
Platanus x hispanica,12.0,50.3,41.0
Tilia cordata,12.0,95.0,44.0
Platanus x hispanica,12.0,12.6,32.0
Platanus x hispanica,19.0,113.1,60.0
Celtis australis,3.0,0.8,15.0
Celtis australis,3.0,0.8,15.0
Tilia cordata,8.0,38.5,31.0
Celtis australis,5.0,7.1,12.0
Tilia cordata,13.0,78.5,38.0
Tilia cordata,14.0,113.1,48.0
Tilia cordata,13.0,113.1,48.0
Tilia cordata,4.0,38.5,18.0
Tilia cordata,6.0,38.5,24.0
Tilia cordata,7.0,63.6,42.0
Tilia cordata,13.0,63.6,42.0
Tilia cordata,13.0,63.6,42.0
Tilia cordata,13.0,63.6,42.0
Tilia cordata,13.0,63.6,54.0
Celtis australis,8.0,63.6,55.0
Aesculus hippocastanum,5.0,19.6,25.0
Aesculus hippocastanum,11.0,113.1,58.0
Aesculus hippocastanum,11.0,113.1,58.0
Aesculus hippocastanum,6.0,113.1,45.0
Aesculus hippocastanum,6.0,113.1,45.0
Aesculus hippocastanum,6.0,113.1,33.0
Carpinus betulus,5.0,50.3,25.0
Carpinus betulus,12.0,254.5,46.2
Aesculus hippocastanum,12.0,50.3,41.0
Aesculus hippocastanum,12.0,28.3,34.0
Aesculus hippocastanum,12.0,50.3,44.0
Tilia cordata,5.0,12.6,15.0
Tilia cordata,19.0,95.0,75.0
Tilia cordata,19.0,95.0,75.0
Tilia cordata,19.0,95.0,75.0
Carpinus betulus,8.0,50.3,35.0
Carpinus betulus,5.0,3.1,16.0
Carpinus betulus,8.0,50.3,45.0
Carpinus betulus,8.0,50.3,45.0
Aesculus hippocastanum,8.0,19.6,60.0
Celtis australis,12.0,113.1,70.0
Carpinus betulus,6.0,19.6,35.0
Carpinus betulus,6.0,19.6,35.0
Carpinus betulus,6.0,19.6,42.0
Celtis australis,4.0,3.1,8.0
Celtis australis,4.0,3.1,8.0
Celtis australis,6.0,3.1,30.0
Celtis australis,9.0,50.3,60.0
Celtis australis,6.0,3.1,28.0
Celtis australis,8.0,28.3,50.0
Celtis australis,8.0,28.3,50.0
Celtis australis,8.0,7.1,26.0
Celtis australis,6.0,7.1,22.0
Celtis australis,6.0,28.3,53.0
Celtis australis,6.0,7.1,18.0
Celtis australis,8.0,7.1,27.0
Celtis australis,8.0,7.1,29.0
Celtis australis,10.0,28.3,47.0
Celtis australis,10.0,28.3,47.0
Celtis australis,8.0,12.6,28.0
Celtis australis,13.0,12.6,60.0
Aesculus hippocastanum,8.0,19.6,65.0
Celtis australis,13.0,227.0,60.0
Aesculus hippocastanum,12.0,63.6,80.0
Aesculus hippocastanum,10.0,12.6,43.0
Aesculus hippocastanum,10.0,12.6,48.0
Aesculus hippocastanum,10.0,12.6,41.0
Aesculus hippocastanum,10.0,12.6,63.0
Aesculus hippocastanum,10.0,28.3,63.0
Aesculus hippocastanum,10.0,38.5,70.0
Aesculus hippocastanum,10.0,38.5,66.0
Aesculus hippocastanum,10.0,38.5,66.0
Aesculus hippocastanum,10.0,38.5,58.0
Aesculus hippocastanum,7.0,12.6,41.0
Aesculus hippocastanum,7.0,12.6,51.0
Aesculus hippocastanum,12.0,28.3,68.0
Aesculus hippocastanum,9.0,12.6,54.0
Aesculus hippocastanum,9.0,7.1,47.0
Aesculus hippocastanum,12.0,19.6,53.0
Aesculus hippocastanum,9.0,63.6,61.0
Aesculus hippocastanum,9.0,12.6,58.0
Aesculus hippocastanum,9.0,63.6,71.0
Aesculus hippocastanum,7.0,7.1,28.0
Aesculus hippocastanum,15.0,113.1,100.0
Celtis australis,15.0,50.3,78.0
Aesculus hippocastanum,8.0,50.3,60.0
Celtis australis,4.0,7.1,18.0
Celtis australis,8.0,113.1,58.0
Aesculus hippocastanum,7.0,28.3,42.0
Aesculus hippocastanum,9.0,50.3,48.0
Aesculus hippocastanum,7.0,28.3,41.0
Aesculus hippocastanum,8.0,28.3,44.0
Aesculus hippocastanum,9.0,38.5,41.0
Aesculus hippocastanum,14.0,50.3,49.0
Tilia cordata,10.0,50.3,28.0
Tilia cordata,11.0,78.5,28.0
Tilia cordata,10.0,50.3,30.0
Tilia cordata,11.0,50.3,28.0
Carpinus betulus,10.0,78.5,25.0
Carpinus betulus,6.0,19.6,17.0
Carpinus betulus,9.0,28.3,20.0
Carpinus betulus,8.0,7.1,15.0
Carpinus betulus,8.0,7.1,12.0
Carpinus betulus,8.0,12.6,20.0
Carpinus betulus,8.0,12.6,10.0
Carpinus betulus,8.0,28.3,14.0
Tilia cordata,10.0,19.6,25.0
Platanus x hispanica,12.0,38.5,39.0
Tilia cordata,18.0,113.1,45.0
Celtis australis,5.0,38.5,30.0
Tilia cordata,5.0,12.6,21.0
Tilia cordata,5.0,12.6,30.0
Tilia cordata,5.0,12.6,28.0
Tilia cordata,5.0,12.6,28.0
Tilia cordata,5.0,12.6,28.0
Tilia cordata,5.0,12.6,28.0
Tilia cordata,8.0,38.5,32.0
Tilia cordata,8.0,38.5,32.0
Tilia cordata,6.0,95.0,41.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Carpinus betulus,6.0,12.6,25.0
Platanus x hispanica,13.0,132.7,44.0
Platanus x hispanica,13.0,132.7,44.0
Platanus x hispanica,6.0,19.6,16.0
Platanus x hispanica,8.0,19.6,25.0
Platanus x hispanica,8.0,19.6,32.0
Platanus x hispanica,12.0,50.3,34.0
Platanus x hispanica,12.0,50.3,34.0
Platanus x hispanica,12.0,50.3,30.0
Celtis australis,7.0,19.6,35.0
Celtis australis,8.0,63.6,58.0
Celtis australis,6.0,78.5,35.0
Celtis australis,7.0,28.3,42.0
Celtis australis,7.0,28.3,50.0
Celtis australis,7.0,28.3,24.0
Celtis australis,7.0,28.3,33.0
Aesculus hippocastanum,6.0,28.3,54.0
Aesculus hippocastanum,9.0,19.6,48.0
Aesculus hippocastanum,9.0,19.6,48.0
Aesculus hippocastanum,9.0,19.6,48.0
Aesculus hippocastanum,9.0,28.3,57.0
Aesculus hippocastanum,9.0,50.3,62.0
Aesculus hippocastanum,9.0,50.3,62.0
Aesculus hippocastanum,9.0,50.3,62.0
Aesculus hippocastanum,6.0,28.3,58.0
Aesculus hippocastanum,6.0,28.3,45.0
Aesculus hippocastanum,8.0,28.3,50.0
Tilia cordata,6.0,28.3,31.0
Tilia cordata,6.0,28.3,31.0
Tilia cordata,6.0,28.3,28.0
Tilia cordata,6.0,28.3,33.0
Tilia cordata,6.0,28.3,30.0
Platanus x hispanica,17.0,113.1,55.0
Tilia cordata,7.0,19.6,35.0
Tilia cordata,9.0,19.6,35.0
Tilia cordata,9.0,19.6,35.0
Tilia cordata,9.0,50.3,35.0
Tilia cordata,9.0,50.3,35.0
Tilia cordata,7.0,19.6,35.0
Tilia cordata,7.0,19.6,35.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Carpinus betulus,4.0,3.1,17.0
Celtis australis,13.0,50.3,80.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Carpinus betulus,4.0,3.1,18.0
Aesculus hippocastanum,6.0,19.6,41.0
Celtis australis,6.0,50.3,38.0
Celtis australis,4.0,50.3,35.0
Tilia cordata,7.0,19.6,25.0
Tilia cordata,7.0,19.6,30.0
Tilia cordata,7.0,19.6,30.0
Carpinus betulus,3.0,0.8,5.0
Carpinus betulus,3.0,0.8,5.0
Carpinus betulus,3.0,0.8,5.0
Aesculus hippocastanum,6.0,28.3,35.0
Aesculus hippocastanum,6.0,28.3,35.0
Aesculus hippocastanum,3.0,7.1,14.0
Aesculus hippocastanum,6.0,28.3,30.0
Aesculus hippocastanum,3.0,7.1,14.0
Aesculus hippocastanum,4.0,7.1,21.0
Aesculus hippocastanum,3.0,7.1,14.0
Platanus x hispanica,21.0,113.1,140.0
Aesculus hippocastanum,8.0,113.1,60.5
Aesculus hippocastanum,15.0,113.1,92.0
Aesculus hippocastanum,10.0,63.6,47.0
Aesculus hippocastanum,14.0,95.0,70.0
Tilia cordata,3.0,0.8,10.0
Celtis australis,6.0,19.6,34.0
Aesculus hippocastanum,10.0,12.6,60.0
Aesculus hippocastanum,10.0,12.6,48.0
Aesculus hippocastanum,8.0,12.6,60.0
Aesculus hippocastanum,10.0,12.6,60.0
Carpinus betulus,10.0,12.6,50.0
Aesculus hippocastanum,10.0,12.6,60.0
Celtis australis,8.0,19.6,35.0
Celtis australis,8.0,19.6,35.0
Celtis australis,8.0,19.6,35.0
Celtis australis,8.0,19.6,52.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,32.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,20.0
Celtis australis,5.0,12.6,31.0
Celtis australis,6.0,19.6,28.0
Celtis australis,6.0,19.6,28.0
Celtis australis,6.0,19.6,28.0
Celtis australis,6.0,19.6,28.0
Celtis australis,6.0,19.6,35.0
Celtis australis,6.0,19.6,28.0
Celtis australis,6.0,19.6,25.0
Aesculus hippocastanum,7.0,28.3,41.0
Aesculus hippocastanum,7.0,28.3,30.0
Aesculus hippocastanum,7.0,28.3,35.0
Aesculus hippocastanum,7.0,28.3,42.0
Aesculus hippocastanum,6.0,28.3,32.0
Aesculus hippocastanum,8.0,28.3,37.0
Aesculus hippocastanum,8.0,28.3,48.0
Aesculus hippocastanum,8.0,28.3,48.0
Platanus x hispanica,11.0,28.3,36.0
Platanus x hispanica,11.0,63.6,62.0
Platanus x hispanica,18.0,63.6,62.0
Celtis australis,8.0,38.5,48.0
Celtis australis,8.0,38.5,56.0
Carpinus betulus,8.0,28.3,34.0
Carpinus betulus,8.0,28.3,34.0
Carpinus betulus,8.0,28.3,26.0
Celtis australis,6.0,19.6,35.0
Celtis australis,6.0,19.6,27.0
Celtis australis,6.0,19.6,27.0
Celtis australis,6.0,19.6,27.0
Celtis australis,6.0,19.6,27.0
Celtis australis,6.0,28.3,35.0
Celtis australis,6.0,28.3,35.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Celtis australis,6.0,28.3,25.0
Carpinus betulus,5.0,12.6,18.0
Carpinus betulus,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Celtis australis,5.0,12.6,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Carpinus betulus,4.0,7.1,18.0
Celtis australis,4.0,19.6,26.0
Celtis australis,4.0,19.6,35.0
Celtis australis,4.0,19.6,35.0
Celtis australis,4.0,19.6,42.0
Celtis australis,4.0,19.6,42.0
Celtis australis,4.0,19.6,42.0
Celtis australis,4.0,19.6,42.0
Platanus x hispanica,3.0,3.1,14.0
Celtis australis,5.0,19.6,35.0
Celtis australis,5.0,19.6,28.0
Celtis australis,5.0,3.1,16.0
Tilia cordata,5.0,7.1,18.0
Tilia cordata,5.0,7.1,18.0
Celtis australis,5.0,7.1,38.0
Celtis australis,5.0,7.1,38.0
Celtis australis,5.0,7.1,38.0
Aesculus hippocastanum,5.0,7.1,38.0
Aesculus hippocastanum,6.0,19.6,38.0
Platanus x hispanica,21.0,78.5,125.0
Platanus x hispanica,24.0,254.5,145.0
Platanus x hispanica,26.0,201.1,185.0
Aesculus hippocastanum,10.0,38.5,28.0
Aesculus hippocastanum,10.0,38.5,32.0
Aesculus hippocastanum,10.0,38.5,55.0
Platanus x hispanica,16.0,78.5,185.0
Platanus x hispanica,16.0,113.1,100.0
Aesculus hippocastanum,17.0,113.1,100.0
Platanus x hispanica,21.0,63.6,95.0
Platanus x hispanica,18.0,78.5,110.0
Platanus x hispanica,27.0,176.7,180.0
Platanus x hispanica,25.0,38.5,90.0
Aesculus hippocastanum,3.0,0.8,5.0
Aesculus hippocastanum,3.0,0.8,5.0
Aesculus hippocastanum,3.0,0.8,5.0
Aesculus hippocastanum,3.0,0.8,5.0
Aesculus hippocastanum,9.0,38.5,55.0
Aesculus hippocastanum,9.0,38.5,50.0
Aesculus hippocastanum,3.0,0.8,12.0
Aesculus hippocastanum,3.0,0.8,12.0
Aesculus hippocastanum,3.0,0.8,12.0
Aesculus hippocastanum,3.0,0.8,12.0
Platanus x hispanica,20.0,227.0,178.3
Platanus x hispanica,20.0,227.0,159.2
Platanus x hispanica,20.0,227.0,159.2
Platanus x hispanica,26.0,254.5,184.6
Aesculus hippocastanum,15.0,50.3,80.0
Aesculus hippocastanum,15.0,50.3,80.0
Aesculus hippocastanum,16.0,50.3,80.0
Platanus x hispanica,8.0,19.6,29.0
Platanus x hispanica,25.0,78.5,160.0
Platanus x hispanica,25.0,78.5,150.0
Platanus x hispanica,10.0,28.3,41.0
Platanus x hispanica,10.0,19.6,28.0
Platanus x hispanica,27.0,227.0,140.0
Celtis australis,14.0,38.5,64.0
Celtis australis,14.0,38.5,64.0
Platanus x hispanica,8.0,12.6,17.0
Platanus x hispanica,8.0,12.6,17.0
Platanus x hispanica,16.0,50.3,70.0
Aesculus hippocastanum,14.0,113.1,85.0
Aesculus hippocastanum,13.0,63.6,70.0
Aesculus hippocastanum,10.0,28.3,32.0
Aesculus hippocastanum,10.0,28.3,34.0
Aesculus hippocastanum,15.0,63.6,68.0
Celtis australis,14.0,78.5,74.0
Celtis australis,6.0,7.1,12.0
Celtis australis,15.0,78.5,71.0
Celtis australis,17.0,113.1,90.0
Aesculus hippocastanum,7.0,78.5,50.0
Tilia cordata,12.0,38.5,52.0
Platanus x hispanica,21.0,95.0,88.0
Tilia cordata,16.0,50.3,70.0
Platanus x hispanica,22.0,95.0,79.0
Celtis australis,5.0,0.8,14.0
Platanus x hispanica,23.0,201.1,100.0
Platanus x hispanica,23.0,201.1,90.0
Platanus x hispanica,17.0,113.1,74.0
Platanus x hispanica,9.0,50.3,23.0
Platanus x hispanica,8.0,38.5,18.0
Celtis australis,17.0,28.3,74.5
Carpinus betulus,10.0,38.5,29.0
Aesculus hippocastanum,3.0,0.8,15.0
Aesculus hippocastanum,14.0,19.6,65.6
Aesculus hippocastanum,15.0,38.5,56.0
Aesculus hippocastanum,13.0,19.6,59.2
Aesculus hippocastanum,13.0,50.3,59.5
Tilia cordata,15.0,12.6,48.4
Aesculus hippocastanum,15.0,50.3,48.1
Tilia cordata,18.0,63.6,91.4
Aesculus hippocastanum,14.0,38.5,83.7
Aesculus hippocastanum,14.0,28.3,59.2
Carpinus betulus,6.2,10.1,17.0
Carpinus betulus,6.2,10.1,17.0
Carpinus betulus,6.2,10.1,17.0
Carpinus betulus,6.2,10.1,17.0
Celtis australis,8.3,35.2,30.1
Carpinus betulus,6.2,10.1,17.0
