Height,CanopySize,Diameter
14.0,50.3,37.0
4.0,28.3,28.0
7.0,12.6,21.0
7.0,12.6,21.0
7.0,12.6,21.0
7.0,12.6,21.0
7.0,12.6,32.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
4.0,3.1,12.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
7.0,28.3,22.0
6.0,50.3,41.0
6.0,50.3,41.0
6.0,19.6,46.0
7.0,3.1,26.0
7.0,3.1,26.0
7.0,3.1,26.0
7.0,3.1,21.0
7.0,3.1,21.0
3.0,0.8,8.0
3.0,0.8,8.0
21.0,132.7,63.0
21.0,132.7,52.0
3.0,0.8,8.0
6.0,3.1,15.0
3.0,0.8,8.0
3.0,0.8,8.0
3.0,0.8,8.0
13.0,19.6,50.0
13.0,19.6,35.0
5.0,12.6,14.0
5.0,12.6,14.0
6.0,7.1,15.0
6.0,7.1,15.0
14.0,63.6,51.0
7.0,3.1,21.0
7.0,3.1,21.0
7.0,3.1,21.0
7.0,113.1,64.0
6.0,63.6,51.0
6.0,63.6,40.0
6.0,63.6,44.0
6.0,19.6,24.0
6.0,63.6,28.0
4.0,28.3,24.0
4.0,28.3,24.0
4.0,7.1,16.0
4.0,7.1,16.0
4.0,7.1,16.0
6.0,50.3,36.0
6.0,50.3,32.0
6.0,50.3,24.0
6.0,50.3,27.0
4.0,0.8,18.0
4.0,0.8,18.0
4.0,12.6,24.0
12.0,12.6,41.0
4.0,19.6,15.0
4.0,19.6,15.0
4.0,19.6,15.0
4.0,19.6,15.0
8.0,50.3,44.0
15.0,201.1,68.0
8.0,19.6,28.0
12.0,50.3,41.0
12.0,95.0,44.0
7.0,12.6,25.0
12.0,201.1,68.0
12.0,12.6,32.0
14.0,63.6,62.0
4.0,12.6,24.0
19.0,113.1,60.0
6.0,12.6,21.0
6.0,12.6,21.0
6.0,12.6,21.0
5.0,38.5,32.0
3.0,0.8,15.0
5.0,12.6,33.0
6.0,28.3,30.0
6.0,28.3,28.0
4.0,12.6,27.0
4.0,3.1,24.0
3.0,0.8,15.0
6.0,28.3,31.0
6.0,28.3,38.0
4.0,3.1,12.0
8.0,12.6,25.0
6.0,7.1,23.0
6.0,7.1,23.0
8.0,38.5,31.0
5.0,12.6,24.0
7.0,12.6,32.0
7.0,12.6,32.0
6.0,63.6,28.0
7.0,12.6,36.0
4.0,3.1,14.0
4.0,3.1,14.0
4.0,3.1,14.0
4.0,3.1,14.0
4.0,3.1,14.0
4.0,3.1,14.0
4.0,63.6,26.0
4.0,3.1,14.0
5.0,7.1,12.0
14.0,113.1,65.0
13.0,78.5,38.0
14.0,113.1,48.0
13.0,113.1,48.0
12.0,113.1,42.0
11.0,153.9,58.0
12.0,113.1,44.0
8.0,50.3,55.0
4.0,12.6,12.0
6.0,19.6,19.0
7.0,28.3,21.0
6.0,28.3,19.0
5.0,12.6,15.0
7.0,28.3,22.0
7.0,38.5,25.0
6.0,19.6,29.0
13.0,28.3,40.0
13.0,28.3,40.0
7.0,28.3,35.0
5.0,7.1,25.0
7.0,38.5,25.0
7.0,50.3,45.0
5.0,38.5,30.0
7.0,28.3,32.0
7.0,28.3,27.0
7.0,28.3,45.0
7.0,28.3,50.0
4.0,7.1,20.0
4.0,7.1,20.0
4.0,7.1,20.0
4.0,7.1,20.0
4.0,38.5,30.0
13.0,28.3,40.0
12.0,28.3,45.0
9.0,28.3,45.0
7.0,19.6,27.0
9.0,28.3,38.0
9.0,28.3,50.0
4.0,38.5,18.0
6.0,38.5,24.0
9.0,28.3,60.0
7.0,19.6,48.0
6.0,7.1,30.0
6.0,7.1,35.0
5.0,19.6,32.0
5.0,19.6,25.0
5.0,12.6,18.0
7.0,63.6,42.0
13.0,63.6,42.0
13.0,63.6,42.0
13.0,63.6,42.0
13.0,63.6,54.0
4.0,7.1,20.0
5.0,12.6,18.0
8.0,63.6,55.0
7.0,12.6,28.0
5.0,12.6,26.0
5.0,50.3,41.0
5.0,28.3,30.0
5.0,19.6,30.0
5.0,19.6,28.0
5.0,19.6,28.0
6.0,12.6,26.0
7.0,12.6,35.0
6.0,12.6,28.0
6.0,12.6,31.0
6.0,12.6,29.0
6.0,12.6,29.0
6.0,12.6,33.0
6.0,12.6,27.0
5.0,19.6,25.0
16.0,38.5,75.0
16.0,38.5,75.0
7.0,28.3,38.0
7.0,28.3,28.0
7.0,28.3,25.0
7.0,28.3,28.0
7.0,28.3,28.0
7.0,28.3,28.0
7.0,28.3,33.0
7.0,12.6,27.0
7.0,12.6,35.0
7.0,28.3,40.0
7.0,28.3,30.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
5.0,38.5,55.0
21.0,153.9,78.0
5.0,28.3,38.0
5.0,28.3,38.0
7.0,19.6,33.0
5.0,1.8,8.0
5.0,1.8,8.0
5.0,0.8,6.0
5.0,1.8,6.0
5.0,1.8,6.0
5.0,1.8,6.0
8.0,28.3,25.0
5.0,1.8,6.0
5.0,7.1,17.0
5.0,7.1,14.0
8.0,19.6,18.0
11.0,113.1,58.0
11.0,113.1,58.0
5.0,38.5,28.0
7.0,19.6,28.0
7.0,19.6,38.0
7.0,19.6,29.0
14.0,50.3,60.0
14.0,50.3,60.0
13.0,38.5,51.0
6.0,50.3,33.0
6.0,50.3,33.0
5.0,50.3,33.0
6.0,113.1,45.0
6.0,113.1,45.0
6.0,113.1,33.0
3.0,19.6,25.0
3.0,19.6,25.0
3.0,19.6,25.0
3.0,7.1,18.0
9.0,50.3,57.0
11.0,50.3,35.0
11.0,50.3,35.0
13.0,50.3,42.0
15.0,50.3,42.0
15.0,28.3,42.0
15.0,28.3,42.0
7.0,28.3,34.0
5.0,12.6,13.0
4.0,12.6,25.0
6.0,28.3,25.0
9.0,153.9,60.0
9.0,153.9,60.0
7.0,12.6,32.0
5.0,50.3,55.0
5.0,50.3,25.0
13.0,153.9,75.0
13.0,153.9,75.0
10.0,153.9,55.0
5.0,7.1,24.0
11.0,3.1,33.0
9.0,50.3,62.0
9.0,12.6,32.0
16.0,50.3,81.0
9.0,12.6,32.0
13.0,12.6,38.0
16.0,153.9,62.0
16.0,153.9,71.0
16.0,153.9,47.0
14.0,153.9,50.0
16.0,201.1,80.0
16.0,50.3,66.0
9.0,28.3,34.0
14.0,153.9,85.0
14.0,153.9,64.0
12.0,113.1,58.0
9.0,12.6,35.0
18.0,28.3,68.0
9.0,113.1,35.0
7.0,7.1,24.0
5.0,50.3,45.0
14.0,153.9,62.0
14.0,78.5,62.0
14.0,78.5,62.0
15.0,113.1,62.0
15.0,50.3,38.0
18.0,28.3,68.0
14.0,50.3,50.0
12.0,28.3,42.0
12.0,28.3,42.0
10.0,95.0,60.0
9.0,113.1,68.0
18.0,28.3,58.0
18.0,28.3,65.0
8.0,113.1,40.0
15.0,113.1,62.0
14.0,176.7,85.0
8.0,113.1,50.0
16.0,113.1,67.0
12.0,254.5,46.2
14.0,113.1,67.0
12.0,63.6,51.0
16.0,153.9,80.0
16.0,153.9,80.0
15.0,113.1,80.0
16.0,63.6,65.0
18.0,153.9,80.0
18.0,153.9,80.0
9.0,113.1,35.0
11.0,38.5,38.0
18.0,50.3,65.0
18.0,50.3,65.0
12.0,28.3,50.0
21.0,50.3,80.0
12.0,50.3,50.0
9.0,19.6,27.0
12.0,50.3,75.0
9.0,50.3,75.0
20.0,63.6,100.0
8.0,50.3,45.0
7.0,12.6,21.0
14.0,19.6,50.0
9.0,7.1,28.0
9.0,28.3,32.0
9.0,7.1,25.0
12.0,28.3,42.0
8.0,28.3,30.0
8.0,12.6,25.0
9.0,7.1,27.0
15.0,113.1,80.0
15.0,113.1,80.0
15.0,113.1,80.0
21.0,113.1,80.0
18.0,113.1,75.0
20.0,113.1,81.0
18.0,95.0,80.0
18.0,95.0,70.0
14.0,95.0,62.0
12.0,50.3,41.0
12.0,28.3,34.0
12.0,50.3,44.0
5.0,12.6,44.0
5.0,12.6,30.0
5.0,12.6,35.0
5.0,12.6,35.0
7.0,19.6,40.1
3.0,0.8,8.0
5.0,12.6,35.0
3.0,0.8,8.0
3.0,0.8,8.0
7.0,19.6,40.1
8.0,28.3,49.3
5.0,12.6,55.0
8.0,12.6,45.0
8.0,19.6,43.0
8.0,12.6,39.2
8.0,12.6,25.0
3.0,0.8,8.0
8.0,12.6,25.0
8.0,12.6,25.0
8.0,12.6,45.0
3.0,0.8,8.0
8.0,12.6,27.0
3.0,0.8,8.0
8.0,12.6,30.0
6.0,12.6,35.0
8.0,12.6,27.0
3.0,0.8,8.0
3.0,0.8,8.0
3.0,0.8,8.0
18.0,95.0,80.0
18.0,28.3,70.0
18.0,28.3,70.0
18.0,28.3,70.0
21.0,28.3,70.0
6.0,7.1,26.0
4.0,7.1,13.0
4.0,7.1,13.0
4.0,7.1,13.0
4.0,7.1,25.0
5.0,50.3,31.0
7.0,38.5,33.0
5.0,12.6,15.0
5.0,50.3,33.0
21.0,28.3,70.0
21.0,28.3,70.0
21.0,28.3,70.0
21.0,28.3,70.0
5.0,7.1,21.0
5.0,19.6,26.0
5.0,19.6,28.0
3.0,0.8,8.0
5.0,19.6,28.0
3.0,12.6,16.0
13.0,38.5,46.0
6.0,7.1,22.0
3.0,0.8,8.0
6.0,7.1,29.0
3.0,0.8,8.0
6.0,19.6,35.0
3.0,0.8,8.0
6.0,19.6,35.0
6.0,7.1,28.0
15.0,38.5,70.0
19.0,19.6,60.0
21.0,19.6,60.0
25.0,95.0,90.0
19.0,95.0,75.0
19.0,95.0,75.0
19.0,95.0,75.0
8.0,50.3,35.0
5.0,3.1,16.0
8.0,50.3,45.0
8.0,50.3,45.0
5.0,19.6,25.0
10.0,63.6,48.0
6.0,7.1,12.0
6.0,7.1,15.0
6.0,4.9,12.0
6.0,4.9,12.0
6.0,7.1,12.0
5.0,7.1,9.0
6.0,15.9,14.0
6.0,12.6,14.0
6.0,3.1,5.0
6.0,7.1,7.0
4.0,0.8,5.0
5.0,3.1,9.0
6.0,4.9,12.0
5.0,3.1,12.0
4.0,7.1,7.0
6.0,12.6,15.0
6.0,7.1,12.0
5.0,3.1,12.0
6.0,12.6,17.0
5.0,3.1,12.0
5.0,3.1,12.0
4.0,4.9,4.0
4.0,4.9,4.0
4.0,4.9,5.0
4.0,4.9,5.0
4.0,12.6,12.0
4.0,4.9,5.0
6.0,7.1,9.0
3.0,4.9,4.0
3.0,4.9,4.0
6.0,7.1,12.0
3.0,3.1,18.7
2.5,3.1,3.0
5.0,4.9,10.0
5.0,4.9,8.0
4.0,4.9,4.0
5.0,12.6,12.0
3.0,4.9,4.0
6.0,4.9,12.0
3.0,4.9,4.0
3.0,4.9,3.0
3.0,3.1,4.0
3.0,3.1,4.0
4.0,3.1,4.0
5.0,3.1,5.0
4.5,3.1,5.0
4.5,3.1,6.0
6.0,7.1,12.0
6.0,7.1,12.0
6.0,4.9,12.0
4.0,4.9,3.0
3.0,4.9,4.0
4.0,12.6,12.0
8.0,19.6,60.0
9.0,12.6,60.0
9.0,12.6,30.0
12.0,113.1,70.0
6.0,19.6,35.0
6.0,19.6,35.0
6.0,19.6,42.0
5.0,7.1,25.0
4.0,3.1,8.0
4.0,3.1,8.0
7.0,12.6,30.0
7.0,19.6,42.0
6.0,7.1,34.0
6.0,3.1,30.0
9.0,50.3,60.0
6.0,3.1,28.0
7.0,12.6,30.0
8.0,28.3,50.0
8.0,28.3,50.0
8.0,7.1,26.0
6.0,7.1,22.0
15.0,12.6,48.0
6.0,28.3,53.0
6.0,12.6,48.0
7.0,12.6,26.0
6.0,7.1,18.0
8.0,7.1,27.0
8.0,7.1,29.0
10.0,28.3,47.0
10.0,28.3,47.0
8.0,28.3,41.0
8.0,12.6,28.0
8.0,28.3,41.0
14.0,7.1,60.0
13.0,12.6,60.0
8.0,19.6,65.0
19.0,113.1,85.0
6.0,19.6,65.0
7.0,19.6,51.0
10.0,7.1,70.0
15.0,19.6,58.0
15.0,19.6,58.0
13.0,227.0,60.0
6.0,63.6,38.0
12.0,63.6,80.0
10.0,12.6,43.0
10.0,12.6,48.0
10.0,12.6,41.0
10.0,12.6,63.0
10.0,28.3,63.0
10.0,38.5,70.0
10.0,38.5,66.0
10.0,38.5,66.0
10.0,38.5,58.0
7.0,12.6,41.0
7.0,12.6,51.0
12.0,28.3,68.0
9.0,12.6,54.0
9.0,7.1,47.0
12.0,19.6,53.0
9.0,63.6,61.0
9.0,12.6,58.0
9.0,63.6,71.0
7.0,7.1,28.0
3.0,7.1,21.0
15.0,113.1,100.0
8.0,63.6,60.0
6.0,12.6,29.0
3.0,0.8,9.0
8.0,12.6,48.0
21.0,50.3,62.0
21.0,50.3,62.0
21.0,50.3,80.0
23.0,50.3,86.0
11.0,28.3,48.0
11.0,38.5,71.0
8.0,12.6,36.0
8.0,28.3,41.0
11.0,28.3,60.0
25.0,50.3,100.0
6.0,113.1,48.0
16.0,50.3,70.0
18.0,28.3,50.0
6.0,113.1,50.0
25.0,28.3,80.0
21.0,19.6,62.0
26.0,254.5,130.0
23.0,63.6,80.0
9.0,38.5,36.0
22.0,28.3,50.0
18.0,50.3,70.0
24.0,113.1,100.0
6.0,113.1,29.0
6.0,113.1,30.0
13.0,38.5,60.0
17.0,28.3,50.0
13.0,38.5,32.0
20.0,78.5,110.0
5.0,3.1,13.0
3.0,0.8,7.0
20.0,7.1,47.0
20.0,12.6,47.0
15.0,50.3,78.0
6.0,7.1,25.0
8.0,19.6,45.0
6.0,7.1,26.0
6.0,28.3,35.0
6.0,7.1,24.0
18.0,12.6,43.0
16.0,7.1,32.0
19.0,12.6,35.0
19.0,12.6,40.0
19.0,12.6,40.0
17.0,38.5,35.0
19.0,19.6,50.0
22.0,78.5,100.0
22.0,50.3,78.0
7.0,7.1,21.0
14.0,12.6,35.0
21.0,153.9,85.0
6.0,28.3,21.0
6.0,28.3,15.0
22.0,50.3,78.0
16.0,19.6,50.0
22.0,50.3,82.0
6.0,28.3,30.0
8.0,50.3,60.0
8.0,50.3,60.0
23.0,153.9,70.0
19.0,78.5,60.0
6.0,28.3,25.0
4.0,3.1,19.0
19.0,50.3,63.0
22.0,78.5,63.0
19.0,19.6,36.0
18.0,95.0,63.0
4.0,7.1,18.0
4.0,7.1,12.0
8.0,113.1,58.0
24.0,113.1,97.0
23.0,153.9,100.0
15.0,28.3,45.0
6.0,95.0,35.0
4.0,28.3,26.0
4.0,19.6,41.0
5.0,3.1,15.0
6.0,7.1,14.0
6.5,4.9,12.0
6.0,7.1,14.0
6.5,4.9,12.0
6.0,7.1,14.0
6.5,7.1,12.0
6.5,4.9,11.0
8.0,7.1,15.0
6.0,4.9,11.0
5.0,1.8,7.0
6.0,16.7,10.0
6.5,7.1,13.0
6.5,7.1,13.0
6.5,7.1,13.0
4.0,7.1,3.0
4.0,7.1,4.0
3.5,7.1,6.0
6.0,7.1,13.0
4.0,12.6,4.5
8.0,7.1,11.0
5.0,7.1,7.0
4.0,7.1,18.7
4.0,4.9,5.0
4.0,4.9,4.0
6.0,7.1,11.0
6.0,7.1,11.0
5.0,3.1,4.0
5.0,7.1,4.0
5.0,7.1,4.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,5.0
6.0,7.1,14.0
6.0,7.1,14.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,5.0
6.0,7.1,12.0
6.0,7.1,12.0
5.0,7.1,5.0
5.0,7.1,5.0
5.0,7.1,6.0
8.0,17.8,27.0
2.5,3.1,3.0
4.0,4.9,5.0
4.5,4.9,5.0
3.5,3.1,3.0
4.5,4.9,6.0
3.5,4.9,4.0
4.0,4.9,5.0
6.5,9.6,115.0
3.5,3.1,1.6
4.5,4.9,1.3
5.5,4.9,11.0
6.5,9.6,13.0
6.0,7.1,11.0
6.0,7.1,11.0
4.0,1.8,5.0
6.5,7.1,12.0
6.0,7.1,12.0
6.0,7.1,12.0
7.0,9.6,14.0
6.0,3.1,7.0
5.5,7.1,8.0
4.0,4.9,3.0
3.5,3.1,4.0
4.0,1.8,4.0
6.5,7.1,12.0
7.0,7.1,12.0
6.0,7.1,12.0
3.0,3.1,3.0
6.0,7.1,6.0
5.0,1.8,8.0
3.0,3.1,6.0
3.0,3.1,5.0
4.0,3.1,4.0
5.0,7.1,5.0
5.0,7.1,10.0
4.0,4.9,4.0
7.0,12.6,13.0
7.0,7.1,15.0
6.0,7.1,13.0
5.0,7.1,13.0
9.0,12.6,12.0
6.0,7.1,13.0
6.0,7.1,13.0
6.0,7.1,13.0
6.0,7.1,13.0
5.0,3.1,10.0
6.0,7.1,12.0
4.0,1.8,3.0
6.0,7.1,2.9
6.0,12.6,14.0
6.0,12.6,14.0
9.0,19.6,16.0
5.0,3.1,9.0
9.0,12.6,14.0
9.0,12.6,14.0
9.0,19.6,16.0
4.0,7.1,6.0
3.0,1.8,4.0
3.0,1.8,5.0
4.0,3.1,5.0
3.0,1.8,5.0
4.0,3.1,8.0
3.0,3.1,5.0
4.0,3.1,3.0
12.0,63.6,55.0
13.0,28.3,40.0
13.0,28.3,40.0
13.0,28.3,40.0
13.0,28.3,46.0
7.0,28.3,42.0
9.0,50.3,48.0
7.0,28.3,41.0
8.0,28.3,44.0
9.0,38.5,41.0
9.0,113.1,50.0
16.0,19.6,38.0
7.0,63.6,27.0
7.0,63.6,22.0
8.0,63.6,31.0
8.0,63.6,31.0
14.0,63.6,49.0
14.0,63.6,43.0
14.0,63.6,43.0
18.0,95.0,46.0
17.0,38.5,38.0
18.0,38.5,46.0
18.0,153.9,25.0
18.0,38.5,46.0
15.0,95.0,42.0
14.0,50.3,49.0
14.0,78.5,43.0
14.0,113.1,56.0
3.5,1.8,10.0
3.5,1.8,10.0
6.0,1.8,7.0
4.0,3.1,7.0
5.0,3.1,9.0
4.0,7.1,9.0
12.0,78.5,30.0
10.0,95.0,8.9
11.0,78.5,28.0
5.0,19.6,16.0
16.0,113.1,30.0
16.0,113.1,30.0
15.0,78.5,30.0
6.0,12.6,20.0
10.0,50.3,28.0
11.0,78.5,28.0
10.0,50.3,30.0
11.0,50.3,28.0
10.0,78.5,25.0
8.0,19.6,24.0
8.0,50.3,24.0
10.0,50.3,25.0
6.0,19.6,17.0
9.0,28.3,20.0
8.0,7.1,15.0
8.0,7.1,12.0
8.0,12.6,20.0
8.0,12.6,10.0
8.0,28.3,14.0
5.0,3.1,20.0
6.0,7.1,25.0
6.0,12.6,25.0
6.0,12.6,20.0
10.0,78.5,28.0
10.0,19.6,25.0
3.0,3.1,3.0
6.0,12.6,15.0
5.0,0.8,4.0
6.0,7.1,12.0
7.0,12.6,15.0
6.0,7.1,12.0
6.0,7.1,13.0
6.0,12.6,14.0
5.0,3.1,8.0
6.0,7.1,11.0
4.0,0.8,4.0
6.0,7.1,10.0
6.0,7.1,8.0
7.0,7.1,10.0
5.0,12.6,12.0
5.0,7.1,10.0
6.0,7.1,17.0
4.0,7.1,8.0
4.0,12.6,4.0
4.0,7.1,8.0
5.0,7.1,8.0
5.0,12.6,10.0
5.0,7.1,8.0
4.0,12.6,5.0
5.0,12.6,20.0
6.0,28.3,35.0
6.0,28.3,32.0
6.0,28.3,31.0
4.0,7.1,18.0
5.0,38.5,35.0
5.0,38.5,25.0
5.0,38.5,25.0
5.0,38.5,28.0
5.0,38.5,26.0
7.0,12.6,53.0
7.0,12.6,48.0
16.0,38.5,65.0
17.0,78.5,76.0
6.0,19.6,27.0
6.0,28.3,19.0
16.0,28.3,45.0
12.0,95.0,48.0
16.0,28.3,45.0
7.0,78.5,60.0
17.0,78.5,62.0
22.0,50.3,70.0
22.0,50.3,70.0
24.0,95.0,85.0
24.0,95.0,85.0
24.0,113.1,98.0
5.0,28.3,20.0
5.0,28.3,20.0
7.0,50.3,65.0
26.0,113.1,100.0
26.0,153.9,100.0
25.0,95.0,87.0
25.0,95.0,87.0
12.0,12.6,28.0
12.0,38.5,39.0
21.0,95.0,78.0
16.0,176.7,88.0
7.0,78.5,70.0
5.0,28.3,20.0
18.0,19.6,35.0
26.0,254.5,110.0
6.0,78.5,25.0
7.0,19.6,70.0
6.0,63.6,45.0
23.0,113.1,100.0
4.0,7.1,22.0
6.0,63.6,20.0
6.0,63.6,20.0
26.0,113.1,100.0
18.0,19.6,35.0
11.0,38.5,70.0
6.0,28.3,28.0
22.0,28.3,58.0
26.0,113.1,90.0
15.0,28.3,48.0
11.0,38.5,70.0
12.0,50.3,42.0
12.0,50.3,42.0
5.0,95.0,22.0
8.0,95.0,61.0
13.0,50.3,52.0
13.0,28.3,41.0
3.0,0.8,8.0
7.0,19.6,21.0
17.0,28.3,43.0
17.0,12.6,43.0
5.0,7.1,15.0
5.0,95.0,25.0
8.0,28.3,45.0
9.0,63.6,50.0
3.0,0.8,8.0
6.0,7.1,21.0
3.0,0.8,8.0
6.0,7.1,21.0
3.0,0.8,8.0
6.0,7.1,21.0
6.0,7.1,21.0
6.0,7.1,21.0
6.0,7.1,21.0
4.0,0.8,15.0
6.0,28.3,42.0
14.0,63.6,67.0
14.0,63.6,38.0
8.0,38.5,60.0
18.0,113.1,45.0
28.0,153.9,85.0
16.0,28.3,68.0
25.0,153.9,100.0
6.0,50.3,28.0
11.0,19.6,46.0
11.0,19.6,46.0
6.0,19.6,26.0
5.0,7.1,26.0
22.0,63.6,90.0
24.0,176.7,90.0
19.0,95.0,80.0
11.0,78.5,53.0
4.0,7.1,32.0
6.0,12.6,29.0
22.0,153.9,100.0
22.0,153.9,100.0
15.0,28.3,30.0
5.0,7.1,60.0
5.0,7.1,40.0
9.0,28.3,42.0
5.0,12.6,18.0
5.0,12.6,18.0
6.0,12.6,43.0
20.0,201.1,90.0
14.0,201.1,65.0
11.0,78.5,53.0
4.0,7.1,22.0
4.0,7.1,22.0
4.0,7.1,22.0
4.0,7.1,22.0
4.0,7.1,22.0
5.0,28.3,22.0
5.0,28.3,22.0
5.0,28.3,22.0
5.0,28.3,22.0
5.0,28.3,22.0
5.0,28.3,22.0
5.0,28.3,20.0
5.0,28.3,20.0
5.0,28.3,20.0
5.0,28.3,20.0
3.0,28.3,20.0
6.0,50.3,34.0
7.0,95.0,46.0
7.0,63.6,36.0
5.0,12.6,28.0
11.0,78.5,38.0
6.0,50.3,26.0
6.0,50.3,31.0
6.0,50.3,31.0
4.0,7.1,25.0
3.0,12.6,15.0
3.0,12.6,15.0
3.0,12.6,15.0
7.0,63.6,36.0
7.0,28.3,38.0
7.0,28.3,38.0
7.0,28.3,38.0
9.0,95.0,65.0
9.0,95.0,65.0
6.0,12.6,16.0
5.0,12.6,21.0
8.0,28.3,24.0
3.0,7.1,15.0
7.0,28.3,24.0
7.0,28.3,21.0
7.0,28.3,35.0
7.0,28.3,22.0
7.0,28.3,16.0
7.0,28.3,30.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
14.0,28.3,38.0
14.0,28.3,34.0
14.0,28.3,38.0
7.0,28.3,24.0
7.0,28.3,24.0
16.0,38.5,60.0
21.0,63.6,56.0
21.0,63.6,56.0
21.0,63.6,86.0
16.0,38.5,50.0
6.0,28.3,20.0
6.0,28.3,20.0
6.0,28.3,20.0
6.0,28.3,20.0
6.0,28.3,20.0
6.0,28.3,20.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,28.3,24.0
6.0,28.3,20.0
9.0,28.3,24.0
9.0,28.3,28.0
6.0,12.6,22.0
5.0,7.1,15.0
6.0,12.6,22.0
6.0,12.6,22.0
8.0,28.3,35.0
8.0,28.3,35.0
8.0,28.3,28.0
16.0,63.6,70.0
24.0,63.6,70.0
24.0,63.6,70.0
26.0,19.6,70.0
26.0,78.5,70.0
26.0,50.3,70.0
26.0,50.3,70.0
26.0,50.3,60.0
4.0,7.1,16.0
21.0,19.6,47.0
26.0,50.3,60.0
8.0,28.3,22.0
5.0,12.6,18.0
5.0,12.6,18.0
5.0,12.6,30.0
6.0,28.3,35.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,12.6,25.0
6.0,12.6,35.0
6.0,12.6,35.0
16.0,95.0,60.0
6.0,7.1,25.0
6.0,7.1,20.0
6.0,7.1,20.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
8.0,113.1,38.0
6.0,113.1,35.0
6.0,50.3,35.0
14.0,28.3,35.0
6.0,28.3,18.0
6.0,7.1,15.0
11.0,28.3,25.0
6.0,28.3,18.0
6.0,28.3,18.0
9.0,28.3,28.0
14.0,28.3,38.0
14.0,78.5,44.0
11.0,28.3,29.0
11.0,50.3,34.0
9.0,38.5,29.0
14.0,28.3,38.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,0.8,6.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
3.0,7.1,123.0
8.0,28.3,44.0
4.0,3.1,8.0
6.0,28.3,38.0
7.0,19.6,50.0
7.0,19.6,50.0
7.0,19.6,50.0
7.0,19.6,50.0
4.0,0.8,8.0
8.0,28.3,44.0
8.0,28.3,44.0
8.0,28.3,44.0
10.0,38.5,58.0
4.0,0.8,8.0
4.0,0.8,8.0
5.0,7.1,22.0
5.0,7.1,22.0
5.0,38.5,30.0
10.0,50.3,63.0
10.0,50.3,63.0
5.0,7.1,15.0
6.0,38.5,18.0
6.0,38.5,18.0
6.0,12.6,25.0
5.0,7.1,15.0
5.0,7.1,15.0
3.0,7.1,15.0
7.0,28.3,28.0
6.0,28.3,28.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
6.0,28.3,25.0
4.0,3.1,16.0
6.0,19.6,25.0
3.0,3.1,15.0
18.0,113.1,65.0
18.0,50.3,50.0
5.0,12.6,21.0
5.0,12.6,30.0
5.0,12.6,28.0
5.0,12.6,28.0
5.0,12.6,28.0
5.0,12.6,28.0
5.0,3.1,28.0
9.0,12.6,32.0
12.0,12.6,48.0
12.0,3.1,32.0
12.0,28.3,55.0
8.0,38.5,32.0
8.0,38.5,32.0
21.0,201.1,150.0
6.0,95.0,41.0
19.0,113.1,50.0
11.0,12.6,40.0
4.0,0.8,10.0
8.0,50.3,28.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
6.0,12.6,25.0
4.0,12.6,23.0
13.0,132.7,44.0
13.0,132.7,44.0
6.0,19.6,16.0
