Height,CanopySize,Diameter
7.0,12.6,18.0
8.0,78.5,20.0
6.2,10.1,17.0
11.0,28.3,16.0
12.0,78.5,29.0
6.2,10.1,17.0
17.1,59.1,60.9
20.0,176.7,58.0
12.0,78.5,35.0
17.1,59.1,60.9
14.0,201.1,48.0
20.0,78.5,60.0
20.0,78.5,60.0
20.0,78.5,60.0
15.0,95.0,54.0
14.0,113.1,57.0
18.9,68.8,71.5
23.0,176.7,110.0
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
13.0,28.3,38.2
18.9,68.8,71.5
26.0,113.1,84.7
18.9,68.8,71.5
24.0,113.1,50.9
18.0,50.3,44.6
18.0,113.1,65.0
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
21.0,38.5,48.0
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
22.0,113.1,63.0
14.0,50.3,55.0
22.0,78.5,60.0
14.0,50.3,60.0
14.0,78.5,55.0
14.0,50.3,44.0
14.0,50.3,44.0
20.0,50.3,40.0
18.9,68.8,71.5
14.0,50.3,58.0
20.0,78.5,60.0
20.0,78.5,60.0
20.0,78.5,60.0
18.0,153.9,61.0
17.0,113.1,63.7
13.0,38.5,40.7
20.0,201.1,88.8
22.0,78.5,70.0
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.9,68.8,71.5
18.0,176.7,82.0
18.0,153.9,68.0
18.0,153.9,60.0
15.0,38.5,44.6
18.0,153.9,68.0
18.6,67.9,69.4
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
12.0,38.5,29.0
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
4.4,16.4,23.6
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
20.6,94.0,76.3
17.0,50.3,48.4
20.6,94.0,76.3
20.6,94.0,76.3
20.0,113.1,52.0
15.0,95.0,50.0
15.0,113.1,52.0
15.0,95.0,50.0
13.0,103.9,51.0
13.0,113.1,54.0
15.0,95.0,50.0
13.0,113.1,58.0
15.0,113.1,57.0
13.0,113.1,58.0
14.0,113.1,57.0
15.0,113.1,60.0
15.0,132.7,63.0
13.0,113.1,56.0
13.0,95.0,50.0
14.0,113.1,56.0
15.0,103.9,56.0
14.0,113.1,51.0
14.0,113.1,55.0
8.3,35.2,30.1
14.0,103.9,53.0
13.0,95.0,55.0
15.0,95.0,56.0
14.0,95.0,56.0
14.0,113.1,60.0
14.0,113.1,56.0
14.0,113.1,60.0
15.0,132.7,68.0
14.0,122.7,68.0
14.0,122.7,61.0
13.0,95.0,56.0
8.3,35.2,30.1
14.0,113.1,62.0
8.3,35.2,30.1
13.0,122.7,65.0
13.0,113.1,62.0
14.0,113.1,50.0
3.5,1.8,7.0
13.0,103.9,55.0
14.0,113.1,65.0
11.0,63.6,32.0
11.0,50.3,24.0
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,30.0
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
14.0,50.3,28.0
3.5,0.8,7.0
12.0,63.6,44.0
12.0,63.6,44.0
6.0,50.3,27.0
12.0,78.5,42.0
12.0,78.5,46.0
14.0,113.1,60.0
13.0,78.5,39.0
12.0,95.0,42.0
13.0,95.0,55.0
13.0,103.9,52.0
7.0,38.5,26.0
11.5,86.6,32.0
6.0,28.3,25.0
13.0,122.7,54.0
13.0,113.1,50.0
15.0,95.0,45.0
13.0,103.9,48.0
19.0,103.9,48.0
12.0,103.9,50.0
12.0,113.1,50.0
12.0,122.7,52.0
12.0,95.0,47.0
12.0,113.1,50.0
12.0,113.1,52.0
12.0,113.1,50.0
12.0,113.1,50.0
14.0,95.0,48.0
18.0,95.0,49.0
15.0,113.1,53.0
15.0,122.7,58.0
13.0,122.7,55.0
13.0,113.1,52.0
15.0,95.0,50.0
20.0,113.1,53.0
8.0,23.8,19.0
15.0,113.1,50.0
15.0,113.1,50.0
15.0,113.1,50.0
6.0,28.3,22.0
15.0,113.1,50.0
6.0,28.3,19.0
4.5,12.6,14.0
4.5,12.6,18.0
4.5,12.6,16.0
4.5,12.6,16.0
4.5,12.6,16.0
6.0,28.3,20.0
6.0,28.3,25.0
13.0,78.5,45.0
6.0,28.3,19.0
5.0,19.6,16.0
5.0,19.6,16.0
5.0,19.6,16.0
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
6.0,28.3,18.0
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
8.3,35.2,30.1
6.0,28.3,19.0
6.0,28.3,19.0
5.0,9.6,15.0
4.5,9.6,14.0
5.5,12.6,17.0
6.0,9.6,15.0
8.3,35.2,30.1
10.0,63.6,25.0
11.0,78.5,39.0
12.5,95.0,40.0
13.0,95.0,39.0
15.0,113.1,50.0
11.0,50.3,34.0
10.0,28.3,25.0
9.0,19.6,19.0
11.0,63.6,40.0
12.0,63.6,48.0
6.0,28.3,20.0
5.0,12.6,9.0
7.5,28.3,13.0
7.5,28.3,14.0
12.0,113.1,28.0
14.0,95.0,33.0
15.0,132.7,45.0
13.0,63.6,40.0
8.3,35.2,30.1
13.0,78.5,48.0
11.0,12.6,17.0
11.0,12.6,16.0
11.0,38.5,18.0
11.0,38.5,24.0
11.0,63.6,25.0
8.3,35.2,30.1
8.3,35.2,30.1
10.0,38.5,45.0
10.0,38.5,38.0
8.0,50.3,22.0
9.0,50.3,27.0
10.0,63.6,29.0
11.0,78.5,55.0
11.0,63.6,32.0
10.0,50.3,35.0
10.0,50.3,38.0
10.0,50.3,38.0
10.0,50.3,28.0
10.0,50.3,34.0
12.0,50.3,42.0
12.0,63.6,58.0
12.0,63.6,54.0
8.0,28.3,25.0
12.0,63.6,49.0
4.0,12.6,11.0
10.0,50.3,32.0
14.0,38.5,25.0
14.0,50.3,29.0
8.5,28.3,22.0
4.5,8.5,21.7
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
6.7,19.2,16.3
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
12.5,10.6,29.2
4.0,7.1,14.0
6.0,19.6,16.0
8.0,28.3,25.0
5.0,7.1,15.0
7.0,38.5,26.0
6.0,28.3,17.0
6.0,28.3,17.0
6.0,28.3,16.0
4.0,4.9,12.0
4.0,3.1,10.0
5.9,13.8,17.8
6.0,19.6,12.0
13.0,50.3,23.0
4.0,4.9,10.0
4.0,4.9,10.0
4.0,4.0,11.0
4.0,4.0,11.0
4.0,4.0,11.0
4.0,4.0,11.0
8.0,3.1,23.6
8.0,3.1,23.6
9.0,1.8,16.0
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
8.0,3.1,23.6
11.0,95.0,18.0
7.7,22.3,26.0
5.0,4.9,26.0
6.9,15.4,29.6
6.9,15.4,29.6
11.0,50.3,34.0
4.4,16.4,23.6
4.4,16.4,23.6
13.0,113.1,40.0
4.0,3.1,14.0
9.0,28.3,19.0
10.0,38.5,18.0
9.0,28.3,19.0
12.0,19.6,28.7
9.0,50.3,22.0
4.0,78.5,21.0
6.0,28.3,18.0
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
10.0,50.3,25.0
6.7,19.2,16.3
6.5,28.3,19.0
6.7,19.2,16.3
6.7,19.2,16.3
6.7,19.2,16.3
6.0,12.6,10.0
8.0,28.3,18.0
8.0,28.3,20.0
8.0,28.3,6.0
7.0,19.6,15.0
10.0,78.5,22.0
10.0,78.5,32.0
8.0,38.5,21.0
4.0,3.1,11.0
4.0,3.1,12.0
4.0,7.1,10.0
5.0,7.1,13.0
4.0,3.1,13.0
4.0,3.1,10.0
6.0,12.6,16.0
5.1,8.4,13.9
4.0,7.1,12.0
5.1,8.4,13.9
5.1,8.4,13.9
3.5,3.1,6.0
5.1,8.4,13.9
4.0,1.8,8.0
6.0,7.1,9.0
6.0,12.6,10.0
6.0,4.9,9.0
5.0,7.1,13.0
4.0,3.1,12.0
4.0,3.1,10.0
4.0,3.1,11.0
4.0,3.1,13.0
5.0,3.1,10.0
5.0,3.1,13.0
10.0,50.3,18.0
10.4,28.2,38.6
10.4,28.2,38.6
10.4,28.2,38.6
10.4,28.2,38.6
10.4,28.2,38.6
10.4,28.2,38.6
10.4,28.2,38.6
18.0,95.0,55.0
12.0,12.6,20.0
10.4,28.2,38.6
19.0,38.5,45.0
15.0,63.6,47.0
7.0,63.6,40.0
12.0,78.5,40.0
12.0,78.5,47.0
9.0,19.6,38.0
10.0,12.6,34.0
10.4,28.2,38.6
10.4,28.2,38.6
15.0,28.3,50.0
11.0,63.6,50.0
18.0,63.6,60.0
9.0,78.5,57.0
10.4,28.2,38.6
10.4,28.2,38.6
4.0,12.6,12.0
4.5,12.6,11.0
4.5,28.3,18.0
4.5,19.6,16.0
4.0,12.6,12.0
4.0,12.6,15.0
4.5,12.6,10.0
4.5,15.9,13.0
4.0,12.6,12.0
4.5,12.6,14.0
13.0,113.1,50.0
4.5,4.9,10.0
4.5,19.6,18.0
4.5,12.6,15.0
6.5,7.1,15.0
4.5,9.6,13.0
4.5,12.6,14.0
4.0,4.9,11.0
5.0,15.9,18.0
5.0,15.9,16.0
12.0,78.5,40.0
5.5,12.6,12.0
4.0,4.9,9.0
8.0,78.5,29.0
3.5,7.1,8.0
3.5,4.9,8.0
4.0,19.6,14.0
12.0,78.5,40.0
12.0,78.5,40.0
4.0,7.1,10.0
12.0,50.3,40.0
13.0,78.5,50.0
4.8,4.6,12.6
13.0,28.3,40.0
7.0,78.5,20.0
12.0,28.3,35.0
7.0,38.5,30.0
14.0,33.2,30.0
17.2,55.4,41.6
10.0,63.6,30.0
6.9,33.6,30.3
10.0,95.0,50.0
8.0,21.7,28.2
2.8,0.7,4.9
8.0,19.6,26.0
11.0,50.3,27.0
10.0,28.3,27.0
5.0,25.2,26.7
7.0,19.8,26.6
7.0,19.8,26.6
7.0,19.8,26.6
9.0,28.3,38.2
10.0,78.5,28.0
11.0,50.3,26.4
6.5,38.5,16.0
6.3,13.2,21.1
6.3,13.2,21.1
6.3,13.2,21.1
11.0,78.5,38.0
10.0,78.5,45.0
12.0,95.0,50.0
7.0,12.6,14.0
5.7,8.6,16.0
5.7,8.6,16.0
5.7,8.6,16.0
5.7,8.6,16.0
13.0,113.1,44.0
5.7,8.6,16.0
12.0,19.6,33.4
12.0,19.6,30.6
5.0,7.1,8.0
8.0,28.3,21.0
5.0,3.1,6.0
10.0,50.3,21.0
6.0,12.6,11.0
5.0,7.1,6.0
10.0,113.1,20.0
4.7,5.6,15.4
4.7,7.7,14.5
4.7,7.7,14.5
4.7,7.7,14.5
10.0,63.6,55.0
4.0,12.6,14.0
4.0,12.6,14.0
11.0,254.5,55.0
5.0,19.6,18.0
4.5,28.4,18.6
5.0,50.3,21.0
5.0,50.3,21.0
4.5,28.4,18.6
4.5,28.4,18.6
5.0,28.3,20.0
5.0,28.3,21.0
5.0,78.5,32.0
5.0,78.5,33.0
4.5,28.4,18.6
6.0,78.5,30.0
4.5,28.4,18.6
5.0,113.1,32.0
5.0,78.5,24.0
5.0,28.3,18.0
5.0,113.1,32.0
6.0,78.5,32.0
4.5,28.4,18.6
5.0,78.5,31.0
5.0,113.1,34.0
5.0,50.3,22.0
5.0,113.1,31.0
5.0,50.3,21.0
5.0,78.5,34.0
5.0,78.5,28.0
6.0,132.7,34.0
5.0,50.3,20.0
5.0,19.6,18.0
5.0,50.3,23.0
6.0,113.1,30.0
4.5,28.4,18.6
4.5,28.4,18.6
4.0,19.6,17.0
5.0,50.3,28.0
5.0,78.5,30.0
4.5,28.4,18.6
5.0,50.3,20.0
5.0,78.5,28.0
5.0,78.5,30.0
7.0,28.3,25.0
7.0,28.3,32.0
4.9,27.5,19.3
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
4.0,15.9,22.0
7.0,11.1,22.4
7.0,11.1,22.4
12.0,50.3,22.0
7.0,11.1,22.4
12.0,254.5,45.0
7.0,11.1,22.4
12.0,50.3,22.0
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
7.0,11.1,22.4
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
9.7,50.3,56.7
11.0,28.3,84.4
12.0,28.3,57.3
11.9,22.0,35.0
11.0,50.3,5.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
6.0,19.6,18.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
12.0,63.6,28.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
11.9,22.0,35.0
12.0,19.6,8.0
12.0,50.3,25.0
6.0,7.1,15.0
6.0,12.6,15.0
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
15.0,28.3,30.0
7.0,7.1,20.0
10.0,19.6,28.0
14.0,50.3,47.8
13.0,28.3,38.2
10.7,22.1,34.6
15.0,28.3,30.0
10.7,22.1,34.6
10.7,22.1,34.6
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
12.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
12.0,28.3,30.0
12.0,28.3,30.0
12.0,28.3,30.0
12.0,28.3,30.0
12.0,28.3,30.0
12.0,28.3,30.0
15.0,28.3,30.0
10.7,22.1,34.6
15.0,28.3,30.0
10.7,22.1,34.6
10.7,22.1,34.6
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
15.0,28.3,30.0
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
10.7,22.1,34.6
17.0,50.3,50.0
10.7,22.1,34.6
13.4,35.5,45.0
13.4,35.5,45.0
7.7,13.3,33.5
7.7,13.3,33.5
7.7,13.3,33.5
12.0,50.3,35.0
7.7,13.3,33.5
19.5,46.2,61.6
19.5,46.2,61.6
19.5,46.2,61.6
19.5,46.2,61.6
26.0,50.3,60.5
19.0,19.6,41.4
5.5,12.6,16.0
22.0,314.2,80.0
25.0,201.1,85.0
16.0,95.0,60.0
16.0,95.0,60.0
12.0,50.3,19.0
10.8,38.4,35.7
12.0,38.5,32.0
12.0,78.5,38.0
10.0,28.3,16.0
14.0,28.3,37.0
14.0,50.3,42.0
7.0,28.3,24.0
7.0,28.3,22.0
7.0,28.3,24.0
7.0,28.3,25.0
5.0,7.1,18.0
7.0,19.6,23.0
7.0,28.3,26.0
6.0,28.3,24.0
7.0,19.6,24.0
6.0,19.6,21.0
6.0,19.6,23.0
6.0,12.6,25.0
5.0,12.6,20.0
7.0,19.6,26.0
7.0,28.3,23.0
6.0,28.3,22.0
7.0,28.3,24.0
7.0,28.3,23.0
7.0,28.3,23.0
7.0,28.3,23.0
7.0,28.3,24.0
7.0,19.6,22.0
5.0,12.6,17.0
10.8,38.4,35.7
7.0,28.3,21.0
6.0,19.6,22.0
6.0,19.6,20.0
7.0,19.6,21.0
7.0,28.3,22.0
7.0,19.6,21.0
7.0,28.3,23.0
7.0,19.6,21.0
7.0,28.3,24.0
7.0,28.3,24.0
7.0,19.6,26.0
7.0,28.3,24.0
7.0,28.3,22.0
7.0,28.3,23.0
7.0,28.3,25.0
4.0,3.1,8.0
6.0,12.6,18.0
6.0,12.6,16.0
4.5,9.6,13.0
4.5,9.6,14.0
5.0,9.6,14.0
4.5,12.6,16.0
6.0,12.6,17.0
6.0,12.6,18.0
6.0,12.6,20.0
6.0,12.6,17.0
6.0,12.6,18.0
6.0,12.6,15.0
6.0,12.6,17.0
6.0,12.6,20.0
6.0,15.9,22.0
6.0,12.6,18.0
6.0,12.6,21.0
6.0,12.6,20.0
6.0,12.6,21.0
5.0,7.1,17.0
5.0,7.1,17.0
5.0,7.1,17.0
5.0,7.1,18.0
16.0,113.1,50.0
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
10.8,38.4,35.7
22.0,227.0,90.0
21.0,153.9,80.0
22.0,227.0,95.0
21.0,201.1,85.0
22.0,113.1,80.0
16.0,63.6,80.0
18.0,132.7,80.0
21.0,113.1,85.0
21.0,113.1,80.0
21.0,113.1,80.0
21.0,95.0,60.0
22.0,153.9,80.0
22.0,201.1,95.0
24.0,176.7,90.0
22.0,176.7,85.0
22.0,201.1,80.0
19.0,28.3,79.6
20.0,113.1,73.2
26.0,201.1,127.3
22.0,78.5,87.2
15.8,75.6,70.3
21.0,28.3,60.0
20.0,7.1,93.3
19.0,19.6,114.6
16.0,19.6,40.0
17.0,63.6,70.0
18.0,78.5,70.0
18.0,78.5,75.0
19.0,95.0,70.0
18.0,7.1,93.9
15.0,7.1,90.7
15.0,12.6,117.5
16.0,28.3,60.0
20.0,28.3,65.0
19.0,95.0,70.0
32.0,314.2,166.5
18.0,7.1,93.9
18.0,7.1,78.9
18.0,7.1,102.5
16.0,7.1,92.3
16.0,113.1,85.0
17.0,7.1,82.8
18.0,7.1,98.7
18.0,78.5,68.0
18.0,38.5,60.0
24.0,113.1,120.0
21.0,28.3,90.0
18.7,33.8,69.7
18.7,33.8,69.7
20.0,28.3,90.0
22.0,38.5,85.0
15.0,12.6,99.0
15.0,12.6,100.6
16.0,380.1,110.0
18.0,78.5,70.0
18.0,78.5,68.0
19.0,95.0,70.0
18.0,78.5,65.0
18.7,33.8,69.7
18.1,40.4,70.5
5.3,11.8,20.0
11.0,50.3,31.0
5.3,11.8,20.0
5.3,11.8,20.0
5.3,11.8,20.0
5.3,11.8,20.0
5.3,11.8,20.0
5.3,11.8,20.0
4.9,10.6,19.7
6.0,12.6,17.0
5.0,9.6,15.0
5.5,12.6,16.0
5.5,12.6,15.0
6.0,12.6,19.0
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
6.0,19.6,31.0
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
4.9,10.6,19.7
7.0,28.3,35.0
9.0,28.3,33.7
7.0,28.3,36.0
5.0,63.6,25.0
6.0,113.1,22.0
7.0,28.3,31.5
7.0,28.3,33.7
5.0,63.6,22.0
6.0,89.4,15.0
6.0,50.3,19.0
6.0,50.3,19.0
6.0,50.3,19.0
6.0,50.3,19.0
6.0,50.3,19.0
6.0,50.3,19.0
6.0,50.3,19.0
5.0,10.9,19.1
4.0,12.6,14.0
4.0,12.6,12.0
4.5,19.6,10.0
4.0,28.3,12.0
5.0,113.1,20.0
5.0,10.9,19.1
5.0,10.9,19.1
5.0,10.9,19.1
16.1,25.6,41.6
16.1,25.6,41.6
9.0,153.9,73.2
6.0,38.5,14.0
6.0,38.5,15.0
6.0,23.8,14.0
6.0,28.3,18.0
6.0,19.6,24.0
6.0,12.6,20.8
12.0,63.6,43.9
12.0,63.6,59.2
11.0,50.3,39.8
12.0,63.6,43.0
8.6,27.8,27.8
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
12.5,33.2,8.0
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
6.0,12.0,16.4
7.0,4.9,20.0
4.0,4.9,14.0
4.0,3.1,14.0
6.0,3.1,18.0
6.0,3.1,18.0
3.5,1.8,9.0
3.5,1.8,9.0
6.0,12.0,16.4
6.0,12.0,16.4
14.0,19.6,28.0
11.0,113.1,28.0
4.0,1.8,7.0
6.6,14.5,18.6
6.6,14.5,18.6
6.6,14.5,18.6
20.0,314.2,78.0
7.0,28.3,18.0
7.0,28.3,22.0
2.0,19.6,12.0
11.0,38.5,28.0
13.0,38.5,65.3
