Species,Height,Diameter,Leaf_area,CO2,Canopy_size
Aesculus hippocastanum,12.0,50.0,163.2,13.6,38.5
Aesculus hippocastanum,12.0,18.0,75.0,3.2,28.3
Aesculus hippocastanum,12.0,70.0,299.4,22.3,50.3
Aesculus hippocastanum,7.0,30.0,81.8,6.2,28.3
Aesculus hippocastanum,5.0,18.0,23.0,2.9,12.6
Aesculus hippocastanum,12.0,30.0,164.7,6.5,38.5
Aesculus hippocastanum,12.0,60.0,148.9,17.7,28.3
Aesculus hippocastanum,7.0,20.0,66.3,3.5,28.3
Aesculus hippocastanum,12.0,65.0,258.1,20.0,50.3
Aesculus hippocastanum,9.0,25.0,84.2,4.9,28.3
Aesculus hippocastanum,6.0,25.0,82.7,4.7,28.3
Aesculus hippocastanum,9.0,60.0,129.5,17.5,28.3
Aesculus hippocastanum,6.0,25.0,19.6,4.7,7.1
Aesculus hippocastanum,7.0,20.0,66.3,3.5,28.3
Aesculus hippocastanum,6.0,15.0,27.7,2.3,12.6
Aesculus hippocastanum,12.0,85.0,507.0,29.7,78.5
Aesculus hippocastanum,7.0,40.0,196.9,9.5,50.3
Aesculus hippocastanum,12.0,80.0,496.2,27.2,78.5
Aesculus hippocastanum,12.0,72.0,478.1,23.3,78.5
Aesculus hippocastanum,12.0,72.0,267.6,23.3,50.3
Aesculus hippocastanum,12.0,70.0,222.1,22.3,38.5
Aesculus hippocastanum,10.0,60.0,346.8,17.6,63.6
Aesculus hippocastanum,6.0,30.0,16.1,6.2,7.1
Aesculus hippocastanum,12.0,40.0,129.0,9.8,28.3
Aesculus hippocastanum,4.0,20.0,8.8,3.4,3.1
Aesculus hippocastanum,12.0,80.0,313.9,27.2,50.3
Aesculus hippocastanum,12.0,70.0,391.8,22.3,78.5
Aesculus hippocastanum,10.0,50.0,182.2,13.4,38.5
Aesculus hippocastanum,12.0,70.0,446.2,22.3,78.5
Aesculus hippocastanum,12.0,50.0,420.4,13.6,78.5
Aesculus hippocastanum,12.0,80.0,439.2,27.2,78.5
Aesculus hippocastanum,10.0,45.0,81.7,11.5,19.6
Aesculus hippocastanum,3.0,10.0,5.8,1.2,3.1
Carpinus betulus,6.0,13.0,28.6,2.3,12.6
Carpinus betulus,10.0,50.0,626.3,0.3,153.9
Platanus x hispanica,25.0,190.0,1416.6,8.1,314.2
Platanus x hispanica,25.0,180.0,1172.3,8.1,314.2
Platanus x hispanica,17.0,100.0,662.8,34.9,176.7
Platanus x hispanica,26.0,190.0,2118.9,8.1,530.9
Platanus x hispanica,26.0,100.0,1425.7,34.9,380.1
Platanus x hispanica,27.0,190.0,1688.2,8.1,452.4
Celtis australis,13.0,48.0,321.0,1.8,78.5
Celtis australis,4.5,15.0,15.7,0.8,9.6
Celtis australis,6.0,18.0,23.8,0.9,12.6
Celtis australis,6.0,16.0,17.6,0.8,12.6
Celtis australis,7.0,20.0,53.5,1.0,28.3
Celtis australis,8.0,28.0,118.2,1.3,50.3
Celtis australis,6.0,26.0,99.7,1.2,38.5
Carpinus betulus,5.0,12.0,17.8,2.1,9.6
Carpinus betulus,5.0,12.0,11.8,2.1,7.1
Carpinus betulus,4.5,12.0,11.1,2.1,4.9
Carpinus betulus,4.5,10.0,10.4,1.7,4.9
Carpinus betulus,3.0,8.0,2.7,1.3,0.8
Carpinus betulus,5.0,10.0,9.0,1.7,4.9
Carpinus betulus,9.0,29.0,234.7,6.4,63.6
Carpinus betulus,8.0,26.0,177.9,5.6,50.3
Carpinus betulus,6.0,11.0,13.2,1.9,7.1
Carpinus betulus,7.0,13.0,43.1,2.3,19.6
Carpinus betulus,7.0,13.0,48.7,2.3,19.6
Carpinus betulus,7.0,13.0,28.6,2.3,12.6
Carpinus betulus,7.0,13.0,16.0,2.3,7.1
Carpinus betulus,7.0,15.0,31.9,2.7,12.6
Carpinus betulus,7.0,15.0,31.9,2.7,12.6
Carpinus betulus,7.0,15.0,26.4,2.7,12.6
Carpinus betulus,7.0,15.0,31.9,2.7,12.6
Carpinus betulus,7.0,13.0,18.0,2.3,7.1
Carpinus betulus,7.0,15.0,31.9,2.7,12.6
Carpinus betulus,7.0,13.0,18.0,2.3,7.1
Carpinus betulus,7.0,13.0,16.0,2.3,7.1
Tilia cordata,6.0,15.0,23.8,1.9,12.6
Tilia cordata,4.0,9.0,7.7,1.0,4.9
Tilia cordata,4.0,11.0,12.4,1.3,7.1
Tilia cordata,5.0,12.0,22.0,1.4,12.6
Tilia cordata,7.0,17.0,56.5,2.3,28.3
Tilia cordata,7.0,19.0,76.2,2.6,28.3
Aesculus hippocastanum,8.4,39.6,107.0,9.4,32.7
Aesculus hippocastanum,8.4,39.6,129.2,9.4,32.7
Aesculus hippocastanum,8.4,39.6,99.5,9.4,32.7
Aesculus hippocastanum,8.4,39.6,99.5,9.4,32.7
Aesculus hippocastanum,8.4,39.6,107.0,9.4,32.7
Aesculus hippocastanum,8.4,39.6,129.2,9.4,32.7
Aesculus hippocastanum,8.4,39.6,129.2,9.4,32.7
Aesculus hippocastanum,8.4,39.6,99.5,9.4,32.7
Aesculus hippocastanum,8.4,39.6,129.2,9.4,32.7
Aesculus hippocastanum,9.0,32.0,103.8,6.9,28.3
Aesculus hippocastanum,12.0,50.0,263.5,13.6,63.6
Aesculus hippocastanum,9.5,26.0,133.7,5.2,38.5
Aesculus hippocastanum,10.0,25.0,134.5,4.9,38.5
Aesculus hippocastanum,9.0,29.0,66.3,6.0,19.6
Aesculus hippocastanum,10.0,26.0,101.0,5.2,28.3
Aesculus hippocastanum,9.5,24.0,130.0,4.6,38.5
Carpinus betulus,14.0,19.0,218.6,3.7,50.3
Carpinus betulus,13.0,23.0,226.4,4.7,50.3
Carpinus betulus,14.0,18.0,48.9,3.5,12.6
Carpinus betulus,7.0,18.0,32.1,3.5,12.6
Carpinus betulus,8.0,20.0,235.9,3.9,78.5
Carpinus betulus,6.2,17.0,19.7,3.2,10.1
Carpinus betulus,11.0,16.0,96.7,3.0,28.3
Carpinus betulus,12.0,29.0,311.2,6.4,78.5
Carpinus betulus,6.2,17.0,25.6,3.2,10.1
Celtis australis,15.0,54.0,374.4,2.0,95.0
Celtis australis,14.0,57.0,362.4,2.1,113.1
Celtis australis,20.0,52.0,468.2,2.0,113.1
Celtis australis,15.0,50.0,388.0,1.9,95.0
Celtis australis,15.0,52.0,405.0,2.0,113.1
Celtis australis,15.0,50.0,411.7,1.9,95.0
Celtis australis,13.0,51.0,429.6,1.9,103.9
Celtis australis,13.0,54.0,459.5,2.0,113.1
Celtis australis,15.0,50.0,411.7,1.9,95.0
Celtis australis,13.0,58.0,390.0,2.1,113.1
Celtis australis,15.0,57.0,418.4,2.1,113.1
Celtis australis,13.0,58.0,444.2,2.1,113.1
Celtis australis,14.0,57.0,470.5,2.1,113.1
Celtis australis,15.0,60.0,481.3,2.2,113.1
Celtis australis,15.0,63.0,394.6,2.1,132.7
Celtis australis,13.0,56.0,465.5,2.1,113.1
Celtis australis,13.0,50.0,402.3,1.9,95.0
Celtis australis,14.0,56.0,467.6,2.1,113.1
Celtis australis,15.0,56.0,373.5,2.1,103.9
Celtis australis,14.0,51.0,452.4,1.9,113.1
Celtis australis,14.0,55.0,464.6,2.0,113.1
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,14.0,53.0,413.8,2.0,103.9
Celtis australis,13.0,55.0,416.1,2.0,95.0
Celtis australis,15.0,56.0,354.6,2.1,95.0
Celtis australis,14.0,56.0,399.2,2.1,95.0
Celtis australis,14.0,60.0,479.1,2.2,113.1
Celtis australis,14.0,56.0,467.6,2.1,113.1
Celtis australis,14.0,60.0,369.0,2.2,113.1
Celtis australis,15.0,68.0,526.4,1.9,132.7
Celtis australis,14.0,68.0,457.6,1.9,122.7
Celtis australis,14.0,61.0,469.0,2.2,122.7
Celtis australis,13.0,56.0,418.7,2.1,95.0
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,14.0,62.0,373.3,2.1,113.1
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,13.0,65.0,420.7,2.0,122.7
Celtis australis,13.0,62.0,454.8,2.1,113.1
Celtis australis,14.0,50.0,449.3,1.9,113.1
Celtis australis,3.5,7.0,2.9,0.5,1.8
Celtis australis,13.0,55.0,365.2,2.0,103.9
Celtis australis,14.0,65.0,492.9,2.0,113.1
Celtis australis,11.0,32.0,229.9,1.4,63.6
Celtis australis,11.0,24.0,141.8,1.1,50.3
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,15.0,50.0,399.4,1.9,113.1
Celtis australis,15.0,50.0,373.5,1.9,113.1
Celtis australis,15.0,50.0,425.4,1.9,113.1
Celtis australis,15.0,50.0,451.3,1.9,113.1
Celtis australis,15.0,50.0,425.4,1.9,113.1
Celtis australis,15.0,50.0,347.6,1.9,113.1
Celtis australis,15.0,30.0,290.2,1.3,113.1
Celtis australis,8.3,30.1,85.1,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,96.9,1.3,35.2
Celtis australis,8.3,30.1,96.9,1.3,35.2
Celtis australis,8.3,30.1,85.1,1.3,35.2
Celtis australis,8.3,30.1,85.1,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,96.9,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,79.2,1.3,35.2
Celtis australis,8.3,30.1,96.9,1.3,35.2
Celtis australis,8.3,30.1,85.1,1.3,35.2
Celtis australis,14.0,28.0,165.1,1.3,50.3
Celtis australis,3.5,7.0,2.5,0.5,0.8
Celtis australis,12.0,44.0,203.2,1.7,63.6
Celtis australis,12.0,44.0,248.7,1.7,63.6
Celtis australis,6.0,27.0,117.5,1.2,50.3
Celtis australis,12.0,42.0,245.6,1.7,78.5
Celtis australis,12.0,46.0,329.3,1.8,78.5
Celtis australis,14.0,60.0,479.1,2.2,113.1
Celtis australis,13.0,39.0,316.5,1.6,78.5
Celtis australis,12.0,42.0,352.5,1.7,95.0
Celtis australis,13.0,55.0,320.4,2.0,95.0
Celtis australis,13.0,52.0,432.6,2.0,103.9
Celtis australis,7.0,26.0,103.7,1.2,38.5
Celtis australis,11.5,32.0,313.2,1.4,86.6
Celtis australis,6.0,25.0,55.2,1.2,28.3
Celtis australis,13.0,54.0,366.7,2.0,122.7
Celtis australis,13.0,50.0,447.2,1.9,113.1
Celtis australis,15.0,45.0,351.1,1.8,95.0
Celtis australis,13.0,48.0,348.0,1.8,103.9
Celtis australis,19.0,48.0,390.6,1.8,103.9
Celtis australis,12.0,50.0,350.3,1.9,103.9
Celtis australis,12.0,50.0,368.4,1.9,113.1
Celtis australis,12.0,52.0,388.4,2.0,122.7
Celtis australis,12.0,47.0,389.1,1.8,95.0
Celtis australis,12.0,50.0,342.8,1.9,113.1
Celtis australis,12.0,52.0,451.4,2.0,113.1
Celtis australis,12.0,50.0,445.2,1.9,113.1
Celtis australis,12.0,50.0,445.2,1.9,113.1
Celtis australis,14.0,48.0,308.9,1.8,95.0
Celtis australis,18.0,49.0,398.9,1.9,95.0
Celtis australis,15.0,53.0,354.8,2.0,113.1
Celtis australis,15.0,58.0,489.4,2.1,122.7
Celtis australis,13.0,55.0,479.2,2.0,122.7
Celtis australis,13.0,52.0,427.4,2.0,113.1
Celtis australis,15.0,50.0,317.1,1.9,95.0
Celtis australis,20.0,53.0,363.0,2.0,113.1
Celtis australis,8.0,19.0,44.9,1.0,23.8
Celtis australis,15.0,50.0,451.3,1.9,113.1
Celtis australis,15.0,50.0,373.5,1.9,113.1
Celtis australis,15.0,50.0,451.3,1.9,113.1
Celtis australis,6.0,22.0,49.1,1.1,28.3
Celtis australis,15.0,50.0,451.3,1.9,113.1
Celtis australis,6.0,19.0,53.6,1.0,28.3
Celtis australis,4.5,14.0,19.9,0.8,12.6
Celtis australis,4.5,18.0,20.5,0.9,12.6
Celtis australis,4.5,16.0,20.9,0.8,12.6
Celtis australis,4.5,16.0,20.9,0.8,12.6
Celtis australis,4.5,16.0,18.5,0.8,12.6
Celtis australis,6.0,20.0,58.2,1.0,28.3
Celtis australis,6.0,25.0,66.8,1.2,28.3
Celtis australis,6.0,19.0,60.6,1.0,28.3
Celtis australis,5.0,16.0,35.0,0.8,19.6
Celtis australis,5.0,16.0,27.0,0.8,19.6
Celtis australis,5.0,16.0,33.0,0.8,19.6
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,6.0,18.0,49.2,0.9,28.3
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,85.1,1.3,35.2
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,6.0,19.0,53.6,1.0,28.3
Celtis australis,6.0,19.0,60.6,1.0,28.3
Celtis australis,5.0,15.0,12.5,0.8,9.6
Celtis australis,4.5,14.0,15.3,0.8,9.6
Celtis australis,5.5,17.0,22.7,0.9,12.6
Celtis australis,6.0,15.0,14.3,0.8,9.6
Celtis australis,8.3,30.1,102.8,1.3,35.2
Celtis australis,10.0,25.0,205.4,1.2,63.6
Celtis australis,11.0,39.0,304.9,1.6,78.5
Celtis australis,12.5,40.0,327.2,1.6,95.0
Celtis australis,13.0,39.0,326.2,1.6,95.0
Celtis australis,15.0,50.0,373.5,1.9,113.1
Celtis australis,11.0,34.0,160.4,1.4,50.3
Celtis australis,10.0,25.0,61.9,1.2,28.3
Celtis australis,9.0,19.0,40.8,1.0,19.6
Celtis australis,11.0,40.0,234.4,1.6,63.6
Celtis australis,12.0,48.0,209.5,1.8,63.6
Celtis australis,6.0,20.0,47.5,1.0,28.3
Celtis australis,5.0,9.0,17.6,0.6,12.6
Celtis australis,7.5,13.0,43.8,0.7,28.3
Celtis australis,7.5,14.0,58.3,0.8,28.3
Celtis australis,12.0,28.0,362.8,1.3,113.1
Celtis australis,14.0,33.0,290.9,1.4,95.0
Celtis australis,15.0,45.0,376.6,1.8,132.7
Celtis australis,13.0,40.0,261.7,1.6,63.6
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,13.0,48.0,321.0,1.8,78.5
Celtis australis,11.0,17.0,31.6,0.9,12.6
Celtis australis,11.0,16.0,23.8,0.8,12.6
Celtis australis,11.0,18.0,88.2,0.9,38.5
Celtis australis,11.0,24.0,97.7,1.1,38.5
Celtis australis,11.0,25.0,186.5,1.2,63.6
Celtis australis,8.3,30.1,91.0,1.3,35.2
Celtis australis,8.3,30.1,96.9,1.3,35.2
Celtis australis,10.0,45.0,141.7,1.8,38.5
Celtis australis,10.0,38.0,125.8,1.6,38.5
Celtis australis,8.0,22.0,141.0,1.1,50.3
Celtis australis,9.0,27.0,156.5,1.2,50.3
Celtis australis,10.0,29.0,216.4,1.3,63.6
Celtis australis,11.0,55.0,265.1,2.0,78.5
Celtis australis,11.0,32.0,229.9,1.4,63.6
Celtis australis,10.0,35.0,177.2,1.5,50.3
Celtis australis,10.0,38.0,172.0,1.6,50.3
Celtis australis,10.0,38.0,182.4,1.6,50.3
Celtis australis,10.0,28.0,145.0,1.3,50.3
Celtis australis,10.0,34.0,175.4,1.4,50.3
Celtis australis,12.0,42.0,201.7,1.7,50.3
Celtis australis,12.0,58.0,257.5,2.1,63.6
Celtis australis,12.0,54.0,267.3,2.0,63.6
Celtis australis,8.0,25.0,73.2,1.2,28.3
Celtis australis,12.0,49.0,274.1,1.9,63.6
Celtis australis,4.0,11.0,17.8,0.7,12.6
Celtis australis,10.0,32.0,171.7,1.4,50.3
Celtis australis,14.0,25.0,134.8,1.2,38.5
Celtis australis,14.0,29.0,178.0,1.3,50.3
Celtis australis,8.5,22.0,63.4,1.1,28.3
Carpinus betulus,13.0,23.0,226.4,4.7,50.3
Celtis australis,11.0,34.0,181.2,1.4,50.3
Celtis australis,5.0,7.3,4.1,0.5,3.1
Tilia cordata,4.0,9.0,6.4,1.0,3.1
Tilia cordata,8.0,18.0,157.8,2.4,50.3
Tilia cordata,4.0,7.0,4.9,0.7,3.1
Tilia cordata,6.4,18.6,35.4,2.6,14.9
Tilia cordata,6.4,18.6,29.3,2.6,14.9
Tilia cordata,6.4,18.6,35.4,2.6,14.9
Tilia cordata,7.0,29.0,78.3,4.7,28.3
Tilia cordata,6.4,18.6,33.4,2.6,14.9
Tilia cordata,6.4,18.6,35.4,2.6,14.9
Tilia cordata,6.4,18.6,35.4,2.6,14.9
Tilia cordata,6.4,18.6,31.4,2.6,14.9
Tilia cordata,6.4,18.6,29.3,2.6,14.9
Tilia cordata,6.4,18.6,33.4,2.6,14.9
Tilia cordata,6.4,18.6,35.4,2.6,14.9
Celtis australis,6.0,25.0,66.8,1.2,28.3
Aesculus hippocastanum,8.4,10.0,63.1,1.4,28.3
Aesculus hippocastanum,8.4,20.0,75.7,3.5,28.3
Aesculus hippocastanum,8.4,20.0,85.5,3.5,28.3
Aesculus hippocastanum,8.4,35.0,104.2,7.9,28.3
Aesculus hippocastanum,8.4,35.0,92.2,7.9,28.3
Aesculus hippocastanum,8.4,35.0,80.3,7.9,28.3
Aesculus hippocastanum,8.4,35.0,104.2,7.9,28.3
Aesculus hippocastanum,12.0,100.0,701.8,17.0,176.7
Platanus x hispanica,26.0,200.0,1090.9,8.1,314.2
Platanus x hispanica,18.0,150.0,1359.6,0.3,314.2
Platanus x hispanica,15.0,170.0,802.4,8.1,201.1
Platanus x hispanica,25.0,150.0,1957.9,0.3,452.4
Platanus x hispanica,18.0,180.0,1023.5,8.1,227.0
Platanus x hispanica,25.0,180.0,1418.5,8.1,380.1
Platanus x hispanica,23.0,140.0,1013.0,0.7,254.5
Platanus x hispanica,19.0,150.0,1101.3,0.3,254.5
Platanus x hispanica,18.0,130.0,986.9,3.1,254.5
Platanus x hispanica,14.0,50.0,459.3,15.7,176.7
Platanus x hispanica,14.0,210.0,1873.4,8.1,415.5
Platanus x hispanica,16.0,170.0,1615.6,8.1,380.1
Platanus x hispanica,22.0,170.0,1561.8,8.1,346.4
Platanus x hispanica,18.0,140.0,1250.7,0.7,314.2
Carpinus betulus,13.0,20.0,39.1,3.9,12.6
Carpinus betulus,13.0,15.0,103.7,2.7,28.3
Carpinus betulus,14.0,26.0,202.1,5.6,50.3
Aesculus hippocastanum,12.0,50.0,265.9,13.6,50.3
Aesculus hippocastanum,6.0,20.0,76.5,3.4,28.3
Aesculus hippocastanum,12.0,76.0,639.7,25.2,113.1
Aesculus hippocastanum,13.0,82.0,369.9,28.3,63.6
Aesculus hippocastanum,13.0,44.0,139.8,11.3,28.3
Aesculus hippocastanum,13.0,46.0,205.4,12.1,50.3
Aesculus hippocastanum,5.0,12.0,21.3,1.7,12.6
Aesculus hippocastanum,12.0,56.0,412.4,16.0,78.5
Aesculus hippocastanum,13.0,72.0,630.5,23.3,113.1
Aesculus hippocastanum,13.0,48.0,202.2,12.8,38.5
Aesculus hippocastanum,5.0,15.0,13.5,2.3,7.1
Aesculus hippocastanum,5.0,9.0,19.3,1.1,12.6
Aesculus hippocastanum,10.0,52.0,410.7,14.2,78.5
Aesculus hippocastanum,13.0,32.0,55.2,7.1,12.6
Aesculus hippocastanum,12.0,60.0,302.0,17.7,63.6
Aesculus hippocastanum,5.0,12.0,12.5,1.7,7.1
Platanus x hispanica,22.0,64.0,566.2,22.5,176.7
Platanus x hispanica,22.0,142.0,853.5,0.3,201.1
Platanus x hispanica,23.0,100.0,1149.8,34.9,346.4
Platanus x hispanica,22.0,50.0,453.5,15.7,132.7
Platanus x hispanica,21.0,55.0,290.2,18.1,50.3
Platanus x hispanica,22.0,110.0,567.3,30.1,176.7
Platanus x hispanica,21.0,70.0,449.5,25.6,132.7
Platanus x hispanica,23.0,105.0,487.6,32.8,153.9
Platanus x hispanica,25.0,90.0,421.8,36.5,153.9
Platanus x hispanica,23.0,110.0,678.1,30.1,227.0
Platanus x hispanica,23.0,85.0,519.5,33.7,78.5
Platanus x hispanica,21.0,72.0,385.7,26.7,63.6
Platanus x hispanica,25.0,100.0,941.2,34.9,283.5
Platanus x hispanica,23.0,105.0,516.2,32.8,132.7
Platanus x hispanica,22.0,90.0,438.3,36.5,95.0
Platanus x hispanica,22.0,38.0,436.7,10.5,132.7
Platanus x hispanica,24.0,135.0,1061.1,1.9,254.5
Celtis australis,14.0,58.0,391.8,2.1,113.1
Celtis australis,18.0,58.0,261.0,2.1,63.6
Platanus x hispanica,25.0,105.0,971.0,32.8,254.5
Platanus x hispanica,21.0,60.0,553.4,20.5,176.7
Platanus x hispanica,19.0,80.0,572.1,31.0,132.7
Platanus x hispanica,24.0,110.0,1343.5,30.1,346.4
Platanus x hispanica,21.0,105.0,803.6,32.8,254.5
Platanus x hispanica,20.0,50.0,407.5,15.7,78.5
Platanus x hispanica,23.0,80.0,552.3,31.0,95.0
Platanus x hispanica,21.0,80.0,534.8,31.0,113.1
Platanus x hispanica,19.0,80.0,696.4,31.0,227.0
Platanus x hispanica,28.0,145.0,1616.6,0.3,490.9
Celtis australis,16.0,60.0,441.1,2.2,153.9
Celtis australis,16.0,55.0,388.1,2.0,113.1
Celtis australis,15.0,60.0,439.1,2.2,95.0
Platanus x hispanica,4.0,6.0,4.0,0.8,3.1
Aesculus hippocastanum,6.0,18.0,56.7,3.0,28.3
Aesculus hippocastanum,6.0,18.0,126.3,3.0,50.3
Aesculus hippocastanum,7.0,18.0,130.4,3.0,50.3
Aesculus hippocastanum,6.0,30.0,107.6,6.2,38.5
Carpinus betulus,10.0,19.0,98.1,3.7,28.3
Carpinus betulus,8.0,19.0,74.0,3.7,28.3
Carpinus betulus,12.0,19.0,107.6,3.7,28.3
Carpinus betulus,12.0,19.0,107.6,3.7,28.3
Carpinus betulus,12.0,28.0,174.3,6.1,38.5
Tilia cordata,7.0,14.0,39.5,1.7,19.6
Tilia cordata,8.0,19.0,25.4,2.6,12.6
Tilia cordata,6.0,19.0,47.2,2.6,19.6
Celtis australis,7.0,20.0,64.6,1.0,28.3
Celtis australis,5.0,22.0,46.9,1.1,28.3
Celtis australis,4.0,8.0,4.0,0.5,3.1
Celtis australis,7.0,22.0,86.5,1.1,38.5
Celtis australis,7.0,22.0,112.9,1.1,50.3
Celtis australis,7.0,25.0,134.6,1.2,50.3
Celtis australis,6.0,20.0,90.9,1.0,38.5
Celtis australis,6.0,12.0,20.7,0.7,12.6
Celtis australis,7.0,22.0,136.5,1.1,50.3
Celtis australis,7.0,24.0,108.4,1.1,50.3
Celtis australis,4.0,6.0,2.3,0.4,0.8
Celtis australis,6.0,22.0,60.1,1.1,28.3
Celtis australis,6.0,22.0,60.1,1.1,28.3
Celtis australis,6.0,25.0,66.8,1.2,28.3
Celtis australis,6.0,22.0,94.0,1.1,38.5
Celtis australis,4.0,6.0,2.3,0.4,0.8
Celtis australis,7.0,30.0,152.3,1.3,50.3
Celtis australis,8.0,30.0,263.0,1.3,78.5
Celtis australis,6.0,20.0,90.9,1.0,38.5
Celtis australis,4.0,6.0,2.2,0.4,0.8
Celtis australis,4.0,10.0,5.6,0.6,3.1
Celtis australis,8.0,22.0,141.0,1.1,50.3
Celtis australis,7.0,18.0,70.1,0.9,38.5
Celtis australis,12.0,24.0,216.6,1.1,78.5
Celtis australis,6.0,22.0,101.7,1.1,50.3
Celtis australis,8.0,18.0,54.0,0.9,28.3
Celtis australis,7.0,18.0,62.3,0.9,28.3
Celtis australis,7.0,18.0,62.3,0.9,28.3
Celtis australis,7.0,18.0,127.1,0.9,50.3
Celtis australis,8.0,20.0,180.4,1.0,63.6
Celtis australis,7.0,24.0,95.0,1.1,38.5
Celtis australis,7.0,25.0,142.8,1.2,50.3
Celtis australis,7.0,24.0,95.0,1.1,38.5
Celtis australis,8.0,35.0,166.1,1.5,50.3
Celtis australis,6.0,32.0,72.8,1.4,28.3
Celtis australis,4.0,16.0,33.2,0.8,19.6
Celtis australis,8.0,25.0,113.6,1.2,50.3
Celtis australis,4.0,20.0,21.9,1.0,12.6
Celtis australis,3.0,8.0,1.9,0.5,0.8
Celtis australis,8.0,30.0,130.2,1.3,50.3
Celtis australis,6.0,20.0,33.1,1.0,19.6
Celtis australis,5.0,10.0,8.2,0.6,7.1
Celtis australis,4.0,6.0,2.5,0.4,0.8
Celtis australis,7.0,22.0,80.9,1.1,38.5
Celtis australis,6.0,30.0,130.5,1.3,50.3
Celtis australis,4.0,6.0,2.2,0.4,0.8
Celtis australis,7.0,30.0,179.6,1.3,63.6
Celtis australis,7.0,25.0,102.3,1.2,38.5
Celtis australis,8.0,20.0,112.8,1.0,50.3
Celtis australis,6.0,20.0,61.7,1.0,28.3
Celtis australis,7.0,20.0,60.9,1.0,28.3
Celtis australis,7.0,20.0,89.1,1.0,38.5
Celtis australis,9.0,25.0,188.7,1.2,63.6
Celtis australis,8.0,22.0,141.0,1.1,50.3
Celtis australis,6.0,18.0,52.6,0.9,28.3
Celtis australis,8.0,30.0,157.3,1.3,50.3
Celtis australis,10.0,30.0,272.9,1.3,78.5
Celtis australis,8.0,25.0,113.6,1.2,50.3
Celtis australis,8.0,40.0,174.1,1.6,50.3
Celtis australis,10.0,32.0,263.1,1.4,78.5
Celtis australis,10.0,30.0,225.8,1.3,78.5
Celtis australis,10.0,35.0,255.0,1.5,78.5
Celtis australis,3.0,6.0,1.8,0.4,0.8
Celtis australis,8.0,30.0,157.3,1.3,50.3
Celtis australis,10.0,35.0,288.1,1.5,78.5
Celtis australis,8.0,20.0,98.3,1.0,38.5
Celtis australis,8.0,22.0,90.0,1.1,38.5
Celtis australis,8.0,25.0,246.6,1.2,78.5
Celtis australis,10.0,25.0,197.0,1.2,78.5
Celtis australis,10.0,25.0,197.0,1.2,78.5
Celtis australis,10.0,30.0,225.8,1.3,78.5
Celtis australis,10.0,30.0,272.9,1.3,78.5
Celtis australis,10.0,25.0,148.3,1.2,50.3
Celtis australis,10.0,25.0,197.0,1.2,78.5
Celtis australis,7.0,20.0,64.6,1.0,28.3
Aesculus hippocastanum,10.0,45.0,81.7,11.5,19.6
Aesculus hippocastanum,9.0,45.0,168.8,11.4,38.5
Aesculus hippocastanum,8.0,50.0,139.4,13.3,38.5
Aesculus hippocastanum,7.0,35.0,30.6,7.8,12.6
Aesculus hippocastanum,7.0,50.0,98.0,13.2,28.3
Aesculus hippocastanum,12.0,80.0,313.9,27.2,50.3
Aesculus hippocastanum,12.0,50.0,139.6,13.6,28.3
Aesculus hippocastanum,11.0,45.0,106.3,11.6,28.3
Aesculus hippocastanum,8.0,30.0,80.1,6.3,28.3
Aesculus hippocastanum,12.0,55.0,334.8,15.6,78.5
Aesculus hippocastanum,6.0,25.0,33.2,4.7,12.6
Aesculus hippocastanum,8.0,35.0,42.2,7.9,12.6
Aesculus hippocastanum,12.0,40.0,245.7,9.8,50.3
