Species,Height,Diameter,Leaf_area,CO2,Canopy_size
Carpinus betulus,8.0,30.0,61.1,6.7,19.6
Carpinus betulus,7.0,36.0,69.8,5.8,19.6
Carpinus betulus,8.0,20.0,59.8,3.9,19.6
Carpinus betulus,5.0,12.0,12.7,2.1,7.1
Carpinus betulus,10.0,30.0,115.2,6.7,28.3
Carpinus betulus,3.0,8.0,6.6,1.3,3.1
Carpinus betulus,4.0,10.0,11.9,1.7,7.1
Carpinus betulus,4.0,10.0,17.7,1.7,9.6
Carpinus betulus,5.0,15.0,26.7,2.7,12.6
Carpinus betulus,5.0,16.0,22.3,3.0,9.6
Carpinus betulus,3.0,10.0,9.8,1.7,4.9
Carpinus betulus,5.0,10.0,6.2,1.7,3.1
Carpinus betulus,4.0,9.0,8.0,1.5,4.9
Carpinus betulus,5.5,14.0,16.7,2.5,7.1
Carpinus betulus,4.0,12.0,10.7,2.1,4.9
Carpinus betulus,8.0,20.0,49.5,3.9,19.6
Carpinus betulus,7.0,20.0,17.4,3.9,7.1
Carpinus betulus,8.0,28.0,78.9,6.1,28.3
Carpinus betulus,7.0,26.0,84.3,5.6,28.3
Carpinus betulus,8.0,26.0,58.1,5.6,19.6
Carpinus betulus,8.0,28.0,102.5,6.1,28.3
Carpinus betulus,11.0,32.0,123.5,6.7,28.3
Celtis australis,7.0,17.0,39.8,0.9,19.6
Carpinus betulus,9.0,38.0,112.7,5.2,28.3
Carpinus betulus,10.0,39.0,126.4,4.8,28.3
Carpinus betulus,10.5,39.0,114.5,4.8,28.3
Carpinus betulus,9.0,37.0,118.4,5.5,28.3
Carpinus betulus,7.0,17.0,50.5,3.2,19.6
Carpinus betulus,8.0,20.0,37.5,3.9,12.6
Carpinus betulus,10.0,25.0,100.1,5.3,33.2
Carpinus betulus,9.0,13.0,97.7,2.3,38.5
Carpinus betulus,12.0,35.0,177.7,6.1,38.5
Carpinus betulus,11.0,39.0,88.9,4.8,19.6
Carpinus betulus,11.0,48.0,259.3,0.3,50.3
Carpinus betulus,12.0,31.0,215.5,6.8,50.3
Carpinus betulus,11.0,43.0,342.9,2.9,63.6
Platanus x hispanica,16.0,60.0,484.9,20.5,201.1
Platanus x hispanica,15.0,53.0,422.5,17.1,113.1
Carpinus betulus,3.0,6.0,2.7,1.0,0.8
Carpinus betulus,3.0,6.0,2.7,1.0,0.8
Carpinus betulus,3.0,6.0,2.7,1.0,0.8
Carpinus betulus,3.0,6.0,2.1,1.0,0.8
Carpinus betulus,3.5,5.0,2.8,0.8,0.8
Celtis australis,12.0,40.0,304.2,1.6,95.0
Celtis australis,8.0,32.0,133.2,1.4,50.3
Celtis australis,9.0,29.0,142.1,1.3,50.3
Celtis australis,11.0,33.0,179.0,1.4,63.6
Celtis australis,8.5,18.0,27.7,0.9,12.6
Celtis australis,10.0,24.0,137.3,1.1,50.3
Celtis australis,11.0,38.0,302.2,1.6,78.5
Celtis australis,11.0,38.0,284.8,1.6,78.5
Celtis australis,10.0,34.0,176.3,1.4,63.6
Celtis australis,11.0,42.0,313.0,1.7,78.5
Celtis australis,11.0,42.0,295.0,1.7,78.5
Celtis australis,10.0,34.0,176.3,1.4,63.6
Celtis australis,10.5,42.0,274.5,1.7,78.5
Celtis australis,6.0,12.0,10.8,0.7,7.1
Celtis australis,6.0,12.0,10.8,0.7,7.1
Celtis australis,5.0,9.0,13.5,0.6,12.6
Celtis australis,4.0,9.0,13.7,0.6,12.6
Aesculus hippocastanum,12.0,66.9,294.6,20.8,50.3
Celtis australis,12.0,37.0,287.4,1.5,78.5
Celtis australis,9.0,38.0,106.2,1.6,38.5
Celtis australis,9.0,29.0,116.6,1.3,38.5
Celtis australis,9.0,26.0,86.4,1.2,38.5
Celtis australis,9.0,25.0,85.2,1.2,38.5
Celtis australis,9.0,33.0,115.0,1.4,38.5
Celtis australis,9.0,26.0,105.8,1.2,38.5
Celtis australis,6.0,18.0,21.1,0.9,12.6
Celtis australis,9.0,39.0,114.6,1.6,38.5
Celtis australis,9.0,27.0,113.7,1.2,38.5
Celtis australis,6.0,22.0,19.7,1.1,12.6
Celtis australis,9.0,26.0,112.2,1.2,38.5
Celtis australis,9.0,22.0,105.8,1.1,38.5
Celtis australis,9.0,34.0,109.2,1.4,38.5
Celtis australis,9.0,22.0,81.5,1.1,38.5
Celtis australis,9.0,28.0,95.3,1.3,38.5
Celtis australis,9.0,24.0,109.1,1.1,38.5
Celtis australis,9.0,33.0,122.1,1.4,38.5
Celtis australis,9.0,32.0,120.7,1.4,38.5
Celtis australis,9.0,39.0,122.0,1.6,38.5
Celtis australis,9.0,32.0,113.8,1.4,38.5
Celtis australis,7.0,22.0,43.6,1.1,19.6
Celtis australis,7.0,21.0,38.0,1.0,19.6
Celtis australis,9.0,39.0,129.5,1.6,38.5
Celtis australis,9.0,27.0,87.6,1.2,38.5
Celtis australis,9.0,35.0,110.3,1.5,38.5
Celtis australis,9.0,29.0,109.9,1.3,38.5
Celtis australis,7.0,24.0,45.0,1.1,19.6
Celtis australis,9.0,32.0,120.7,1.4,38.5
Celtis australis,7.0,22.0,43.6,1.1,19.6
Celtis australis,9.0,29.0,96.5,1.3,38.5
Celtis australis,9.0,26.0,99.3,1.2,38.5
Celtis australis,9.0,29.0,109.9,1.3,38.5
Celtis australis,9.0,33.0,115.0,1.4,38.5
Celtis australis,9.0,32.0,120.7,1.4,38.5
Celtis australis,9.0,28.0,101.9,1.3,38.5
Celtis australis,9.0,28.0,115.2,1.3,38.5
Celtis australis,9.0,36.0,118.6,1.5,38.5
Celtis australis,9.0,27.0,87.6,1.2,38.5
Celtis australis,9.0,32.0,106.9,1.4,38.5
Celtis australis,9.0,31.0,91.9,1.4,38.5
Celtis australis,6.0,24.0,37.7,1.1,19.6
Celtis australis,6.0,24.0,42.6,1.1,19.6
Celtis australis,5.0,19.0,17.6,1.0,12.6
Celtis australis,9.0,34.0,123.3,1.4,38.5
Celtis australis,9.0,33.0,101.0,1.4,38.5
Celtis australis,9.0,28.0,95.3,1.3,38.5
Celtis australis,7.0,24.0,57.0,1.1,28.3
Celtis australis,7.0,24.0,68.9,1.1,28.3
Celtis australis,9.0,29.0,116.6,1.3,38.5
Celtis australis,9.0,29.0,103.2,1.3,38.5
Celtis australis,9.0,27.0,113.7,1.2,38.5
Celtis australis,9.0,34.0,102.1,1.4,38.5
Celtis australis,9.0,32.0,93.0,1.4,38.5
Celtis australis,9.0,31.0,119.4,1.4,38.5
Celtis australis,9.0,33.0,122.1,1.4,38.5
Celtis australis,9.0,38.0,128.3,1.6,38.5
Celtis australis,9.0,31.0,119.4,1.4,38.5
Celtis australis,9.0,35.0,110.3,1.5,38.5
Celtis australis,9.0,27.0,113.7,1.2,38.5
Celtis australis,9.0,29.0,89.8,1.3,38.5
Celtis australis,9.0,26.0,105.8,1.2,38.5
Celtis australis,10.0,29.0,156.3,1.3,50.3
Celtis australis,10.0,29.0,165.8,1.3,50.3
Celtis australis,10.0,31.0,160.0,1.4,50.3
Celtis australis,10.0,33.0,143.7,1.4,50.3
Celtis australis,10.0,48.0,186.7,1.8,50.3
Celtis australis,10.0,50.0,201.0,1.9,50.3
Celtis australis,10.0,34.0,135.1,1.4,50.3
Celtis australis,10.0,33.0,163.6,1.4,50.3
Celtis australis,10.0,34.0,155.3,1.4,50.3
Celtis australis,10.0,38.0,172.0,1.6,50.3
Celtis australis,10.0,34.0,135.1,1.4,50.3
Celtis australis,10.0,41.0,176.6,1.6,50.3
Celtis australis,10.0,38.0,182.4,1.6,50.3
Celtis australis,10.0,40.0,175.1,1.6,50.3
Celtis australis,10.0,36.0,148.1,1.5,50.3
Celtis australis,10.0,38.0,182.4,1.6,50.3
Celtis australis,10.0,31.0,130.8,1.4,50.3
Celtis australis,12.0,43.0,321.5,1.7,78.5
Celtis australis,12.0,48.0,334.3,1.8,78.5
Celtis australis,12.0,38.0,272.4,1.6,78.5
Celtis australis,12.0,46.0,310.4,1.8,78.5
Celtis australis,12.0,35.0,299.0,1.5,78.5
Celtis australis,12.0,54.0,348.5,2.0,78.5
Celtis australis,12.0,44.0,324.2,1.7,78.5
Celtis australis,12.0,34.0,296.0,1.4,78.5
Celtis australis,12.0,34.0,227.9,1.4,78.5
Celtis australis,12.0,39.0,310.6,1.6,78.5
Celtis australis,10.0,24.0,119.5,1.1,50.3
Celtis australis,12.0,44.0,286.9,1.7,78.5
Celtis australis,12.0,41.0,279.8,1.6,78.5
Celtis australis,12.0,44.0,324.2,1.7,78.5
Celtis australis,12.0,48.0,334.3,1.8,78.5
Celtis australis,12.0,43.0,321.5,1.7,78.5
Celtis australis,12.0,32.0,223.1,1.4,78.5
Celtis australis,12.0,46.0,329.3,1.8,78.5
Celtis australis,12.0,52.0,304.3,2.0,78.5
Celtis australis,12.0,54.0,268.4,2.0,78.5
Celtis australis,13.0,60.0,304.9,2.2,78.5
Celtis australis,13.0,60.0,368.4,2.2,78.5
Celtis australis,12.0,39.0,310.6,1.6,78.5
Celtis australis,13.0,56.0,359.6,2.1,78.5
Celtis australis,13.0,55.0,336.8,2.0,78.5
Celtis australis,13.0,46.0,335.4,1.8,78.5
Celtis australis,13.0,50.0,345.5,1.9,78.5
Celtis australis,13.0,46.0,277.6,1.8,78.5
Celtis australis,13.0,45.0,332.9,1.8,78.5
Celtis australis,8.0,28.0,50.1,1.3,19.6
Celtis australis,11.0,26.0,85.4,1.2,28.3
Carpinus betulus,4.0,7.0,6.6,1.1,3.1
Carpinus betulus,4.0,7.0,6.6,1.1,3.1
Platanus x hispanica,4.0,7.0,2.9,0.9,1.8
Platanus x hispanica,8.0,19.0,138.7,3.8,50.3
Carpinus betulus,6.0,16.0,67.8,3.0,28.3
Carpinus betulus,6.0,20.0,122.1,3.9,38.5
Carpinus betulus,5.0,13.0,23.8,2.3,12.6
Carpinus betulus,5.0,16.0,47.1,3.0,19.6
Carpinus betulus,5.0,14.0,53.8,2.5,28.3
Carpinus betulus,6.0,18.0,117.7,3.5,38.5
Carpinus betulus,4.0,14.0,42.6,2.5,19.6
Platanus x hispanica,24.0,60.0,519.6,20.5,113.1
Platanus x hispanica,12.0,19.0,96.9,3.8,38.5
Platanus x hispanica,26.0,125.0,1274.9,4.3,314.2
Platanus x hispanica,24.0,110.0,987.1,30.1,254.5
Platanus x hispanica,22.0,110.0,685.5,30.1,176.7
Platanus x hispanica,24.0,100.0,844.7,34.9,254.5
Platanus x hispanica,22.0,90.0,638.6,36.5,176.7
Carpinus betulus,6.0,13.0,26.9,2.3,12.6
Tilia cordata,4.0,10.0,8.5,1.1,4.9
Celtis australis,12.0,40.0,277.4,1.6,78.5
Celtis australis,13.0,48.0,373.8,1.8,95.0
Celtis australis,8.0,20.0,67.7,1.0,28.3
Celtis australis,13.0,42.0,334.8,1.7,95.0
Celtis australis,13.0,44.0,378.4,1.7,113.1
Celtis australis,12.0,34.0,227.1,1.4,63.6
Celtis australis,13.0,44.0,353.8,1.7,113.1
Celtis australis,9.0,26.0,196.1,1.2,78.5
Celtis australis,7.0,24.0,140.7,1.1,50.3
Celtis australis,7.0,18.0,48.0,0.9,28.3
Celtis australis,7.0,18.0,51.5,0.9,28.3
Celtis australis,7.0,18.0,62.3,0.9,28.3
Celtis australis,8.0,20.0,112.8,1.0,50.3
Celtis australis,9.0,26.0,119.0,1.2,50.3
Celtis australis,9.0,25.0,152.4,1.2,50.3
Celtis australis,9.0,19.0,94.7,1.0,38.5
Celtis australis,7.0,18.0,62.3,0.9,28.3
Celtis australis,8.0,20.0,75.7,1.0,38.5
Platanus x hispanica,8.0,16.0,72.5,3.0,38.5
Platanus x hispanica,7.0,16.0,61.9,3.0,28.3
Platanus x hispanica,24.0,160.0,1798.7,0.3,490.9
Platanus x hispanica,4.0,6.0,2.9,0.8,1.8
Platanus x hispanica,25.0,110.0,646.6,30.1,113.1
Platanus x hispanica,6.0,10.0,50.0,1.5,28.3
Platanus x hispanica,16.0,38.0,343.4,10.5,78.5
Platanus x hispanica,8.0,16.0,130.5,3.0,50.3
Platanus x hispanica,24.0,150.0,1957.9,0.3,452.4
Aesculus hippocastanum,5.0,15.0,11.8,2.3,7.1
Aesculus hippocastanum,11.0,70.0,213.5,22.2,38.5
Aesculus hippocastanum,6.0,18.0,17.5,3.0,7.1
Aesculus hippocastanum,3.0,8.0,4.7,0.9,3.1
Aesculus hippocastanum,3.0,8.0,6.1,0.9,3.1
Aesculus hippocastanum,2.0,6.0,1.4,0.6,0.8
Aesculus hippocastanum,10.0,60.0,112.3,17.6,28.3
Platanus x hispanica,10.0,40.0,116.5,11.3,38.5
Platanus x hispanica,17.0,80.0,339.5,31.0,63.6
Platanus x hispanica,17.0,90.0,708.2,36.5,254.5
Platanus x hispanica,18.0,100.0,735.0,34.9,254.5
Platanus x hispanica,18.0,70.0,588.5,25.6,201.1
Platanus x hispanica,10.0,28.0,81.7,6.7,28.3
Platanus x hispanica,18.0,80.0,463.5,31.0,78.5
Platanus x hispanica,27.0,55.0,390.2,18.1,95.0
Platanus x hispanica,18.0,65.0,456.6,23.0,95.0
Platanus x hispanica,20.0,65.0,495.8,23.0,95.0
Platanus x hispanica,22.0,80.0,780.7,31.0,254.5
Platanus x hispanica,28.0,115.0,887.4,6.7,254.5
Celtis australis,12.0,50.0,261.2,1.9,78.5
Celtis australis,10.0,29.0,269.6,1.3,78.5
Celtis australis,10.0,28.0,359.5,1.3,113.1
Platanus x hispanica,4.0,7.0,3.1,0.9,1.8
Tilia cordata,4.5,8.0,2.6,0.8,0.8
Tilia cordata,4.0,6.0,3.0,0.6,0.8
Tilia cordata,4.0,7.0,3.1,0.7,0.8
Tilia cordata,4.0,7.0,5.2,0.7,3.1
Tilia cordata,6.0,9.0,10.0,1.0,4.9
Tilia cordata,6.0,9.0,8.3,1.0,4.9
Tilia cordata,6.0,9.0,7.5,1.0,3.1
Tilia cordata,6.0,9.0,6.2,1.0,3.1
Platanus x hispanica,5.0,8.0,4.2,1.1,1.8
Platanus x hispanica,5.0,8.0,3.2,1.1,1.8
Platanus x hispanica,6.0,16.0,55.7,3.0,28.3
Platanus x hispanica,4.0,8.0,3.9,1.1,1.8
Platanus x hispanica,4.5,7.0,3.6,0.9,1.8
Platanus x hispanica,6.0,8.0,5.8,1.1,3.1
Platanus x hispanica,6.0,9.0,6.1,1.3,3.1
Platanus x hispanica,6.0,9.0,6.4,1.3,3.1
Platanus x hispanica,4.0,7.0,2.7,0.9,0.8
Platanus x hispanica,8.0,16.0,49.9,3.0,28.3
Platanus x hispanica,10.0,17.0,142.3,3.2,50.3
Platanus x hispanica,6.0,17.0,53.4,3.2,28.3
Platanus x hispanica,7.0,15.0,57.0,2.7,28.3
Platanus x hispanica,8.0,17.0,96.2,3.2,38.5
Platanus x hispanica,7.0,18.0,94.4,3.5,38.5
Platanus x hispanica,7.0,16.0,90.5,3.0,38.5
Platanus x hispanica,7.0,16.0,74.9,3.0,38.5
Platanus x hispanica,8.0,18.0,120.4,3.5,50.3
Platanus x hispanica,8.0,18.0,136.1,3.5,50.3
Platanus x hispanica,8.0,18.0,104.8,3.5,50.3
Platanus x hispanica,8.0,18.0,136.1,3.5,50.3
Platanus x hispanica,9.0,17.0,137.8,3.2,50.3
Platanus x hispanica,10.0,19.0,193.2,3.8,63.6
Platanus x hispanica,8.0,19.0,106.8,3.8,50.3
Platanus x hispanica,8.0,18.0,136.1,3.5,50.3
Platanus x hispanica,4.0,8.0,2.8,1.1,0.8
Tilia cordata,13.0,36.0,348.3,6.2,78.5
Tilia cordata,13.0,35.0,365.9,6.0,78.5
Tilia cordata,4.0,7.0,5.9,0.7,3.1
Tilia cordata,7.0,25.0,79.2,3.8,28.3
Tilia cordata,4.0,10.0,6.7,1.1,3.1
Tilia cordata,7.0,20.0,59.8,2.8,28.3
Tilia cordata,4.0,8.0,5.8,0.8,3.1
Tilia cordata,7.0,20.0,68.7,2.8,28.3
Tilia cordata,7.0,20.0,73.2,2.8,28.3
Tilia cordata,8.0,22.0,42.6,3.2,19.6
Tilia cordata,7.0,22.0,80.3,3.2,28.3
Tilia cordata,8.0,23.0,85.4,3.4,28.3
Tilia cordata,6.0,16.0,56.7,2.1,28.3
Tilia cordata,6.0,16.0,64.6,2.1,28.3
Tilia cordata,8.0,21.0,120.2,3.0,38.5
Tilia cordata,8.0,19.0,116.0,2.6,38.5
Tilia cordata,6.0,17.0,70.0,2.3,28.3
Tilia cordata,6.0,17.0,70.0,2.3,28.3
Tilia cordata,6.0,15.0,51.6,1.9,28.3
Tilia cordata,6.0,17.0,53.9,2.3,28.3
Tilia cordata,8.0,18.0,113.8,2.4,38.5
Tilia cordata,8.0,21.0,99.4,3.0,38.5
Tilia cordata,6.0,13.0,34.1,1.6,19.6
Tilia cordata,6.0,13.0,41.3,1.6,19.6
Tilia cordata,6.0,15.0,63.1,1.9,28.3
Tilia cordata,6.0,15.0,55.4,1.9,28.3
Tilia cordata,6.0,15.0,67.0,1.9,28.3
Tilia cordata,5.0,10.0,12.1,1.1,7.1
Tilia cordata,5.0,11.0,13.3,1.3,7.1
Tilia cordata,5.0,12.0,38.0,1.4,19.6
Tilia cordata,4.0,8.0,4.5,0.8,1.8
Tilia cordata,4.0,8.0,4.3,0.8,1.8
Tilia cordata,4.0,8.0,3.5,0.8,1.8
Tilia cordata,8.0,21.0,166.6,3.0,50.3
Tilia cordata,8.0,20.0,118.1,2.8,38.5
Tilia cordata,8.0,20.0,118.1,2.8,38.5
Tilia cordata,7.0,13.0,51.4,1.6,28.3
Tilia cordata,8.0,20.0,118.1,2.8,38.5
Tilia cordata,4.0,7.0,3.6,0.7,1.8
Carpinus betulus,4.5,8.0,4.7,1.3,1.8
Tilia cordata,12.0,26.0,267.7,4.0,78.5
Tilia cordata,4.0,8.0,6.2,0.8,3.1
Tilia cordata,4.0,8.0,4.8,0.8,3.1
Celtis australis,3.5,7.0,2.5,0.5,0.8
Celtis australis,3.5,6.0,2.4,0.4,0.8
Celtis australis,3.5,6.0,3.3,0.4,1.8
Celtis australis,4.0,6.0,3.4,0.4,1.8
Celtis australis,4.0,6.0,2.6,0.4,1.8
Celtis australis,6.0,12.0,33.4,0.7,19.6
Celtis australis,5.0,14.0,17.0,0.8,12.6
Celtis australis,3.5,7.0,2.9,0.5,1.8
Celtis australis,5.0,11.0,18.9,0.7,12.6
Celtis australis,3.5,7.0,3.3,0.5,1.8
Aesculus hippocastanum,8.0,60.0,253.8,17.5,63.6
Aesculus hippocastanum,11.0,58.0,409.8,16.8,78.5
Celtis australis,4.0,14.0,16.0,0.8,12.6
Celtis australis,6.0,15.0,27.8,0.8,19.6
Platanus x hispanica,5.0,13.0,12.2,2.2,7.1
Platanus x hispanica,5.0,14.0,18.8,2.4,12.6
Platanus x hispanica,6.0,15.0,23.2,2.7,12.6
Platanus x hispanica,6.0,15.0,23.2,2.7,12.6
Platanus x hispanica,6.0,14.0,13.3,2.4,7.1
Platanus x hispanica,6.0,15.0,20.5,2.7,12.6
Platanus x hispanica,6.0,15.0,20.5,2.7,12.6
Platanus x hispanica,6.0,15.0,17.8,2.7,12.6
Platanus x hispanica,6.0,16.0,38.3,3.0,19.6
Platanus x hispanica,6.0,17.0,60.4,3.2,28.3
Platanus x hispanica,6.0,14.0,13.3,2.4,7.1
Platanus x hispanica,7.0,17.0,59.6,3.2,28.3
Platanus x hispanica,6.0,13.0,22.0,2.2,12.6
Platanus x hispanica,6.0,13.0,22.0,2.2,12.6
Platanus x hispanica,4.0,6.0,3.5,0.8,1.8
Platanus x hispanica,7.0,17.0,52.3,3.2,28.3
Platanus x hispanica,4.0,8.0,3.0,1.1,1.8
Platanus x hispanica,7.0,17.0,56.0,3.2,28.3
Platanus x hispanica,6.0,16.0,36.1,3.0,19.6
Platanus x hispanica,6.0,17.0,53.4,3.2,28.3
Platanus x hispanica,6.0,15.0,54.4,2.7,28.3
Platanus x hispanica,6.0,15.0,57.8,2.7,28.3
Platanus x hispanica,6.0,15.0,44.5,2.7,28.3
Platanus x hispanica,6.0,15.0,54.4,2.7,28.3
Platanus x hispanica,6.0,16.0,59.1,3.0,28.3
Platanus x hispanica,4.0,8.0,3.0,1.1,1.8
Platanus x hispanica,4.5,8.0,4.1,1.1,1.8
Platanus x hispanica,4.5,8.0,3.6,1.1,1.8
Platanus x hispanica,4.5,8.0,3.4,1.1,1.8
Celtis australis,3.5,6.0,3.3,0.4,1.8
Platanus x hispanica,14.0,35.0,209.1,9.3,50.3
Platanus x hispanica,11.0,21.0,158.4,4.4,50.3
Platanus x hispanica,13.0,41.0,332.7,11.8,113.1
Platanus x hispanica,13.0,34.0,258.5,8.9,78.5
Platanus x hispanica,12.0,28.0,286.3,6.7,78.5
Platanus x hispanica,10.0,16.0,63.0,3.0,28.3
Celtis australis,4.0,8.0,15.9,0.5,12.6
Tilia cordata,16.0,40.0,339.4,7.2,63.6
Platanus x hispanica,7.0,13.0,5.5,2.2,1.8
Aesculus hippocastanum,3.0,8.0,59.4,0.9,32.7
Platanus x hispanica,6.0,8.0,3.5,1.1,1.8
Platanus x hispanica,6.0,8.0,4.6,1.1,1.8
Platanus x hispanica,6.0,8.0,3.5,1.1,1.8
Platanus x hispanica,6.0,8.0,4.6,1.1,1.8
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,92.3,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,98.8,0.9,72.5
Platanus x hispanica,3.0,7.0,85.9,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,105.2,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,105.2,0.9,72.5
Platanus x hispanica,3.0,7.0,85.9,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,98.8,0.9,72.5
Platanus x hispanica,3.0,7.0,92.3,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Platanus x hispanica,3.0,7.0,98.8,0.9,72.5
Platanus x hispanica,3.0,7.0,98.8,0.9,72.5
Platanus x hispanica,3.0,7.0,92.3,0.9,72.5
Platanus x hispanica,3.0,7.0,111.6,0.9,72.5
Celtis australis,3.5,7.0,3.5,0.5,1.8
Celtis australis,3.5,9.0,4.9,0.6,3.1
Celtis australis,4.0,9.0,3.0,0.6,1.8
Celtis australis,4.0,9.0,3.5,0.6,1.8
Celtis australis,4.0,9.0,3.2,0.6,1.8
Platanus x hispanica,6.0,16.0,29.5,3.0,19.6
Platanus x hispanica,6.5,17.0,37.9,3.2,19.6
Platanus x hispanica,6.5,17.0,37.9,3.2,19.6
Platanus x hispanica,5.0,9.0,9.4,1.3,7.1
Platanus x hispanica,6.0,11.0,20.8,1.7,12.6
Platanus x hispanica,6.0,15.0,35.3,2.7,19.6
Platanus x hispanica,6.0,15.0,35.3,2.7,19.6
Platanus x hispanica,6.5,18.0,33.9,3.5,19.6
Platanus x hispanica,6.5,16.0,30.3,3.0,19.6
Platanus x hispanica,6.5,18.0,63.0,3.5,28.3
Platanus x hispanica,7.0,22.0,78.0,4.7,38.5
Platanus x hispanica,7.0,22.0,83.8,4.7,38.5
Platanus x hispanica,7.0,19.0,65.8,3.8,28.3
Platanus x hispanica,7.0,21.0,76.7,4.4,38.5
Platanus x hispanica,7.0,20.0,55.4,4.1,28.3
Platanus x hispanica,6.0,16.0,48.9,3.0,28.3
Platanus x hispanica,6.0,16.0,52.3,3.0,28.3
Platanus x hispanica,6.0,16.0,48.9,3.0,28.3
Platanus x hispanica,7.0,20.0,86.7,4.1,38.5
Platanus x hispanica,6.0,12.0,21.4,2.0,12.6
Platanus x hispanica,5.0,10.0,11.1,1.5,7.1
Platanus x hispanica,6.0,18.0,19.0,3.5,12.6
Platanus x hispanica,6.0,16.0,18.2,3.0,12.6
Platanus x hispanica,6.0,16.0,19.6,3.0,12.6
Platanus x hispanica,6.0,16.0,23.7,3.0,12.6
Platanus x hispanica,6.0,16.0,22.3,3.0,12.6
Platanus x hispanica,4.0,8.0,2.3,1.1,0.8
Platanus x hispanica,7.0,24.0,71.4,5.3,28.3
Platanus x hispanica,6.0,18.0,35.3,3.5,19.6
Platanus x hispanica,7.0,25.0,68.3,5.7,28.3
Platanus x hispanica,5.0,8.0,3.1,1.1,0.8
Platanus x hispanica,5.0,7.0,3.3,0.9,1.8
Platanus x hispanica,6.0,18.0,30.7,3.5,19.6
Platanus x hispanica,7.0,25.0,81.6,5.7,38.5
Platanus x hispanica,4.0,7.0,2.4,0.9,0.8
Platanus x hispanica,4.0,7.0,2.5,0.9,0.8
Platanus x hispanica,6.0,16.0,59.1,3.0,28.3
Platanus x hispanica,5.0,12.0,11.8,2.0,7.1
Platanus x hispanica,7.0,19.0,62.0,3.8,28.3
Platanus x hispanica,6.0,16.0,36.1,3.0,19.6
Platanus x hispanica,6.0,16.0,38.3,3.0,19.6
Platanus x hispanica,6.0,16.0,38.3,3.0,19.6
Celtis australis,12.0,45.0,206.7,1.8,50.3
Celtis australis,13.0,55.0,357.3,2.0,78.5
Celtis australis,7.0,19.0,48.9,1.0,28.3
Tilia cordata,4.0,9.0,6.7,1.0,4.9
Tilia cordata,4.0,9.0,6.7,1.0,4.9
Tilia cordata,4.0,9.0,8.2,1.0,4.9
Tilia cordata,4.0,9.0,8.7,1.0,4.9
Platanus x hispanica,7.0,26.0,82.7,6.0,38.5
Platanus x hispanica,19.0,90.0,789.1,36.5,283.5
Platanus x hispanica,17.0,90.0,919.6,36.5,254.5
Platanus x hispanica,17.0,65.0,647.2,23.0,227.0
Platanus x hispanica,16.0,50.0,518.9,15.7,176.7
Platanus x hispanica,18.0,83.0,797.1,32.6,227.0
Platanus x hispanica,19.0,85.0,535.2,33.7,153.9
Platanus x hispanica,19.0,75.0,515.5,28.3,95.0
Platanus x hispanica,21.0,85.0,888.7,33.7,283.5
Platanus x hispanica,5.0,12.0,9.8,2.0,7.1
Celtis australis,5.0,14.0,33.4,0.8,19.6
Tilia cordata,12.0,35.0,297.3,6.0,78.5
Tilia cordata,11.0,32.0,213.1,5.3,50.3
Tilia cordata,10.0,18.0,86.0,2.4,28.3
Tilia cordata,11.0,32.0,188.6,5.3,50.3
Tilia cordata,11.0,32.0,164.1,5.3,50.3
Tilia cordata,11.0,32.0,200.8,5.3,50.3
Tilia cordata,11.0,32.0,188.6,5.3,50.3
Tilia cordata,11.0,32.0,188.6,5.3,50.3
Tilia cordata,11.0,32.0,213.1,5.3,50.3
Tilia cordata,11.0,32.0,164.1,5.3,50.3
Tilia cordata,11.0,32.0,213.1,5.3,50.3
Carpinus betulus,4.0,17.0,6.9,3.2,3.1
Carpinus betulus,6.0,18.0,16.7,3.5,7.1
Carpinus betulus,6.0,32.0,20.5,6.7,7.1
Carpinus betulus,5.0,18.0,13.6,3.5,7.1
Carpinus betulus,5.0,20.0,17.3,3.9,7.1
Carpinus betulus,5.0,19.0,18.0,3.7,7.1
Carpinus betulus,6.0,25.0,16.4,5.3,7.1
Carpinus betulus,6.0,22.0,18.0,4.5,7.1
Carpinus betulus,6.0,24.0,17.3,5.0,7.1
Carpinus betulus,5.0,17.0,14.3,3.2,7.1
Carpinus betulus,5.0,17.0,17.3,3.2,7.1
Carpinus betulus,4.0,16.0,12.2,3.0,7.1
Carpinus betulus,4.0,18.0,9.2,3.5,3.1
