Species,Height,Diameter,Leaf_area,Canopy_size,CO2
Platanus x hispanica,17.0,90.0,708.2,254.5,36.5
Platanus x hispanica,18.0,100.0,735.0,254.5,34.9
Platanus x hispanica,18.0,70.0,588.5,201.1,25.6
Platanus x hispanica,10.0,28.0,81.7,28.3,6.7
Platanus x hispanica,18.0,80.0,463.5,78.5,31.0
Platanus x hispanica,27.0,55.0,390.2,95.0,18.1
Platanus x hispanica,18.0,65.0,456.6,95.0,23.0
Platanus x hispanica,20.0,65.0,495.8,95.0,23.0
Platanus x hispanica,22.0,80.0,780.7,254.5,31.0
Platanus x hispanica,28.0,115.0,887.4,254.5,6.7
Celtis australis,12.0,50.0,261.2,78.5,1.9
Celtis australis,10.0,29.0,269.6,78.5,1.3
Celtis australis,10.0,28.0,359.5,113.1,1.3
Platanus x hispanica,4.0,7.0,3.1,1.8,0.9
Tilia cordata,4.5,8.0,2.6,0.8,0.8
Tilia cordata,4.0,6.0,3.0,0.8,0.6
Tilia cordata,4.0,7.0,3.1,0.8,0.7
Tilia cordata,4.0,7.0,5.2,3.1,0.7
Tilia cordata,6.0,9.0,10.0,4.9,1.0
Tilia cordata,6.0,9.0,8.3,4.9,1.0
Tilia cordata,6.0,9.0,7.5,3.1,1.0
Tilia cordata,6.0,9.0,6.2,3.1,1.0
Platanus x hispanica,5.0,8.0,4.2,1.8,1.1
Platanus x hispanica,5.0,8.0,3.2,1.8,1.1
Platanus x hispanica,6.0,16.0,55.7,28.3,3.0
Platanus x hispanica,4.0,8.0,3.9,1.8,1.1
Platanus x hispanica,4.5,7.0,3.6,1.8,0.9
Platanus x hispanica,6.0,8.0,5.8,3.1,1.1
Platanus x hispanica,6.0,9.0,6.1,3.1,1.3
Platanus x hispanica,6.0,9.0,6.4,3.1,1.3
Platanus x hispanica,4.0,7.0,2.7,0.8,0.9
Platanus x hispanica,8.0,16.0,49.9,28.3,3.0
Platanus x hispanica,10.0,17.0,142.3,50.3,3.2
Platanus x hispanica,6.0,17.0,53.4,28.3,3.2
Platanus x hispanica,7.0,15.0,57.0,28.3,2.7
Platanus x hispanica,8.0,17.0,96.2,38.5,3.2
Platanus x hispanica,7.0,18.0,94.4,38.5,3.5
Platanus x hispanica,7.0,16.0,90.5,38.5,3.0
Platanus x hispanica,7.0,16.0,74.9,38.5,3.0
Platanus x hispanica,8.0,18.0,120.4,50.3,3.5
Platanus x hispanica,8.0,18.0,136.1,50.3,3.5
Platanus x hispanica,8.0,18.0,104.8,50.3,3.5
Platanus x hispanica,8.0,18.0,136.1,50.3,3.5
Platanus x hispanica,9.0,17.0,137.8,50.3,3.2
Platanus x hispanica,10.0,19.0,193.2,63.6,3.8
Platanus x hispanica,8.0,19.0,106.8,50.3,3.8
Platanus x hispanica,8.0,18.0,136.1,50.3,3.5
Platanus x hispanica,4.0,8.0,2.8,0.8,1.1
Tilia cordata,13.0,36.0,348.3,78.5,6.2
Tilia cordata,13.0,35.0,365.9,78.5,6.0
Tilia cordata,4.0,7.0,5.9,3.1,0.7
Tilia cordata,7.0,25.0,79.2,28.3,3.8
Tilia cordata,4.0,10.0,6.7,3.1,1.1
Tilia cordata,7.0,20.0,59.8,28.3,2.8
Tilia cordata,4.0,8.0,5.8,3.1,0.8
Tilia cordata,7.0,20.0,68.7,28.3,2.8
Tilia cordata,7.0,20.0,73.2,28.3,2.8
Tilia cordata,8.0,22.0,42.6,19.6,3.2
Tilia cordata,7.0,22.0,80.3,28.3,3.2
Tilia cordata,8.0,23.0,85.4,28.3,3.4
Tilia cordata,6.0,16.0,56.7,28.3,2.1
Tilia cordata,6.0,16.0,64.6,28.3,2.1
Tilia cordata,8.0,21.0,120.2,38.5,3.0
Tilia cordata,8.0,19.0,116.0,38.5,2.6
Tilia cordata,6.0,17.0,70.0,28.3,2.3
Tilia cordata,6.0,17.0,70.0,28.3,2.3
Tilia cordata,6.0,15.0,51.6,28.3,1.9
Tilia cordata,6.0,17.0,53.9,28.3,2.3
Tilia cordata,8.0,18.0,113.8,38.5,2.4
Tilia cordata,8.0,21.0,99.4,38.5,3.0
Tilia cordata,6.0,13.0,34.1,19.6,1.6
Tilia cordata,6.0,13.0,41.3,19.6,1.6
Tilia cordata,6.0,15.0,63.1,28.3,1.9
Tilia cordata,6.0,15.0,55.4,28.3,1.9
Tilia cordata,6.0,15.0,67.0,28.3,1.9
Tilia cordata,5.0,10.0,12.1,7.1,1.1
Tilia cordata,5.0,11.0,13.3,7.1,1.3
Tilia cordata,5.0,12.0,38.0,19.6,1.4
Tilia cordata,4.0,8.0,4.5,1.8,0.8
Tilia cordata,4.0,8.0,4.3,1.8,0.8
Tilia cordata,4.0,8.0,3.5,1.8,0.8
Tilia cordata,8.0,21.0,166.6,50.3,3.0
Tilia cordata,8.0,20.0,118.1,38.5,2.8
Tilia cordata,8.0,20.0,118.1,38.5,2.8
Tilia cordata,7.0,13.0,51.4,28.3,1.6
Tilia cordata,8.0,20.0,118.1,38.5,2.8
Tilia cordata,4.0,7.0,3.6,1.8,0.7
Carpinus betulus,4.5,8.0,4.7,1.8,1.3
Tilia cordata,12.0,26.0,267.7,78.5,4.0
Tilia cordata,4.0,8.0,6.2,3.1,0.8
Tilia cordata,4.0,8.0,4.8,3.1,0.8
Celtis australis,3.5,7.0,2.5,0.8,0.5
Celtis australis,3.5,6.0,2.4,0.8,0.4
Celtis australis,3.5,6.0,3.3,1.8,0.4
Celtis australis,4.0,6.0,3.4,1.8,0.4
Celtis australis,4.0,6.0,2.6,1.8,0.4
Celtis australis,6.0,12.0,33.4,19.6,0.7
Celtis australis,5.0,14.0,17.0,12.6,0.8
Celtis australis,3.5,7.0,2.9,1.8,0.5
Celtis australis,5.0,11.0,18.9,12.6,0.7
Celtis australis,3.5,7.0,3.3,1.8,0.5
Aesculus hippocastanum,8.0,60.0,253.8,63.6,17.5
Aesculus hippocastanum,11.0,58.0,409.8,78.5,16.8
Celtis australis,4.0,14.0,16.0,12.6,0.8
Celtis australis,6.0,15.0,27.8,19.6,0.8
Platanus x hispanica,5.0,13.0,12.2,7.1,2.2
Platanus x hispanica,5.0,14.0,18.8,12.6,2.4
Platanus x hispanica,6.0,15.0,23.2,12.6,2.7
Platanus x hispanica,6.0,15.0,23.2,12.6,2.7
Platanus x hispanica,6.0,14.0,13.3,7.1,2.4
Platanus x hispanica,6.0,15.0,20.5,12.6,2.7
Platanus x hispanica,6.0,15.0,20.5,12.6,2.7
Platanus x hispanica,6.0,15.0,17.8,12.6,2.7
Platanus x hispanica,6.0,16.0,38.3,19.6,3.0
Platanus x hispanica,6.0,17.0,60.4,28.3,3.2
Platanus x hispanica,6.0,14.0,13.3,7.1,2.4
Platanus x hispanica,7.0,17.0,59.6,28.3,3.2
Platanus x hispanica,6.0,13.0,22.0,12.6,2.2
Platanus x hispanica,6.0,13.0,22.0,12.6,2.2
Platanus x hispanica,4.0,6.0,3.5,1.8,0.8
Platanus x hispanica,7.0,17.0,52.3,28.3,3.2
Platanus x hispanica,4.0,8.0,3.0,1.8,1.1
Platanus x hispanica,7.0,17.0,56.0,28.3,3.2
Platanus x hispanica,6.0,16.0,36.1,19.6,3.0
Platanus x hispanica,6.0,17.0,53.4,28.3,3.2
Platanus x hispanica,6.0,15.0,54.4,28.3,2.7
Platanus x hispanica,6.0,15.0,57.8,28.3,2.7
Platanus x hispanica,6.0,15.0,44.5,28.3,2.7
Platanus x hispanica,6.0,15.0,54.4,28.3,2.7
Platanus x hispanica,6.0,16.0,59.1,28.3,3.0
Platanus x hispanica,4.0,8.0,3.0,1.8,1.1
Platanus x hispanica,4.5,8.0,4.1,1.8,1.1
Platanus x hispanica,4.5,8.0,3.6,1.8,1.1
Platanus x hispanica,4.5,8.0,3.4,1.8,1.1
Celtis australis,3.5,6.0,3.3,1.8,0.4
Platanus x hispanica,14.0,35.0,209.1,50.3,9.3
Platanus x hispanica,11.0,21.0,158.4,50.3,4.4
Platanus x hispanica,13.0,41.0,332.7,113.1,11.8
Platanus x hispanica,13.0,34.0,258.5,78.5,8.9
Platanus x hispanica,12.0,28.0,286.3,78.5,6.7
Platanus x hispanica,10.0,16.0,63.0,28.3,3.0
Celtis australis,4.0,8.0,15.9,12.6,0.5
Tilia cordata,16.0,40.0,339.4,63.6,7.2
Platanus x hispanica,7.0,13.0,5.5,1.8,2.2
Aesculus hippocastanum,3.0,8.0,59.4,32.7,0.9
Platanus x hispanica,6.0,8.0,3.5,1.8,1.1
Platanus x hispanica,6.0,8.0,4.6,1.8,1.1
Platanus x hispanica,6.0,8.0,3.5,1.8,1.1
Platanus x hispanica,6.0,8.0,4.6,1.8,1.1
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,92.3,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,98.8,72.5,0.9
Platanus x hispanica,3.0,7.0,85.9,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,105.2,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,105.2,72.5,0.9
Platanus x hispanica,3.0,7.0,85.9,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,98.8,72.5,0.9
Platanus x hispanica,3.0,7.0,92.3,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Platanus x hispanica,3.0,7.0,98.8,72.5,0.9
Platanus x hispanica,3.0,7.0,98.8,72.5,0.9
Platanus x hispanica,3.0,7.0,92.3,72.5,0.9
Platanus x hispanica,3.0,7.0,111.6,72.5,0.9
Celtis australis,3.5,7.0,3.5,1.8,0.5
Celtis australis,3.5,9.0,4.9,3.1,0.6
Celtis australis,4.0,9.0,3.0,1.8,0.6
Celtis australis,4.0,9.0,3.5,1.8,0.6
Celtis australis,4.0,9.0,3.2,1.8,0.6
Platanus x hispanica,6.0,16.0,29.5,19.6,3.0
Platanus x hispanica,6.5,17.0,37.9,19.6,3.2
Platanus x hispanica,6.5,17.0,37.9,19.6,3.2
Platanus x hispanica,5.0,9.0,9.4,7.1,1.3
Platanus x hispanica,6.0,11.0,20.8,12.6,1.7
Platanus x hispanica,6.0,15.0,35.3,19.6,2.7
Platanus x hispanica,6.0,15.0,35.3,19.6,2.7
Platanus x hispanica,6.5,18.0,33.9,19.6,3.5
Platanus x hispanica,6.5,16.0,30.3,19.6,3.0
Platanus x hispanica,6.5,18.0,63.0,28.3,3.5
Platanus x hispanica,7.0,22.0,78.0,38.5,4.7
Platanus x hispanica,7.0,22.0,83.8,38.5,4.7
Platanus x hispanica,7.0,19.0,65.8,28.3,3.8
Platanus x hispanica,7.0,21.0,76.7,38.5,4.4
Platanus x hispanica,7.0,20.0,55.4,28.3,4.1
Platanus x hispanica,6.0,16.0,48.9,28.3,3.0
Platanus x hispanica,6.0,16.0,52.3,28.3,3.0
Platanus x hispanica,6.0,16.0,48.9,28.3,3.0
Platanus x hispanica,7.0,20.0,86.7,38.5,4.1
Platanus x hispanica,6.0,12.0,21.4,12.6,2.0
Platanus x hispanica,5.0,10.0,11.1,7.1,1.5
Platanus x hispanica,6.0,18.0,19.0,12.6,3.5
Platanus x hispanica,6.0,16.0,18.2,12.6,3.0
Platanus x hispanica,6.0,16.0,19.6,12.6,3.0
Platanus x hispanica,6.0,16.0,23.7,12.6,3.0
Platanus x hispanica,6.0,16.0,22.3,12.6,3.0
Platanus x hispanica,4.0,8.0,2.3,0.8,1.1
Platanus x hispanica,7.0,24.0,71.4,28.3,5.3
Platanus x hispanica,6.0,18.0,35.3,19.6,3.5
Platanus x hispanica,7.0,25.0,68.3,28.3,5.7
Platanus x hispanica,5.0,8.0,3.1,0.8,1.1
Platanus x hispanica,5.0,7.0,3.3,1.8,0.9
Platanus x hispanica,6.0,18.0,30.7,19.6,3.5
Platanus x hispanica,7.0,25.0,81.6,38.5,5.7
Platanus x hispanica,4.0,7.0,2.4,0.8,0.9
Platanus x hispanica,4.0,7.0,2.5,0.8,0.9
Platanus x hispanica,6.0,16.0,59.1,28.3,3.0
Platanus x hispanica,5.0,12.0,11.8,7.1,2.0
Platanus x hispanica,7.0,19.0,62.0,28.3,3.8
Platanus x hispanica,6.0,16.0,36.1,19.6,3.0
Platanus x hispanica,6.0,16.0,38.3,19.6,3.0
Platanus x hispanica,6.0,16.0,38.3,19.6,3.0
Celtis australis,12.0,45.0,206.7,50.3,1.8
Celtis australis,13.0,55.0,357.3,78.5,2.0
Celtis australis,7.0,19.0,48.9,28.3,1.0
Tilia cordata,4.0,9.0,6.7,4.9,1.0
Tilia x europaea,4.0,9.0,7.7,4.9,2.3
Tilia x europaea,4.0,9.0,7.2,4.9,2.3
Tilia cordata,4.0,9.0,6.7,4.9,1.0
Tilia cordata,4.0,9.0,8.2,4.9,1.0
Tilia cordata,4.0,9.0,8.7,4.9,1.0
Tilia x europaea,4.0,9.0,7.2,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,7.7,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,7.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,7.2,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Tilia x europaea,4.0,9.0,6.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Tilia x europaea,4.0,9.0,7.2,4.9,2.3
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Tilia x europaea,4.0,9.0,7.7,4.9,2.3
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Tilia x europaea,4.0,9.0,8.2,4.9,2.3
Tilia x europaea,4.0,9.0,7.2,4.9,2.3
Tilia x europaea,4.0,9.0,8.7,4.9,2.3
Platanus x hispanica,7.0,26.0,82.7,38.5,6.0
Platanus x hispanica,19.0,90.0,789.1,283.5,36.5
Platanus x hispanica,17.0,90.0,919.6,254.5,36.5
Platanus x hispanica,17.0,65.0,647.2,227.0,23.0
Platanus x hispanica,16.0,50.0,518.9,176.7,15.7
Platanus x hispanica,18.0,83.0,797.1,227.0,32.6
Platanus x hispanica,19.0,85.0,535.2,153.9,33.7
Platanus x hispanica,19.0,75.0,515.5,95.0,28.3
Platanus x hispanica,21.0,85.0,888.7,283.5,33.7
Platanus x hispanica,5.0,12.0,9.8,7.1,2.0
Tilia x europaea,7.0,16.0,41.3,19.6,5.0
Celtis australis,5.0,14.0,33.4,19.6,0.8
Tilia cordata,12.0,35.0,297.3,78.5,6.0
Tilia cordata,11.0,32.0,213.1,50.3,5.3
Tilia cordata,10.0,18.0,86.0,28.3,2.4
Tilia cordata,11.0,32.0,188.6,50.3,5.3
Tilia cordata,11.0,32.0,164.1,50.3,5.3
Tilia cordata,11.0,32.0,200.8,50.3,5.3
Tilia cordata,11.0,32.0,188.6,50.3,5.3
Tilia cordata,11.0,32.0,188.6,50.3,5.3
Tilia cordata,11.0,32.0,213.1,50.3,5.3
Tilia cordata,11.0,32.0,164.1,50.3,5.3
Tilia cordata,11.0,32.0,213.1,50.3,5.3
Tilia x europaea,10.0,25.0,188.4,50.3,9.1
Carpinus betulus,4.0,17.0,6.9,3.1,3.2
Carpinus betulus,6.0,18.0,16.7,7.1,3.5
Carpinus betulus,6.0,32.0,20.5,7.1,6.7
Carpinus betulus,5.0,18.0,13.6,7.1,3.5
Carpinus betulus,5.0,20.0,17.3,7.1,3.9
Carpinus betulus,5.0,19.0,18.0,7.1,3.7
Carpinus betulus,6.0,25.0,16.4,7.1,5.3
Carpinus betulus,6.0,22.0,18.0,7.1,4.5
Carpinus betulus,6.0,24.0,17.3,7.1,5.0
Carpinus betulus,5.0,17.0,14.3,7.1,3.2
Carpinus betulus,5.0,17.0,17.3,7.1,3.2
Carpinus betulus,4.0,16.0,12.2,7.1,3.0
Carpinus betulus,4.0,18.0,9.2,3.1,3.5
Carpinus betulus,4.0,16.0,7.3,3.1,3.0
Carpinus betulus,5.0,12.0,11.8,7.1,2.1
Carpinus betulus,6.0,19.0,16.0,7.1,3.7
Carpinus betulus,4.0,17.0,24.6,12.6,3.2
Carpinus betulus,4.0,17.0,27.8,12.6,3.2
Carpinus betulus,4.0,14.0,6.5,3.1,2.5
Carpinus betulus,5.0,18.0,26.7,12.6,3.5
Carpinus betulus,4.0,15.0,15.5,7.1,2.7
Carpinus betulus,4.0,15.0,7.1,3.1,2.7
Carpinus betulus,3.0,12.0,5.8,3.1,2.1
Carpinus betulus,4.0,16.0,8.8,3.1,3.0
Carpinus betulus,3.0,12.0,5.8,3.1,2.1
Carpinus betulus,4.0,11.0,7.3,3.1,1.9
Carpinus betulus,4.0,14.0,8.4,3.1,2.5
Carpinus betulus,4.0,17.0,13.4,7.1,3.2
Carpinus betulus,4.0,12.0,7.5,3.1,2.1
Carpinus betulus,4.0,12.0,8.0,3.1,2.1
Carpinus betulus,4.0,12.0,6.1,3.1,2.1
Carpinus betulus,4.0,12.0,8.0,3.1,2.1
Carpinus betulus,4.0,14.0,6.5,3.1,2.5
Carpinus betulus,3.0,12.0,7.1,3.1,2.1
Carpinus betulus,4.0,14.0,13.4,7.1,2.5
Carpinus betulus,4.0,12.0,14.3,7.1,2.1
Carpinus betulus,4.0,14.0,8.4,3.1,2.5
Platanus x hispanica,9.0,31.0,71.0,28.3,7.8
Carpinus betulus,7.0,30.0,169.4,50.3,6.7
Carpinus betulus,4.0,12.0,7.1,3.1,2.1
Carpinus betulus,4.0,12.0,6.1,3.1,2.1
Carpinus betulus,4.0,15.0,8.6,3.1,2.7
Carpinus betulus,4.0,15.0,7.6,3.1,2.7
Carpinus betulus,4.0,16.0,7.8,3.1,3.0
Carpinus betulus,4.0,6.0,3.3,0.8,1.0
Platanus x hispanica,13.0,55.0,370.2,78.5,18.1
Platanus x hispanica,12.0,35.0,252.2,63.6,9.3
Platanus x hispanica,14.0,57.0,459.5,113.1,19.1
Platanus x hispanica,13.0,62.0,449.7,95.0,21.5
Carpinus betulus,4.0,15.0,8.6,3.1,2.7
Carpinus betulus,4.0,17.0,8.0,3.1,3.2
Carpinus betulus,3.0,11.0,6.5,3.1,1.9
Carpinus betulus,5.0,6.0,3.6,0.8,1.0
Carpinus betulus,3.0,7.0,2.2,0.8,1.1
Carpinus betulus,3.0,11.0,3.0,0.8,1.9
Carpinus betulus,3.0,8.0,2.9,0.8,1.3
Carpinus betulus,4.0,16.0,7.3,3.1,3.0
Carpinus betulus,3.0,14.0,8.0,3.1,2.5
Carpinus betulus,3.0,14.0,8.0,3.1,2.5
Carpinus betulus,3.0,16.0,8.4,3.1,3.0
Carpinus betulus,3.0,14.0,6.6,3.1,2.5
Carpinus betulus,4.0,16.0,8.8,3.1,3.0
Carpinus betulus,5.0,16.0,9.0,3.1,3.0
Carpinus betulus,4.0,17.0,9.0,3.1,3.2
Carpinus betulus,4.0,14.0,7.9,3.1,2.5
Carpinus betulus,4.0,16.0,7.8,3.1,3.0
Carpinus betulus,4.0,15.0,8.1,3.1,2.7
Carpinus betulus,3.0,16.0,6.9,3.1,3.0
Carpinus betulus,3.0,14.0,7.5,3.1,2.5
Carpinus betulus,3.0,14.0,8.0,3.1,2.5
Carpinus betulus,3.0,11.0,5.7,3.1,1.9
Carpinus betulus,4.0,17.0,9.0,3.1,3.2
Carpinus betulus,5.0,18.0,8.2,3.1,3.5
Celtis australis,5.0,22.0,39.2,19.6,1.1
Celtis australis,5.0,19.0,22.9,12.6,1.0
Celtis australis,6.0,30.0,43.5,19.6,1.3
Celtis australis,7.0,35.0,45.5,19.6,1.5
Celtis australis,6.0,25.0,43.3,19.6,1.2
Celtis australis,7.0,35.0,42.5,19.6,1.5
Celtis australis,8.0,42.0,177.1,50.3,1.7
Celtis australis,7.0,22.0,136.5,50.3,1.1
Celtis australis,7.0,20.0,132.0,50.3,1.0
Celtis australis,6.0,28.0,102.3,38.5,1.3
Celtis australis,6.0,35.0,146.7,50.3,1.5
Celtis australis,5.0,24.0,93.2,38.5,1.1
Aesculus hippocastanum,8.0,55.0,186.0,50.3,15.3
Celtis australis,6.0,21.0,51.9,28.3,1.0
Celtis australis,5.0,19.0,57.8,28.3,1.0
Celtis australis,5.0,28.0,66.3,28.3,1.3
Celtis australis,11.0,80.0,545.0,153.9,1.2
Celtis australis,9.0,52.0,259.3,63.6,2.0
Celtis australis,9.0,44.0,175.3,50.3,1.7
Celtis australis,8.0,60.0,265.9,63.6,2.2
Celtis australis,10.0,76.0,511.4,113.1,1.4
Celtis australis,5.0,55.0,54.2,19.6,2.0
Tilia x europaea,4.0,8.0,4.2,1.8,2.0
Tilia x europaea,4.0,10.0,6.3,3.1,2.6
Celtis australis,18.0,92.3,569.5,153.9,0.3
Aesculus hippocastanum,9.0,60.0,41.7,12.6,17.5
Tilia x europaea,12.0,68.0,426.6,78.5,35.2
Tilia cordata,13.0,60.0,362.8,63.6,12.5
Tilia x europaea,14.0,70.0,501.4,113.1,36.6
Tilia x europaea,14.0,64.0,587.0,113.1,32.4
Celtis australis,5.0,10.0,4.6,3.1,0.6
Celtis australis,4.0,10.0,4.6,3.1,0.6
Celtis australis,5.0,11.0,11.1,7.1,0.7
Celtis australis,5.0,11.0,11.1,7.1,0.7
Celtis australis,5.0,10.0,10.7,7.1,0.6
Tilia x europaea,8.0,60.0,309.7,78.5,29.7
Tilia x europaea,12.0,66.0,447.9,78.5,33.8
Tilia x europaea,11.0,70.0,300.3,63.6,36.6
Tilia x europaea,12.0,70.0,378.5,78.5,36.6
Tilia x europaea,11.0,68.0,393.3,78.5,35.2
Tilia x europaea,11.0,58.0,281.0,63.6,28.3
Tilia x europaea,15.0,66.0,393.6,63.6,33.8
Tilia x europaea,13.0,58.0,507.7,95.0,28.3
Tilia x europaea,8.0,40.0,160.6,50.3,17.1
Tilia cordata,6.0,35.0,55.2,19.6,6.0
Tilia cordata,9.0,32.0,89.0,28.3,5.3
Tilia x europaea,9.0,40.0,156.4,38.5,17.1
Tilia x europaea,9.0,41.0,90.5,28.3,17.7
Tilia cordata,9.0,44.0,93.1,28.3,8.2
Tilia cordata,10.0,42.0,174.9,50.3,7.7
Tilia x europaea,10.0,44.0,177.2,50.3,19.5
Tilia x europaea,10.0,44.0,230.1,50.3,19.5
Tilia x europaea,8.0,38.0,204.7,50.3,16.0
Tilia cordata,8.0,20.0,62.6,28.3,2.8
Tilia x europaea,9.0,41.0,96.8,28.3,17.7
Celtis australis,12.0,70.0,501.3,113.1,1.8
Celtis australis,6.0,24.0,65.8,28.3,1.1
Platanus x hispanica,6.0,28.0,55.4,28.3,6.7
Platanus x hispanica,6.0,20.0,22.7,12.6,4.1
Tilia x europaea,5.0,8.0,3.5,0.8,2.0
Aesculus hippocastanum,14.0,75.0,815.0,201.1,24.9
Tilia x europaea,11.0,42.0,303.0,63.6,18.3
Platanus x hispanica,16.0,105.0,803.6,254.5,32.8
Aesculus hippocastanum,3.5,8.0,4.5,1.8,0.9
Aesculus hippocastanum,3.5,8.0,4.2,1.8,0.9
Aesculus hippocastanum,3.5,8.0,4.5,1.8,0.9
Aesculus hippocastanum,3.5,8.0,3.5,1.8,0.9
Aesculus hippocastanum,3.5,8.0,4.2,1.8,0.9
Aesculus hippocastanum,3.5,8.0,4.5,1.8,0.9
Aesculus hippocastanum,9.0,35.0,247.4,63.6,7.9
Aesculus hippocastanum,10.0,38.0,367.7,78.5,9.0
Aesculus hippocastanum,10.0,55.0,533.0,113.1,15.5
Carpinus betulus,8.0,34.0,424.3,113.1,6.3
Tilia x europaea,12.0,50.0,471.8,113.1,23.2
Aesculus hippocastanum,9.0,60.0,399.7,78.5,17.5
Aesculus hippocastanum,12.0,42.0,518.9,113.1,10.5
Aesculus hippocastanum,9.0,52.0,482.8,95.0,14.2
Aesculus hippocastanum,9.0,52.0,482.8,95.0,14.2
Carpinus betulus,8.0,23.0,192.5,50.3,4.7
Aesculus hippocastanum,7.0,38.0,205.2,50.3,8.8
Aesculus hippocastanum,8.0,55.0,486.8,95.0,15.3
Aesculus hippocastanum,10.0,40.0,352.9,78.5,9.7
Aesculus hippocastanum,8.0,29.0,148.4,50.3,6.0
Aesculus hippocastanum,10.0,60.0,653.6,153.9,17.6
Aesculus hippocastanum,18.0,40.0,524.2,113.1,10.1
Aesculus hippocastanum,11.0,60.0,440.1,78.5,17.7
Aesculus hippocastanum,11.0,60.0,364.2,78.5,17.7
Aesculus hippocastanum,21.0,68.0,692.0,176.7,22.0
Tilia cordata,14.0,30.0,450.7,113.1,4.9
Tilia cordata,17.0,30.0,422.6,95.0,4.9
Tilia x europaea,14.0,55.0,589.7,153.9,26.4
Celtis australis,4.0,10.0,5.6,3.1,0.6
Celtis australis,6.0,28.0,135.6,50.3,1.3
Celtis australis,6.0,35.0,155.6,50.3,1.5
Celtis australis,7.0,38.0,304.2,113.1,1.6
Celtis australis,8.0,50.0,412.0,113.1,1.9
Celtis australis,9.0,50.0,340.0,95.0,1.9
Celtis australis,8.0,48.0,288.3,95.0,1.8
Celtis australis,7.0,45.0,234.1,63.6,1.8
Celtis australis,8.0,35.0,194.5,63.6,1.5
Celtis australis,6.0,45.0,228.2,63.6,1.8
Celtis australis,5.0,21.0,88.9,38.5,1.0
Celtis australis,7.0,24.0,68.9,28.3,1.1
Celtis australis,5.0,28.0,42.7,19.6,1.3
Celtis australis,6.0,28.0,148.7,63.6,1.3
Celtis australis,7.0,29.0,154.4,63.6,1.3
Celtis australis,7.0,28.0,288.3,95.0,1.3
Celtis australis,7.0,29.0,274.1,95.0,1.3
Celtis australis,6.0,28.0,143.9,50.3,1.3
Celtis australis,8.0,55.0,370.2,95.0,2.0
Celtis australis,7.0,50.0,229.0,63.6,1.9
Celtis australis,8.0,35.0,169.3,63.6,1.5
Celtis australis,8.0,45.0,302.8,95.0,1.8
Platanus x hispanica,23.0,90.0,558.0,153.9,36.5
Platanus x hispanica,24.0,104.0,912.1,254.5,33.3
Tilia x europaea,17.0,75.0,515.2,95.0,40.1
Tilia cordata,18.0,75.0,488.5,113.1,16.9
Tilia cordata,3.0,8.0,2.7,0.8,0.8
Tilia cordata,3.0,10.0,2.9,0.8,1.1
Tilia cordata,3.0,8.0,2.4,0.8,0.8
Tilia cordata,3.0,8.0,2.7,0.8,0.8
Tilia cordata,3.0,8.0,2.2,0.8,0.8
Platanus x hispanica,3.0,8.0,1.8,0.8,1.1
Tilia cordata,9.0,60.0,160.3,38.5,12.5
Aesculus hippocastanum,8.0,56.0,145.1,38.5,15.7
Aesculus hippocastanum,8.0,30.0,132.5,38.5,6.3
Aesculus hippocastanum,8.0,30.0,132.5,38.5,6.3
