Species,Height,Diameter,Leaf_area,Canopy_size,CO2
Celtis australis,9.0,65.0,164.4,50.3,2.0
Celtis australis,11.0,40.0,248.7,63.6,1.6
Celtis australis,15.0,20.0,37.7,12.6,1.0
Celtis australis,10.0,30.0,17.0,7.1,1.3
Celtis australis,12.0,15.0,24.7,12.6,0.8
Aesculus hippocastanum,6.0,15.0,14.5,7.1,2.3
Aesculus hippocastanum,8.0,40.0,88.7,28.3,9.6
Aesculus hippocastanum,6.0,30.0,88.2,28.3,6.2
Aesculus hippocastanum,7.0,35.0,63.7,19.6,7.8
Aesculus hippocastanum,8.0,25.0,28.8,12.6,4.8
Aesculus hippocastanum,14.0,60.0,295.7,63.6,17.9
Aesculus hippocastanum,6.0,15.0,16.4,7.1,2.3
Aesculus hippocastanum,8.0,35.0,102.2,28.3,7.9
Aesculus hippocastanum,8.0,30.0,195.0,50.3,6.3
Carpinus betulus,10.0,18.0,96.2,28.3,3.5
Carpinus betulus,6.0,16.0,30.7,12.6,3.0
Carpinus betulus,10.0,10.0,15.5,7.1,1.7
Carpinus betulus,10.0,10.0,16.7,7.1,1.7
Carpinus betulus,12.0,20.0,29.4,7.1,3.9
Carpinus betulus,12.0,20.0,22.7,7.1,3.9
Carpinus betulus,18.0,25.0,61.4,12.6,5.3
Carpinus betulus,20.0,25.0,83.8,12.6,5.3
Carpinus betulus,12.0,40.0,107.8,28.3,4.4
Carpinus betulus,12.0,40.0,266.5,50.3,4.4
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,6.0,13.0,25.3,12.6,2.3
Celtis australis,10.0,25.0,193.6,63.6,1.2
Celtis australis,10.0,25.0,193.6,63.6,1.2
Celtis australis,12.0,27.0,225.8,78.5,1.2
Celtis australis,20.0,30.0,51.2,12.6,1.3
Celtis australis,7.0,15.0,19.6,12.6,0.8
Platanus x hispanica,25.0,160.0,966.8,283.5,0.3
Platanus x hispanica,26.0,170.0,1615.6,380.1,8.1
Platanus x hispanica,26.0,190.0,1873.4,415.5,8.1
Platanus x hispanica,25.0,180.0,1615.6,380.1,8.1
Platanus x hispanica,20.0,90.0,487.2,113.1,36.5
Platanus x hispanica,20.0,120.0,501.9,113.1,5.5
Platanus x hispanica,21.0,100.0,710.8,201.1,34.9
Aesculus hippocastanum,3.0,8.0,13.6,7.1,0.9
Carpinus betulus,6.0,13.0,23.6,12.6,2.3
Carpinus betulus,5.0,30.0,48.7,19.6,6.7
Aesculus hippocastanum,7.5,18.0,24.9,12.6,3.0
Aesculus hippocastanum,8.0,16.0,24.9,9.6,2.6
Aesculus hippocastanum,12.0,22.0,29.8,9.6,4.2
Celtis australis,10.0,29.0,165.8,50.3,1.3
Celtis australis,8.0,35.0,277.7,78.5,1.5
Platanus x hispanica,10.0,28.0,275.9,78.5,6.7
Platanus x hispanica,10.0,26.0,301.3,95.0,6.0
Platanus x hispanica,6.5,16.0,39.3,19.6,3.0
Platanus x hispanica,6.5,15.0,29.6,19.6,2.7
Tilia cordata,10.0,30.0,271.3,78.5,4.9
Celtis australis,14.0,52.0,455.5,113.1,2.0
Celtis australis,12.5,45.0,291.9,78.5,1.8
Celtis australis,10.0,28.0,318.2,113.1,1.3
Tilia x europaea,10.0,32.0,268.3,63.6,12.7
Tilia x europaea,10.0,28.0,162.3,50.3,10.6
Tilia x europaea,10.0,42.0,325.7,78.5,18.3
Platanus x hispanica,3.0,10.0,4.9,3.1,1.5
Tilia cordata,4.0,8.0,3.5,1.8,0.8
Tilia cordata,5.0,10.0,12.8,7.1,1.1
Tilia cordata,4.5,10.0,6.1,3.1,1.1
Tilia x europaea,7.0,21.0,60.6,28.3,7.2
Tilia x europaea,6.0,13.0,24.0,12.6,3.8
Tilia x europaea,8.0,21.0,82.5,28.3,7.2
Tilia x europaea,4.5,14.0,23.9,12.6,4.2
Tilia x europaea,7.0,20.0,27.9,12.6,6.7
Tilia x europaea,8.0,19.0,160.3,50.3,6.3
Tilia x europaea,8.0,24.0,174.1,50.3,8.6
Tilia x europaea,8.0,25.0,106.3,33.2,9.1
Celtis australis,13.0,42.3,138.1,38.5,1.7
Platanus x hispanica,24.0,110.0,1218.6,314.2,30.1
Platanus x hispanica,25.0,160.0,1772.8,452.4,0.3
Celtis australis,9.0,3.0,72.1,50.3,0.3
Tilia x europaea,15.0,25.0,30.7,7.1,9.1
Tilia x europaea,8.0,2.0,1.9,0.8,0.3
Celtis australis,20.0,28.0,42.2,7.1,1.3
Aesculus hippocastanum,8.0,28.0,94.5,28.3,5.7
Tilia x europaea,8.0,25.0,87.7,28.3,9.1
Tilia x europaea,6.0,16.0,13.4,7.1,5.0
Tilia x europaea,10.0,32.0,237.5,63.6,12.7
Tilia x europaea,10.0,38.0,314.4,78.5,16.0
Tilia x europaea,10.0,40.0,340.9,78.5,17.1
Tilia x europaea,10.0,42.0,368.0,78.5,18.3
Tilia x europaea,10.0,28.0,196.1,50.3,10.6
Carpinus betulus,14.0,32.8,64.2,12.6,6.6
Carpinus betulus,12.0,21.0,111.5,28.3,4.2
Carpinus betulus,10.0,21.0,84.1,28.3,4.2
Carpinus betulus,12.0,22.0,160.0,38.5,4.5
Carpinus betulus,14.0,17.0,158.1,38.5,3.2
Carpinus betulus,13.0,26.0,136.0,38.5,5.6
Celtis australis,9.0,25.0,152.4,50.3,1.2
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Aesculus hippocastanum,6.0,16.0,15.8,7.1,2.5
Aesculus hippocastanum,12.0,50.0,204.7,50.3,13.6
Aesculus hippocastanum,12.0,40.0,106.8,28.3,9.8
Aesculus hippocastanum,8.0,22.0,134.6,50.3,4.0
Aesculus hippocastanum,7.0,30.0,37.6,12.6,6.2
Aesculus hippocastanum,12.0,40.0,99.4,28.3,9.8
Aesculus hippocastanum,12.0,60.0,283.5,50.3,17.7
Aesculus hippocastanum,8.0,20.0,79.1,28.3,3.5
Aesculus hippocastanum,12.0,30.0,116.6,28.3,6.5
Aesculus hippocastanum,8.0,28.0,72.8,28.3,5.7
Aesculus hippocastanum,9.0,38.0,218.9,50.3,8.9
Aesculus hippocastanum,8.0,35.0,37.3,12.6,7.9
Aesculus hippocastanum,8.0,40.0,82.5,28.3,9.6
Aesculus hippocastanum,8.0,35.0,102.2,28.3,7.9
Aesculus hippocastanum,6.0,36.0,88.7,28.3,8.1
Aesculus hippocastanum,6.0,25.0,82.7,28.3,4.7
Aesculus hippocastanum,9.0,45.0,232.4,50.3,11.4
Aesculus hippocastanum,5.0,18.0,13.5,7.1,2.9
Aesculus hippocastanum,8.0,50.0,116.0,28.3,13.3
Aesculus hippocastanum,10.0,30.0,106.2,28.3,6.4
Aesculus hippocastanum,12.0,65.0,291.7,50.3,20.0
Aesculus hippocastanum,6.0,30.0,35.4,12.6,6.2
Aesculus hippocastanum,9.0,35.0,94.8,28.3,7.9
Aesculus hippocastanum,12.0,65.0,310.7,63.6,20.0
Aesculus hippocastanum,7.0,32.0,72.8,28.3,6.8
Aesculus hippocastanum,8.0,35.0,90.5,28.3,7.9
Aesculus hippocastanum,7.0,30.0,92.4,28.3,6.2
Aesculus hippocastanum,12.0,65.0,153.2,28.3,20.0
Aesculus hippocastanum,12.0,50.0,163.2,38.5,13.6
Aesculus hippocastanum,12.0,18.0,75.0,28.3,3.2
Aesculus hippocastanum,12.0,70.0,299.4,50.3,22.3
Aesculus hippocastanum,7.0,30.0,81.8,28.3,6.2
Aesculus hippocastanum,5.0,18.0,23.0,12.6,2.9
Aesculus hippocastanum,12.0,30.0,164.7,38.5,6.5
Aesculus hippocastanum,12.0,60.0,148.9,28.3,17.7
Aesculus hippocastanum,7.0,20.0,66.3,28.3,3.5
Aesculus hippocastanum,12.0,65.0,258.1,50.3,20.0
Aesculus hippocastanum,9.0,25.0,84.2,28.3,4.9
Aesculus hippocastanum,6.0,25.0,82.7,28.3,4.7
Aesculus hippocastanum,9.0,60.0,129.5,28.3,17.5
Aesculus hippocastanum,6.0,25.0,19.6,7.1,4.7
Aesculus hippocastanum,7.0,20.0,66.3,28.3,3.5
Aesculus hippocastanum,6.0,15.0,27.7,12.6,2.3
Aesculus hippocastanum,12.0,85.0,507.0,78.5,29.7
Aesculus hippocastanum,7.0,40.0,196.9,50.3,9.5
Aesculus hippocastanum,12.0,80.0,496.2,78.5,27.2
Aesculus hippocastanum,12.0,72.0,478.1,78.5,23.3
Aesculus hippocastanum,12.0,72.0,267.6,50.3,23.3
Aesculus hippocastanum,12.0,70.0,222.1,38.5,22.3
Aesculus hippocastanum,10.0,60.0,346.8,63.6,17.6
Aesculus hippocastanum,6.0,30.0,16.1,7.1,6.2
Aesculus hippocastanum,12.0,40.0,129.0,28.3,9.8
Aesculus hippocastanum,4.0,20.0,8.8,3.1,3.4
Aesculus hippocastanum,12.0,80.0,313.9,50.3,27.2
Aesculus hippocastanum,12.0,70.0,391.8,78.5,22.3
Aesculus hippocastanum,10.0,50.0,182.2,38.5,13.4
Aesculus hippocastanum,12.0,70.0,446.2,78.5,22.3
Aesculus hippocastanum,12.0,50.0,420.4,78.5,13.6
Aesculus hippocastanum,12.0,80.0,439.2,78.5,27.2
Aesculus hippocastanum,10.0,45.0,81.7,19.6,11.5
Aesculus hippocastanum,3.0,10.0,5.8,3.1,1.2
Carpinus betulus,6.0,13.0,28.6,12.6,2.3
Carpinus betulus,10.0,50.0,626.3,153.9,0.3
Platanus x hispanica,25.0,190.0,1416.6,314.2,8.1
Platanus x hispanica,25.0,180.0,1172.3,314.2,8.1
Platanus x hispanica,17.0,100.0,662.8,176.7,34.9
Platanus x hispanica,26.0,190.0,2118.9,530.9,8.1
Platanus x hispanica,26.0,100.0,1425.7,380.1,34.9
Platanus x hispanica,27.0,190.0,1688.2,452.4,8.1
Celtis australis,13.0,48.0,321.0,78.5,1.8
Celtis australis,4.5,15.0,15.7,9.6,0.8
Celtis australis,6.0,18.0,23.8,12.6,0.9
Celtis australis,6.0,16.0,17.6,12.6,0.8
Celtis australis,7.0,20.0,53.5,28.3,1.0
Celtis australis,8.0,28.0,118.2,50.3,1.3
Celtis australis,6.0,26.0,99.7,38.5,1.2
Carpinus betulus,5.0,12.0,17.8,9.6,2.1
Carpinus betulus,5.0,12.0,11.8,7.1,2.1
Carpinus betulus,4.5,12.0,11.1,4.9,2.1
Carpinus betulus,4.5,10.0,10.4,4.9,1.7
Carpinus betulus,3.0,8.0,2.7,0.8,1.3
Carpinus betulus,5.0,10.0,9.0,4.9,1.7
Carpinus betulus,9.0,29.0,234.7,63.6,6.4
Carpinus betulus,8.0,26.0,177.9,50.3,5.6
Carpinus betulus,6.0,11.0,13.2,7.1,1.9
Carpinus betulus,7.0,13.0,43.1,19.6,2.3
Carpinus betulus,7.0,13.0,48.7,19.6,2.3
Carpinus betulus,7.0,13.0,28.6,12.6,2.3
Carpinus betulus,7.0,13.0,16.0,7.1,2.3
Carpinus betulus,7.0,15.0,31.9,12.6,2.7
Carpinus betulus,7.0,15.0,31.9,12.6,2.7
Carpinus betulus,7.0,15.0,26.4,12.6,2.7
Carpinus betulus,7.0,15.0,31.9,12.6,2.7
Carpinus betulus,7.0,13.0,18.0,7.1,2.3
Carpinus betulus,7.0,15.0,31.9,12.6,2.7
Carpinus betulus,7.0,13.0,18.0,7.1,2.3
Carpinus betulus,7.0,13.0,16.0,7.1,2.3
Tilia cordata,6.0,15.0,23.8,12.6,1.9
Tilia cordata,4.0,9.0,7.7,4.9,1.0
Tilia cordata,4.0,11.0,12.4,7.1,1.3
Tilia cordata,5.0,12.0,22.0,12.6,1.4
Tilia cordata,7.0,17.0,56.5,28.3,2.3
Tilia cordata,7.0,19.0,76.2,28.3,2.6
Aesculus hippocastanum,8.4,39.6,107.0,32.7,9.4
Aesculus hippocastanum,8.4,39.6,129.2,32.7,9.4
Aesculus hippocastanum,8.4,39.6,99.5,32.7,9.4
Aesculus hippocastanum,8.4,39.6,99.5,32.7,9.4
Aesculus hippocastanum,8.4,39.6,107.0,32.7,9.4
Aesculus hippocastanum,8.4,39.6,129.2,32.7,9.4
Aesculus hippocastanum,8.4,39.6,129.2,32.7,9.4
Aesculus hippocastanum,8.4,39.6,99.5,32.7,9.4
Aesculus hippocastanum,8.4,39.6,129.2,32.7,9.4
Aesculus hippocastanum,9.0,32.0,103.8,28.3,6.9
Aesculus hippocastanum,12.0,50.0,263.5,63.6,13.6
Aesculus hippocastanum,9.5,26.0,133.7,38.5,5.2
Aesculus hippocastanum,10.0,25.0,134.5,38.5,4.9
Aesculus hippocastanum,9.0,29.0,66.3,19.6,6.0
Aesculus hippocastanum,10.0,26.0,101.0,28.3,5.2
Aesculus hippocastanum,9.5,24.0,130.0,38.5,4.6
Carpinus betulus,14.0,19.0,218.6,50.3,3.7
Carpinus betulus,13.0,23.0,226.4,50.3,4.7
Carpinus betulus,14.0,18.0,48.9,12.6,3.5
Carpinus betulus,7.0,18.0,32.1,12.6,3.5
Carpinus betulus,8.0,20.0,235.9,78.5,3.9
Carpinus betulus,6.2,17.0,19.7,10.1,3.2
Carpinus betulus,11.0,16.0,96.7,28.3,3.0
Carpinus betulus,12.0,29.0,311.2,78.5,6.4
Carpinus betulus,6.2,17.0,25.6,10.1,3.2
Celtis australis,15.0,54.0,374.4,95.0,2.0
Celtis australis,14.0,57.0,362.4,113.1,2.1
Celtis australis,20.0,52.0,468.2,113.1,2.0
Celtis australis,15.0,50.0,388.0,95.0,1.9
Celtis australis,15.0,52.0,405.0,113.1,2.0
Celtis australis,15.0,50.0,411.7,95.0,1.9
Celtis australis,13.0,51.0,429.6,103.9,1.9
Celtis australis,13.0,54.0,459.5,113.1,2.0
Celtis australis,15.0,50.0,411.7,95.0,1.9
Celtis australis,13.0,58.0,390.0,113.1,2.1
Celtis australis,15.0,57.0,418.4,113.1,2.1
Celtis australis,13.0,58.0,444.2,113.1,2.1
Celtis australis,14.0,57.0,470.5,113.1,2.1
Celtis australis,15.0,60.0,481.3,113.1,2.2
Celtis australis,15.0,63.0,394.6,132.7,2.1
Celtis australis,13.0,56.0,465.5,113.1,2.1
Celtis australis,13.0,50.0,402.3,95.0,1.9
Celtis australis,14.0,56.0,467.6,113.1,2.1
Celtis australis,15.0,56.0,373.5,103.9,2.1
Celtis australis,14.0,51.0,452.4,113.1,1.9
Celtis australis,14.0,55.0,464.6,113.1,2.0
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,14.0,53.0,413.8,103.9,2.0
Celtis australis,13.0,55.0,416.1,95.0,2.0
Celtis australis,15.0,56.0,354.6,95.0,2.1
Celtis australis,14.0,56.0,399.2,95.0,2.1
Celtis australis,14.0,60.0,479.1,113.1,2.2
Celtis australis,14.0,56.0,467.6,113.1,2.1
Celtis australis,14.0,60.0,369.0,113.1,2.2
Celtis australis,15.0,68.0,526.4,132.7,1.9
Celtis australis,14.0,68.0,457.6,122.7,1.9
Celtis australis,14.0,61.0,469.0,122.7,2.2
Celtis australis,13.0,56.0,418.7,95.0,2.1
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,14.0,62.0,373.3,113.1,2.1
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,13.0,65.0,420.7,122.7,2.0
Celtis australis,13.0,62.0,454.8,113.1,2.1
Celtis australis,14.0,50.0,449.3,113.1,1.9
Celtis australis,3.5,7.0,2.9,1.8,0.5
Celtis australis,13.0,55.0,365.2,103.9,2.0
Celtis australis,14.0,65.0,492.9,113.1,2.0
Celtis australis,11.0,32.0,229.9,63.6,1.4
Celtis australis,11.0,24.0,141.8,50.3,1.1
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,15.0,50.0,399.4,113.1,1.9
Celtis australis,15.0,50.0,373.5,113.1,1.9
Celtis australis,15.0,50.0,425.4,113.1,1.9
Celtis australis,15.0,50.0,451.3,113.1,1.9
Celtis australis,15.0,50.0,425.4,113.1,1.9
Celtis australis,15.0,50.0,347.6,113.1,1.9
Celtis australis,15.0,30.0,290.2,113.1,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,79.2,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,14.0,28.0,165.1,50.3,1.3
Celtis australis,3.5,7.0,2.5,0.8,0.5
Celtis australis,12.0,44.0,203.2,63.6,1.7
Celtis australis,12.0,44.0,248.7,63.6,1.7
Celtis australis,6.0,27.0,117.5,50.3,1.2
Celtis australis,12.0,42.0,245.6,78.5,1.7
Celtis australis,12.0,46.0,329.3,78.5,1.8
Celtis australis,14.0,60.0,479.1,113.1,2.2
Celtis australis,13.0,39.0,316.5,78.5,1.6
Celtis australis,12.0,42.0,352.5,95.0,1.7
Celtis australis,13.0,55.0,320.4,95.0,2.0
Celtis australis,13.0,52.0,432.6,103.9,2.0
Celtis australis,7.0,26.0,103.7,38.5,1.2
Celtis australis,11.5,32.0,313.2,86.6,1.4
Celtis australis,6.0,25.0,55.2,28.3,1.2
Celtis australis,13.0,54.0,366.7,122.7,2.0
Celtis australis,13.0,50.0,447.2,113.1,1.9
Celtis australis,15.0,45.0,351.1,95.0,1.8
Celtis australis,13.0,48.0,348.0,103.9,1.8
Celtis australis,19.0,48.0,390.6,103.9,1.8
Celtis australis,12.0,50.0,350.3,103.9,1.9
Celtis australis,12.0,50.0,368.4,113.1,1.9
Celtis australis,12.0,52.0,388.4,122.7,2.0
Celtis australis,12.0,47.0,389.1,95.0,1.8
Celtis australis,12.0,50.0,342.8,113.1,1.9
Celtis australis,12.0,52.0,451.4,113.1,2.0
Celtis australis,12.0,50.0,445.2,113.1,1.9
Celtis australis,12.0,50.0,445.2,113.1,1.9
Celtis australis,14.0,48.0,308.9,95.0,1.8
Celtis australis,18.0,49.0,398.9,95.0,1.9
Celtis australis,15.0,53.0,354.8,113.1,2.0
Celtis australis,15.0,58.0,489.4,122.7,2.1
Celtis australis,13.0,55.0,479.2,122.7,2.0
Celtis australis,13.0,52.0,427.4,113.1,2.0
Celtis australis,15.0,50.0,317.1,95.0,1.9
Celtis australis,20.0,53.0,363.0,113.1,2.0
Celtis australis,8.0,19.0,44.9,23.8,1.0
Celtis australis,15.0,50.0,451.3,113.1,1.9
Celtis australis,15.0,50.0,373.5,113.1,1.9
Celtis australis,15.0,50.0,451.3,113.1,1.9
Celtis australis,6.0,22.0,49.1,28.3,1.1
Celtis australis,15.0,50.0,451.3,113.1,1.9
Celtis australis,6.0,19.0,53.6,28.3,1.0
Celtis australis,4.5,14.0,19.9,12.6,0.8
Celtis australis,4.5,18.0,20.5,12.6,0.9
Celtis australis,4.5,16.0,20.9,12.6,0.8
Celtis australis,4.5,16.0,20.9,12.6,0.8
Celtis australis,4.5,16.0,18.5,12.6,0.8
Celtis australis,6.0,20.0,58.2,28.3,1.0
Celtis australis,6.0,25.0,66.8,28.3,1.2
Celtis australis,6.0,19.0,60.6,28.3,1.0
Celtis australis,5.0,16.0,35.0,19.6,0.8
Celtis australis,5.0,16.0,27.0,19.6,0.8
Celtis australis,5.0,16.0,33.0,19.6,0.8
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,6.0,18.0,49.2,28.3,0.9
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,85.1,35.2,1.3
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,6.0,19.0,53.6,28.3,1.0
Celtis australis,6.0,19.0,60.6,28.3,1.0
Celtis australis,5.0,15.0,12.5,9.6,0.8
Celtis australis,4.5,14.0,15.3,9.6,0.8
Celtis australis,5.5,17.0,22.7,12.6,0.9
Celtis australis,6.0,15.0,14.3,9.6,0.8
Celtis australis,8.3,30.1,102.8,35.2,1.3
Celtis australis,10.0,25.0,205.4,63.6,1.2
Celtis australis,11.0,39.0,304.9,78.5,1.6
Celtis australis,12.5,40.0,327.2,95.0,1.6
Celtis australis,13.0,39.0,326.2,95.0,1.6
Celtis australis,15.0,50.0,373.5,113.1,1.9
Celtis australis,11.0,34.0,160.4,50.3,1.4
Celtis australis,10.0,25.0,61.9,28.3,1.2
Celtis australis,9.0,19.0,40.8,19.6,1.0
Celtis australis,11.0,40.0,234.4,63.6,1.6
Celtis australis,12.0,48.0,209.5,63.6,1.8
Celtis australis,6.0,20.0,47.5,28.3,1.0
Celtis australis,5.0,9.0,17.6,12.6,0.6
Celtis australis,7.5,13.0,43.8,28.3,0.7
Celtis australis,7.5,14.0,58.3,28.3,0.8
Celtis australis,12.0,28.0,362.8,113.1,1.3
Celtis australis,14.0,33.0,290.9,95.0,1.4
Celtis australis,15.0,45.0,376.6,132.7,1.8
Celtis australis,13.0,40.0,261.7,63.6,1.6
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,13.0,48.0,321.0,78.5,1.8
Celtis australis,11.0,17.0,31.6,12.6,0.9
Celtis australis,11.0,16.0,23.8,12.6,0.8
Celtis australis,11.0,18.0,88.2,38.5,0.9
Celtis australis,11.0,24.0,97.7,38.5,1.1
Celtis australis,11.0,25.0,186.5,63.6,1.2
Celtis australis,8.3,30.1,91.0,35.2,1.3
Celtis australis,8.3,30.1,96.9,35.2,1.3
Celtis australis,10.0,45.0,141.7,38.5,1.8
Celtis australis,10.0,38.0,125.8,38.5,1.6
Celtis australis,8.0,22.0,141.0,50.3,1.1
Celtis australis,9.0,27.0,156.5,50.3,1.2
Celtis australis,10.0,29.0,216.4,63.6,1.3
Celtis australis,11.0,55.0,265.1,78.5,2.0
Celtis australis,11.0,32.0,229.9,63.6,1.4
Celtis australis,10.0,35.0,177.2,50.3,1.5
Celtis australis,10.0,38.0,172.0,50.3,1.6
Celtis australis,10.0,38.0,182.4,50.3,1.6
Celtis australis,10.0,28.0,145.0,50.3,1.3
Celtis australis,10.0,34.0,175.4,50.3,1.4
Celtis australis,12.0,42.0,201.7,50.3,1.7
Celtis australis,12.0,58.0,257.5,63.6,2.1
Celtis australis,12.0,54.0,267.3,63.6,2.0
Celtis australis,8.0,25.0,73.2,28.3,1.2
Celtis australis,12.0,49.0,274.1,63.6,1.9
Celtis australis,4.0,11.0,17.8,12.6,0.7
Celtis australis,10.0,32.0,171.7,50.3,1.4
Celtis australis,14.0,25.0,134.8,38.5,1.2
Celtis australis,14.0,29.0,178.0,50.3,1.3
Celtis australis,8.5,22.0,63.4,28.3,1.1
Carpinus betulus,13.0,23.0,226.4,50.3,4.7
Celtis australis,11.0,34.0,181.2,50.3,1.4
Celtis australis,5.0,7.3,4.1,3.1,0.5
Tilia cordata,4.0,9.0,6.4,3.1,1.0
Tilia cordata,8.0,18.0,157.8,50.3,2.4
Tilia cordata,4.0,7.0,4.9,3.1,0.7
Tilia cordata,6.4,18.6,35.4,14.9,2.6
Tilia cordata,6.4,18.6,29.3,14.9,2.6
Tilia cordata,6.4,18.6,35.4,14.9,2.6
Tilia cordata,7.0,29.0,78.3,28.3,4.7
Tilia cordata,6.4,18.6,33.4,14.9,2.6
Tilia cordata,6.4,18.6,35.4,14.9,2.6
Tilia cordata,6.4,18.6,35.4,14.9,2.6
Tilia cordata,6.4,18.6,31.4,14.9,2.6
Tilia cordata,6.4,18.6,29.3,14.9,2.6
Tilia cordata,6.4,18.6,33.4,14.9,2.6
Tilia cordata,6.4,18.6,35.4,14.9,2.6
Tilia x europaea,12.0,38.0,332.9,95.0,16.0
Tilia x europaea,11.0,34.0,347.9,78.5,13.8
Tilia x europaea,10.0,28.0,173.6,50.3,10.6
Tilia x europaea,11.0,38.0,361.8,78.5,16.0
Tilia x europaea,13.0,43.0,456.8,95.0,18.9
Tilia x europaea,13.0,36.0,326.0,78.5,14.9
Tilia x europaea,13.0,44.0,460.5,95.0,19.5
Tilia x europaea,10.0,24.0,52.3,19.6,8.6
Tilia x europaea,12.0,38.0,432.2,95.0,16.0
Tilia x europaea,11.0,38.0,329.1,95.0,16.0
Tilia x europaea,12.0,39.0,372.0,78.5,16.6
Tilia x europaea,12.0,36.0,424.1,95.0,14.9
Tilia x europaea,11.0,40.0,368.4,78.5,17.1
Tilia x europaea,12.0,27.0,289.1,78.5,10.1
Tilia x europaea,12.0,40.0,339.0,95.0,17.1
Tilia x europaea,11.0,38.0,275.7,63.6,16.0
Tilia x europaea,15.0,50.0,379.7,95.0,23.2
Tilia x europaea,12.0,32.0,115.2,28.3,12.7
Tilia x europaea,18.0,42.0,369.6,95.0,18.3
Tilia x europaea,14.0,34.0,251.2,63.6,13.8
Tilia x europaea,15.0,56.0,530.2,113.1,27.0
Tilia x europaea,15.0,40.0,462.1,153.9,17.1
Tilia x europaea,13.0,40.0,419.7,95.0,17.1
Tilia x europaea,12.0,56.0,500.5,153.9,27.0
Tilia x europaea,15.0,35.0,384.7,95.0,14.3
Tilia x europaea,8.6,29.8,62.1,24.3,11.5
Tilia x europaea,8.6,29.8,76.0,24.3,11.5
Tilia x europaea,8.6,29.8,62.1,24.3,11.5
Tilia x europaea,20.0,71.3,533.8,78.5,37.5
Tilia x europaea,13.0,36.0,379.7,95.0,14.9
Celtis australis,6.0,25.0,66.8,28.3,1.2
Aesculus hippocastanum,8.4,10.0,63.1,28.3,1.4
Aesculus hippocastanum,8.4,20.0,75.7,28.3,3.5
Aesculus hippocastanum,8.4,20.0,85.5,28.3,3.5
Aesculus hippocastanum,8.4,35.0,104.2,28.3,7.9
Aesculus hippocastanum,8.4,35.0,92.2,28.3,7.9
Aesculus hippocastanum,8.4,35.0,80.3,28.3,7.9
Aesculus hippocastanum,8.4,35.0,104.2,28.3,7.9
Tilia x europaea,5.0,4.0,3.8,1.8,0.8
Tilia x europaea,5.0,4.0,3.6,1.8,0.8
Tilia x europaea,5.0,4.0,3.4,1.8,0.8
Aesculus hippocastanum,12.0,100.0,701.8,176.7,17.0
Platanus x hispanica,26.0,200.0,1090.9,314.2,8.1
Platanus x hispanica,18.0,150.0,1359.6,314.2,0.3
Platanus x hispanica,15.0,170.0,802.4,201.1,8.1
Platanus x hispanica,25.0,150.0,1957.9,452.4,0.3
Platanus x hispanica,18.0,180.0,1023.5,227.0,8.1
Platanus x hispanica,25.0,180.0,1418.5,380.1,8.1
Platanus x hispanica,23.0,140.0,1013.0,254.5,0.7
