Species,Height,Diameter,Canopy_size,Leaf_area
Celtis australis,4.0,6.0,1.8,2.6
Celtis australis,6.0,12.0,19.6,33.4
Celtis australis,5.0,14.0,12.6,17.0
Celtis australis,3.5,7.0,1.8,2.9
Celtis australis,5.0,11.0,12.6,18.9
Celtis australis,3.5,7.0,1.8,3.3
Aesculus hippocastanum,8.0,60.0,63.6,253.8
Aesculus hippocastanum,11.0,58.0,78.5,409.8
Celtis australis,4.0,14.0,12.6,16.0
Celtis australis,6.0,15.0,19.6,27.8
Platanus x hispanica,5.0,13.0,7.1,12.2
Platanus x hispanica,5.0,14.0,12.6,18.8
Platanus x hispanica,6.0,15.0,12.6,23.2
Platanus x hispanica,6.0,15.0,12.6,23.2
Platanus x hispanica,6.0,14.0,7.1,13.3
Platanus x hispanica,6.0,15.0,12.6,20.5
Platanus x hispanica,6.0,15.0,12.6,20.5
Platanus x hispanica,6.0,15.0,12.6,17.8
Platanus x hispanica,6.0,16.0,19.6,38.3
Platanus x hispanica,6.0,17.0,28.3,60.4
Platanus x hispanica,6.0,14.0,7.1,13.3
Platanus x hispanica,7.0,17.0,28.3,59.6
Platanus x hispanica,6.0,13.0,12.6,22.0
Platanus x hispanica,6.0,13.0,12.6,22.0
Platanus x hispanica,4.0,6.0,1.8,3.5
Platanus x hispanica,7.0,17.0,28.3,52.3
Platanus x hispanica,4.0,8.0,1.8,3.0
Platanus x hispanica,7.0,17.0,28.3,56.0
Platanus x hispanica,6.0,16.0,19.6,36.1
Platanus x hispanica,6.0,17.0,28.3,53.4
Platanus x hispanica,6.0,15.0,28.3,54.4
Platanus x hispanica,6.0,15.0,28.3,57.8
Platanus x hispanica,6.0,15.0,28.3,44.5
Platanus x hispanica,6.0,15.0,28.3,54.4
Platanus x hispanica,6.0,16.0,28.3,59.1
Platanus x hispanica,4.0,8.0,1.8,3.0
Platanus x hispanica,4.5,8.0,1.8,4.1
Platanus x hispanica,4.5,8.0,1.8,3.6
Platanus x hispanica,4.5,8.0,1.8,3.4
Celtis australis,3.5,6.0,1.8,3.3
Platanus x hispanica,14.0,35.0,50.3,209.1
Platanus x hispanica,11.0,21.0,50.3,158.4
Platanus x hispanica,13.0,41.0,113.1,332.7
Platanus x hispanica,13.0,34.0,78.5,258.5
Platanus x hispanica,12.0,28.0,78.5,286.3
Platanus x hispanica,10.0,16.0,28.3,63.0
Celtis australis,4.0,8.0,12.6,15.9
Tilia cordata,16.0,40.0,63.6,339.4
Platanus x hispanica,7.0,13.0,1.8,5.5
Aesculus hippocastanum,3.0,8.0,32.7,59.4
Platanus x hispanica,6.0,8.0,1.8,3.5
Platanus x hispanica,6.0,8.0,1.8,4.6
Platanus x hispanica,6.0,8.0,1.8,3.5
Platanus x hispanica,6.0,8.0,1.8,4.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,92.3
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,98.8
Platanus x hispanica,3.0,7.0,72.5,85.9
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,105.2
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,105.2
Platanus x hispanica,3.0,7.0,72.5,85.9
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,98.8
Platanus x hispanica,3.0,7.0,72.5,92.3
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,111.6
Platanus x hispanica,3.0,7.0,72.5,98.8
Platanus x hispanica,3.0,7.0,72.5,98.8
Platanus x hispanica,3.0,7.0,72.5,92.3
Platanus x hispanica,3.0,7.0,72.5,111.6
Celtis australis,3.5,7.0,1.8,3.5
Celtis australis,3.5,9.0,3.1,4.9
Celtis australis,4.0,9.0,1.8,3.0
Celtis australis,4.0,9.0,1.8,3.5
Celtis australis,4.0,9.0,1.8,3.2
Platanus x hispanica,6.0,16.0,19.6,29.5
Platanus x hispanica,6.5,17.0,19.6,37.9
Platanus x hispanica,6.5,17.0,19.6,37.9
Platanus x hispanica,5.0,9.0,7.1,9.4
Platanus x hispanica,6.0,11.0,12.6,20.8
Platanus x hispanica,6.0,15.0,19.6,35.3
Platanus x hispanica,6.0,15.0,19.6,35.3
Platanus x hispanica,6.5,18.0,19.6,33.9
Platanus x hispanica,6.5,16.0,19.6,30.3
Platanus x hispanica,6.5,18.0,28.3,63.0
Platanus x hispanica,7.0,22.0,38.5,78.0
Platanus x hispanica,7.0,22.0,38.5,83.8
Platanus x hispanica,7.0,19.0,28.3,65.8
Platanus x hispanica,7.0,21.0,38.5,76.7
Platanus x hispanica,7.0,20.0,28.3,55.4
Platanus x hispanica,6.0,16.0,28.3,48.9
Platanus x hispanica,6.0,16.0,28.3,52.3
Platanus x hispanica,6.0,16.0,28.3,48.9
Platanus x hispanica,7.0,20.0,38.5,86.7
Platanus x hispanica,6.0,12.0,12.6,21.4
Platanus x hispanica,5.0,10.0,7.1,11.1
Platanus x hispanica,6.0,18.0,12.6,19.0
Platanus x hispanica,6.0,16.0,12.6,18.2
Platanus x hispanica,6.0,16.0,12.6,19.6
Platanus x hispanica,6.0,16.0,12.6,23.7
Platanus x hispanica,6.0,16.0,12.6,22.3
Platanus x hispanica,4.0,8.0,0.8,2.3
Platanus x hispanica,7.0,24.0,28.3,71.4
Platanus x hispanica,6.0,18.0,19.6,35.3
Platanus x hispanica,7.0,25.0,28.3,68.3
Platanus x hispanica,5.0,8.0,0.8,3.1
Platanus x hispanica,5.0,7.0,1.8,3.3
Platanus x hispanica,6.0,18.0,19.6,30.7
Platanus x hispanica,7.0,25.0,38.5,81.6
Platanus x hispanica,4.0,7.0,0.8,2.4
Platanus x hispanica,4.0,7.0,0.8,2.5
Platanus x hispanica,6.0,16.0,28.3,59.1
Platanus x hispanica,5.0,12.0,7.1,11.8
Platanus x hispanica,7.0,19.0,28.3,62.0
Platanus x hispanica,6.0,16.0,19.6,36.1
Platanus x hispanica,6.0,16.0,19.6,38.3
Platanus x hispanica,6.0,16.0,19.6,38.3
Celtis australis,12.0,45.0,50.3,206.7
Celtis australis,13.0,55.0,78.5,357.3
Celtis australis,7.0,19.0,28.3,48.9
Tilia cordata,4.0,9.0,4.9,6.7
Tilia cordata,4.0,9.0,4.9,6.7
Tilia cordata,4.0,9.0,4.9,8.2
Tilia cordata,4.0,9.0,4.9,8.7
Platanus x hispanica,7.0,26.0,38.5,82.7
Platanus x hispanica,19.0,90.0,283.5,789.1
Platanus x hispanica,17.0,90.0,254.5,919.6
Platanus x hispanica,17.0,65.0,227.0,647.2
Platanus x hispanica,16.0,50.0,176.7,518.9
Platanus x hispanica,18.0,83.0,227.0,797.1
Platanus x hispanica,19.0,85.0,153.9,535.2
Platanus x hispanica,19.0,75.0,95.0,515.5
Platanus x hispanica,21.0,85.0,283.5,888.7
Platanus x hispanica,5.0,12.0,7.1,9.8
Celtis australis,5.0,14.0,19.6,33.4
Tilia cordata,12.0,35.0,78.5,297.3
Tilia cordata,11.0,32.0,50.3,213.1
Tilia cordata,10.0,18.0,28.3,86.0
Tilia cordata,11.0,32.0,50.3,188.6
Tilia cordata,11.0,32.0,50.3,164.1
Tilia cordata,11.0,32.0,50.3,200.8
Tilia cordata,11.0,32.0,50.3,188.6
Tilia cordata,11.0,32.0,50.3,188.6
Tilia cordata,11.0,32.0,50.3,213.1
Tilia cordata,11.0,32.0,50.3,164.1
Tilia cordata,11.0,32.0,50.3,213.1
Carpinus betulus,4.0,17.0,3.1,6.9
Carpinus betulus,6.0,18.0,7.1,16.7
Carpinus betulus,6.0,32.0,7.1,20.5
Carpinus betulus,5.0,18.0,7.1,13.6
Carpinus betulus,5.0,20.0,7.1,17.3
Carpinus betulus,5.0,19.0,7.1,18.0
Carpinus betulus,6.0,25.0,7.1,16.4
Carpinus betulus,6.0,22.0,7.1,18.0
Carpinus betulus,6.0,24.0,7.1,17.3
Carpinus betulus,5.0,17.0,7.1,14.3
Carpinus betulus,5.0,17.0,7.1,17.3
Carpinus betulus,4.0,16.0,7.1,12.2
Carpinus betulus,4.0,18.0,3.1,9.2
Carpinus betulus,4.0,16.0,3.1,7.3
Carpinus betulus,5.0,12.0,7.1,11.8
Carpinus betulus,6.0,19.0,7.1,16.0
Carpinus betulus,4.0,17.0,12.6,24.6
Carpinus betulus,4.0,17.0,12.6,27.8
Carpinus betulus,4.0,14.0,3.1,6.5
Carpinus betulus,5.0,18.0,12.6,26.7
Carpinus betulus,4.0,15.0,7.1,15.5
Carpinus betulus,4.0,15.0,3.1,7.1
Carpinus betulus,3.0,12.0,3.1,5.8
Carpinus betulus,4.0,16.0,3.1,8.8
Carpinus betulus,3.0,12.0,3.1,5.8
Carpinus betulus,4.0,11.0,3.1,7.3
Carpinus betulus,4.0,14.0,3.1,8.4
Carpinus betulus,4.0,17.0,7.1,13.4
Carpinus betulus,4.0,12.0,3.1,7.5
Carpinus betulus,4.0,12.0,3.1,8.0
Carpinus betulus,4.0,12.0,3.1,6.1
Carpinus betulus,4.0,12.0,3.1,8.0
Carpinus betulus,4.0,14.0,3.1,6.5
Carpinus betulus,3.0,12.0,3.1,7.1
Carpinus betulus,4.0,14.0,7.1,13.4
Carpinus betulus,4.0,12.0,7.1,14.3
Carpinus betulus,4.0,14.0,3.1,8.4
Platanus x hispanica,9.0,31.0,28.3,71.0
Carpinus betulus,7.0,30.0,50.3,169.4
Carpinus betulus,4.0,12.0,3.1,7.1
Carpinus betulus,4.0,12.0,3.1,6.1
Carpinus betulus,4.0,15.0,3.1,8.6
Carpinus betulus,4.0,15.0,3.1,7.6
Carpinus betulus,4.0,16.0,3.1,7.8
Carpinus betulus,4.0,6.0,0.8,3.3
Platanus x hispanica,13.0,55.0,78.5,370.2
Platanus x hispanica,12.0,35.0,63.6,252.2
Platanus x hispanica,14.0,57.0,113.1,459.5
Platanus x hispanica,13.0,62.0,95.0,449.7
Carpinus betulus,4.0,15.0,3.1,8.6
Carpinus betulus,4.0,17.0,3.1,8.0
Carpinus betulus,3.0,11.0,3.1,6.5
Carpinus betulus,5.0,6.0,0.8,3.6
Carpinus betulus,3.0,7.0,0.8,2.2
Carpinus betulus,3.0,11.0,0.8,3.0
Carpinus betulus,3.0,8.0,0.8,2.9
Carpinus betulus,4.0,16.0,3.1,7.3
Carpinus betulus,3.0,14.0,3.1,8.0
Carpinus betulus,3.0,14.0,3.1,8.0
Carpinus betulus,3.0,16.0,3.1,8.4
Carpinus betulus,3.0,14.0,3.1,6.6
Carpinus betulus,4.0,16.0,3.1,8.8
Carpinus betulus,5.0,16.0,3.1,9.0
Carpinus betulus,4.0,17.0,3.1,9.0
Carpinus betulus,4.0,14.0,3.1,7.9
Carpinus betulus,4.0,16.0,3.1,7.8
Carpinus betulus,4.0,15.0,3.1,8.1
Carpinus betulus,3.0,16.0,3.1,6.9
Carpinus betulus,3.0,14.0,3.1,7.5
Carpinus betulus,3.0,14.0,3.1,8.0
Carpinus betulus,3.0,11.0,3.1,5.7
Carpinus betulus,4.0,17.0,3.1,9.0
Carpinus betulus,5.0,18.0,3.1,8.2
Celtis australis,5.0,22.0,19.6,39.2
Celtis australis,5.0,19.0,12.6,22.9
Celtis australis,6.0,30.0,19.6,43.5
Celtis australis,7.0,35.0,19.6,45.5
Celtis australis,6.0,25.0,19.6,43.3
Celtis australis,7.0,35.0,19.6,42.5
Celtis australis,8.0,42.0,50.3,177.1
Celtis australis,7.0,22.0,50.3,136.5
Celtis australis,7.0,20.0,50.3,132.0
Celtis australis,6.0,28.0,38.5,102.3
Celtis australis,6.0,35.0,50.3,146.7
Celtis australis,5.0,24.0,38.5,93.2
Aesculus hippocastanum,8.0,55.0,50.3,186.0
Celtis australis,6.0,21.0,28.3,51.9
Celtis australis,5.0,19.0,28.3,57.8
Celtis australis,5.0,28.0,28.3,66.3
Celtis australis,11.0,80.0,153.9,545.0
Celtis australis,9.0,52.0,63.6,259.3
Celtis australis,9.0,44.0,50.3,175.3
Celtis australis,8.0,60.0,63.6,265.9
Celtis australis,10.0,76.0,113.1,511.4
Celtis australis,5.0,55.0,19.6,54.2
Celtis australis,18.0,92.3,153.9,569.5
Aesculus hippocastanum,9.0,60.0,12.6,41.7
Tilia cordata,13.0,60.0,63.6,362.8
Celtis australis,5.0,10.0,3.1,4.6
Celtis australis,4.0,10.0,3.1,4.6
Celtis australis,5.0,11.0,7.1,11.1
Celtis australis,5.0,11.0,7.1,11.1
Celtis australis,5.0,10.0,7.1,10.7
Tilia cordata,6.0,35.0,19.6,55.2
Tilia cordata,9.0,32.0,28.3,89.0
Tilia cordata,9.0,44.0,28.3,93.1
Tilia cordata,10.0,42.0,50.3,174.9
Tilia cordata,8.0,20.0,28.3,62.6
Celtis australis,12.0,70.0,113.1,501.3
Celtis australis,6.0,24.0,28.3,65.8
Platanus x hispanica,6.0,28.0,28.3,55.4
Platanus x hispanica,6.0,20.0,12.6,22.7
Aesculus hippocastanum,14.0,75.0,201.1,815.0
Platanus x hispanica,16.0,105.0,254.5,803.6
Aesculus hippocastanum,3.5,8.0,1.8,4.5
Aesculus hippocastanum,3.5,8.0,1.8,4.2
Aesculus hippocastanum,3.5,8.0,1.8,4.5
Aesculus hippocastanum,3.5,8.0,1.8,3.5
Aesculus hippocastanum,3.5,8.0,1.8,4.2
Aesculus hippocastanum,3.5,8.0,1.8,4.5
Aesculus hippocastanum,9.0,35.0,63.6,247.4
Aesculus hippocastanum,10.0,38.0,78.5,367.7
Aesculus hippocastanum,10.0,55.0,113.1,533.0
Carpinus betulus,8.0,34.0,113.1,424.3
Aesculus hippocastanum,9.0,60.0,78.5,399.7
Aesculus hippocastanum,12.0,42.0,113.1,518.9
Aesculus hippocastanum,9.0,52.0,95.0,482.8
Aesculus hippocastanum,9.0,52.0,95.0,482.8
Carpinus betulus,8.0,23.0,50.3,192.5
Aesculus hippocastanum,7.0,38.0,50.3,205.2
Aesculus hippocastanum,8.0,55.0,95.0,486.8
Aesculus hippocastanum,10.0,40.0,78.5,352.9
Aesculus hippocastanum,8.0,29.0,50.3,148.4
Aesculus hippocastanum,10.0,60.0,153.9,653.6
Aesculus hippocastanum,18.0,40.0,113.1,524.2
Aesculus hippocastanum,11.0,60.0,78.5,440.1
Aesculus hippocastanum,11.0,60.0,78.5,364.2
Aesculus hippocastanum,21.0,68.0,176.7,692.0
Tilia cordata,14.0,30.0,113.1,450.7
Tilia cordata,17.0,30.0,95.0,422.6
Celtis australis,4.0,10.0,3.1,5.6
Celtis australis,6.0,28.0,50.3,135.6
Celtis australis,6.0,35.0,50.3,155.6
Celtis australis,7.0,38.0,113.1,304.2
Celtis australis,8.0,50.0,113.1,412.0
Celtis australis,9.0,50.0,95.0,340.0
Celtis australis,8.0,48.0,95.0,288.3
Celtis australis,7.0,45.0,63.6,234.1
Celtis australis,8.0,35.0,63.6,194.5
Celtis australis,6.0,45.0,63.6,228.2
Celtis australis,5.0,21.0,38.5,88.9
Celtis australis,7.0,24.0,28.3,68.9
Celtis australis,5.0,28.0,19.6,42.7
Celtis australis,6.0,28.0,63.6,148.7
Celtis australis,7.0,29.0,63.6,154.4
Celtis australis,7.0,28.0,95.0,288.3
Celtis australis,7.0,29.0,95.0,274.1
Celtis australis,6.0,28.0,50.3,143.9
Celtis australis,8.0,55.0,95.0,370.2
Celtis australis,7.0,50.0,63.6,229.0
Celtis australis,8.0,35.0,63.6,169.3
Celtis australis,8.0,45.0,95.0,302.8
Platanus x hispanica,23.0,90.0,153.9,558.0
Platanus x hispanica,24.0,104.0,254.5,912.1
Tilia cordata,18.0,75.0,113.1,488.5
Tilia cordata,3.0,8.0,0.8,2.7
Tilia cordata,3.0,10.0,0.8,2.9
Tilia cordata,3.0,8.0,0.8,2.4
Tilia cordata,3.0,8.0,0.8,2.7
Tilia cordata,3.0,8.0,0.8,2.2
Platanus x hispanica,3.0,8.0,0.8,1.8
Tilia cordata,9.0,60.0,38.5,160.3
Aesculus hippocastanum,8.0,56.0,38.5,145.1
Aesculus hippocastanum,8.0,30.0,38.5,132.5
Aesculus hippocastanum,8.0,30.0,38.5,132.5
Celtis australis,6.0,28.0,63.6,148.7
Aesculus hippocastanum,5.0,19.0,12.6,28.4
Celtis australis,5.0,19.0,12.6,22.9
Celtis australis,7.0,70.0,113.1,490.0
Celtis australis,7.0,70.0,113.1,405.5
Celtis australis,7.0,70.0,113.1,461.9
Celtis australis,4.0,18.0,7.1,12.3
Celtis australis,4.0,18.0,7.1,10.9
Celtis australis,4.0,18.0,7.1,10.2
Celtis australis,4.0,18.0,7.1,10.9
Celtis australis,4.0,18.0,7.1,10.9
Celtis australis,4.0,18.0,7.1,11.6
Celtis australis,4.0,18.0,7.1,12.3
Celtis australis,4.0,18.0,7.1,12.3
Celtis australis,4.0,45.0,50.3,131.9
Celtis australis,4.0,30.0,50.3,106.4
Platanus x hispanica,12.0,60.0,153.9,443.7
Platanus x hispanica,12.0,60.0,153.9,474.5
Platanus x hispanica,12.0,70.0,153.9,566.2
Platanus x hispanica,12.0,60.0,153.9,536.2
Aesculus hippocastanum,9.0,40.0,50.3,184.5
Aesculus hippocastanum,9.0,40.0,50.3,171.7
Aesculus hippocastanum,9.0,50.0,50.3,213.5
Aesculus hippocastanum,9.0,50.0,50.3,241.2
Aesculus hippocastanum,9.0,50.0,50.3,241.2
Platanus x hispanica,28.0,110.0,346.4,1034.7
Platanus x hispanica,16.0,90.0,346.4,1035.8
Aesculus hippocastanum,10.0,38.0,78.5,367.7
Aesculus hippocastanum,10.0,60.0,78.5,382.3
Aesculus hippocastanum,10.0,60.0,78.5,357.5
Platanus x hispanica,4.0,10.0,7.1,10.4
Platanus x hispanica,4.0,10.0,7.1,9.2
Platanus x hispanica,7.0,29.0,95.0,320.9
Platanus x hispanica,7.0,29.0,95.0,302.5
Platanus x hispanica,4.0,10.0,7.1,10.4
Platanus x hispanica,20.0,120.0,227.0,855.7
Tilia cordata,8.0,25.0,50.3,156.8
Tilia cordata,8.0,25.0,50.3,177.2
Tilia cordata,8.0,30.0,50.3,167.2
Celtis australis,5.0,35.0,50.3,116.0
Celtis australis,5.0,35.0,50.3,150.7
Tilia cordata,8.0,25.0,50.3,177.2
Tilia cordata,8.0,25.0,50.3,177.2
Tilia cordata,8.0,25.0,50.3,146.6
Tilia cordata,8.0,35.0,50.3,199.5
Tilia cordata,8.0,35.0,50.3,199.5
Tilia cordata,8.0,35.0,50.3,199.5
Tilia cordata,8.0,30.0,50.3,156.4
Tilia cordata,8.0,35.0,50.3,199.5
Tilia cordata,8.0,30.0,50.3,156.4
Tilia cordata,8.0,30.0,50.3,189.0
Tilia cordata,8.0,30.0,50.3,178.1
Tilia cordata,8.0,30.0,50.3,167.2
Tilia cordata,8.0,30.0,50.3,156.4
Celtis australis,6.0,45.0,113.1,417.3
Celtis australis,6.0,75.0,113.1,471.1
Celtis australis,3.0,18.0,28.3,55.2
Celtis australis,6.0,75.0,113.1,384.9
Celtis australis,3.0,18.0,28.3,51.9
Celtis australis,5.0,29.0,28.3,55.6
Celtis australis,5.0,29.0,28.3,67.2
Celtis australis,5.0,29.0,28.3,67.2
Celtis australis,5.0,29.0,28.3,51.7
Celtis australis,5.0,29.0,28.3,55.6
Celtis australis,5.0,29.0,28.3,67.2
Celtis australis,5.0,29.0,28.3,67.2
Celtis australis,5.0,29.0,28.3,55.6
Celtis australis,5.0,29.0,28.3,51.7
Celtis australis,5.0,29.0,28.3,51.7
Celtis australis,5.0,29.0,28.3,55.6
Celtis australis,5.0,29.0,28.3,67.2
Celtis australis,5.0,29.0,28.3,63.3
Celtis australis,5.0,50.0,28.3,81.4
Celtis australis,4.0,15.0,3.1,6.4
Celtis australis,4.0,15.0,3.1,6.4
Aesculus hippocastanum,6.0,32.0,38.5,125.3
Aesculus hippocastanum,6.0,30.0,38.5,115.0
Tilia cordata,7.0,30.0,95.0,354.9
Celtis australis,5.0,30.0,50.3,134.5
Celtis australis,5.0,30.0,50.3,142.7
Celtis australis,5.0,50.0,50.3,151.2
Tilia cordata,5.0,21.0,28.3,63.7
Tilia cordata,5.0,28.0,28.3,61.4
Tilia cordata,5.0,28.0,28.3,79.7
Platanus x hispanica,8.0,60.0,95.0,371.4
Tilia cordata,5.0,15.0,7.1,14.8
Tilia cordata,5.0,15.0,7.1,14.8
Celtis australis,4.0,30.0,19.6,31.9
Celtis australis,4.0,15.0,19.6,30.6
Tilia cordata,4.0,19.0,3.1,7.9
Celtis australis,6.0,30.0,12.6,23.6
Celtis australis,6.0,30.0,12.6,23.6
Celtis australis,6.0,30.0,12.6,28.5
Celtis australis,5.0,31.0,38.5,102.0
Celtis australis,5.0,24.0,38.5,93.2
Celtis australis,3.0,10.0,0.8,2.3
Tilia cordata,3.0,10.0,0.8,2.3
Carpinus betulus,3.0,10.0,0.8,3.1
Carpinus betulus,3.0,10.0,0.8,2.5
Carpinus betulus,3.0,10.0,0.8,3.3
Platanus x hispanica,9.0,41.0,63.6,232.8
Platanus x hispanica,9.0,41.0,63.6,247.0
Platanus x hispanica,9.0,35.0,63.6,193.3
Platanus x hispanica,9.0,41.0,63.6,247.0
Platanus x hispanica,9.0,41.0,63.6,232.8
Platanus x hispanica,9.0,28.0,63.6,166.3
Aesculus hippocastanum,6.0,63.0,19.6,74.3
Aesculus hippocastanum,5.0,50.0,19.6,61.2
Aesculus hippocastanum,5.0,50.0,19.6,53.7
Aesculus hippocastanum,5.0,50.0,19.6,64.9
Celtis australis,4.0,14.0,3.1,6.3
Celtis australis,6.0,24.0,12.6,21.8
Celtis australis,5.0,21.0,12.6,19.6
Platanus x hispanica,4.0,22.0,38.5,90.0
Platanus x hispanica,3.0,14.0,19.6,34.1
Platanus x hispanica,2.0,8.0,3.1,3.9
Platanus x hispanica,2.0,14.0,3.1,6.2
Platanus x hispanica,2.0,14.0,3.1,5.1
Platanus x hispanica,2.0,14.0,3.1,4.8
Carpinus betulus,4.0,18.0,12.6,26.8
Carpinus betulus,4.0,18.0,12.6,21.9
Tilia cordata,4.0,12.0,3.1,5.9
Carpinus betulus,4.0,21.0,7.1,14.5
Carpinus betulus,4.0,21.0,7.1,15.5
Carpinus betulus,4.0,21.0,7.1,17.5
Carpinus betulus,4.0,21.0,7.1,15.5
Carpinus betulus,4.0,21.0,7.1,13.4
Carpinus betulus,4.0,21.0,7.1,15.5
Platanus x hispanica,5.0,16.0,12.6,19.7
Celtis australis,3.0,14.0,7.1,11.9
Aesculus hippocastanum,7.0,30.0,28.3,92.4
Platanus x hispanica,12.0,28.0,38.5,134.3
Celtis australis,11.0,46.0,50.3,201.6
Tilia cordata,14.0,46.0,50.3,205.6
Tilia cordata,4.0,12.0,3.1,7.1
Tilia cordata,4.0,12.0,3.1,5.9
Tilia cordata,4.0,12.0,3.1,6.3
Tilia cordata,4.0,12.0,3.1,7.1
Tilia cordata,4.0,12.0,3.1,7.1
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,80.3
Tilia cordata,7.0,22.0,28.3,75.7
Tilia cordata,7.0,22.0,28.3,75.7
Celtis australis,6.0,41.0,50.3,145.7
Celtis australis,6.0,41.0,50.3,164.6
Celtis australis,6.0,46.0,19.6,47.5
Celtis australis,3.0,8.0,0.8,1.9
Celtis australis,3.0,8.0,0.8,2.3
Celtis australis,5.0,14.0,12.6,20.5
Celtis australis,6.0,51.0,63.6,238.6
Celtis australis,6.0,40.0,63.6,219.0
Celtis australis,6.0,44.0,63.6,213.4
Celtis australis,4.0,24.0,28.3,60.0
Celtis australis,4.0,24.0,28.3,46.2
Celtis australis,4.0,15.0,19.6,25.0
Celtis australis,4.0,15.0,19.6,32.5
Celtis australis,4.0,15.0,19.6,25.0
Aesculus hippocastanum,4.0,15.0,19.6,33.3
Platanus x hispanica,12.0,41.0,50.3,195.3
Tilia cordata,12.0,44.0,95.0,404.2
Platanus x hispanica,12.0,32.0,12.6,41.0
Platanus x hispanica,19.0,60.0,113.1,507.9
Celtis australis,3.0,15.0,0.8,2.3
Celtis australis,3.0,15.0,0.8,2.3
Tilia cordata,8.0,31.0,38.5,137.9
Celtis australis,5.0,12.0,7.1,10.1
Tilia cordata,13.0,38.0,78.5,376.7
Tilia cordata,14.0,48.0,113.1,532.0
Tilia cordata,13.0,48.0,113.1,529.6
Tilia cordata,4.0,18.0,38.5,86.0
Tilia cordata,6.0,24.0,38.5,116.4
Tilia cordata,7.0,42.0,63.6,211.4
Tilia cordata,13.0,42.0,63.6,264.7
Tilia cordata,13.0,42.0,63.6,319.9
Tilia cordata,13.0,42.0,63.6,246.3
Tilia cordata,13.0,54.0,63.6,349.6
Celtis australis,8.0,55.0,63.6,213.4
Aesculus hippocastanum,5.0,25.0,19.6,50.8
Aesculus hippocastanum,11.0,58.0,113.1,445.8
Aesculus hippocastanum,11.0,58.0,113.1,578.8
Aesculus hippocastanum,6.0,45.0,113.1,398.4
Aesculus hippocastanum,6.0,45.0,113.1,398.4
Aesculus hippocastanum,6.0,33.0,113.1,463.6
Carpinus betulus,5.0,25.0,50.3,159.2
Carpinus betulus,12.0,46.2,254.5,779.9
Aesculus hippocastanum,12.0,41.0,50.3,247.9
Aesculus hippocastanum,12.0,34.0,28.3,121.8
Aesculus hippocastanum,12.0,44.0,50.3,195.7
Tilia cordata,5.0,15.0,12.6,25.3
Tilia cordata,19.0,75.0,95.0,597.7
Tilia cordata,19.0,75.0,95.0,494.6
Tilia cordata,19.0,75.0,95.0,597.7
Carpinus betulus,8.0,35.0,50.3,210.4
Carpinus betulus,5.0,16.0,3.1,9.5
Carpinus betulus,8.0,45.0,50.3,187.9
Carpinus betulus,8.0,45.0,50.3,201.9
Aesculus hippocastanum,8.0,60.0,19.6,67.3
Celtis australis,12.0,70.0,113.1,501.3
Carpinus betulus,6.0,35.0,19.6,65.5
Carpinus betulus,6.0,35.0,19.6,61.7
Carpinus betulus,6.0,42.0,19.6,53.8
Celtis australis,4.0,8.0,3.1,4.8
Celtis australis,4.0,8.0,3.1,5.1
Celtis australis,6.0,30.0,3.1,8.4
Celtis australis,9.0,60.0,50.3,207.5
Celtis australis,6.0,28.0,3.1,8.2
Celtis australis,8.0,50.0,28.3,93.6
Celtis australis,8.0,50.0,28.3,72.0
Celtis australis,8.0,26.0,7.1,18.3
Celtis australis,6.0,22.0,7.1,12.5
Celtis australis,6.0,53.0,28.3,77.0
Celtis australis,6.0,18.0,7.1,14.1
Celtis australis,8.0,27.0,7.1,16.5
Celtis australis,8.0,29.0,7.1,18.0
Celtis australis,10.0,47.0,28.3,100.4
Celtis australis,10.0,47.0,28.3,100.4
Celtis australis,8.0,28.0,12.6,27.8
Celtis australis,13.0,60.0,12.6,52.4
Aesculus hippocastanum,8.0,65.0,19.6,74.0
Celtis australis,13.0,60.0,227.0,686.1
Aesculus hippocastanum,12.0,80.0,63.6,403.9
Aesculus hippocastanum,10.0,43.0,12.6,42.3
Aesculus hippocastanum,10.0,48.0,12.6,44.0
Aesculus hippocastanum,10.0,41.0,12.6,44.5
Aesculus hippocastanum,10.0,63.0,12.6,55.2
Aesculus hippocastanum,10.0,63.0,28.3,106.3
Aesculus hippocastanum,10.0,70.0,38.5,158.0
Aesculus hippocastanum,10.0,66.0,38.5,154.8
