Species,Height,Diameter,Canopy_size,Leaf_area
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,79.2
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,14.0,28.0,50.3,165.1
Celtis australis,3.5,7.0,0.8,2.5
Celtis australis,12.0,44.0,63.6,203.2
Celtis australis,12.0,44.0,63.6,248.7
Celtis australis,6.0,27.0,50.3,117.5
Celtis australis,12.0,42.0,78.5,245.6
Celtis australis,12.0,46.0,78.5,329.3
Celtis australis,14.0,60.0,113.1,479.1
Celtis australis,13.0,39.0,78.5,316.5
Celtis australis,12.0,42.0,95.0,352.5
Celtis australis,13.0,55.0,95.0,320.4
Celtis australis,13.0,52.0,103.9,432.6
Celtis australis,7.0,26.0,38.5,103.7
Celtis australis,11.5,32.0,86.6,313.2
Celtis australis,6.0,25.0,28.3,55.2
Celtis australis,13.0,54.0,122.7,366.7
Celtis australis,13.0,50.0,113.1,447.2
Celtis australis,15.0,45.0,95.0,351.1
Celtis australis,13.0,48.0,103.9,348.0
Celtis australis,19.0,48.0,103.9,390.6
Celtis australis,12.0,50.0,103.9,350.3
Celtis australis,12.0,50.0,113.1,368.4
Celtis australis,12.0,52.0,122.7,388.4
Celtis australis,12.0,47.0,95.0,389.1
Celtis australis,12.0,50.0,113.1,342.8
Celtis australis,12.0,52.0,113.1,451.4
Celtis australis,12.0,50.0,113.1,445.2
Celtis australis,12.0,50.0,113.1,445.2
Celtis australis,14.0,48.0,95.0,308.9
Celtis australis,18.0,49.0,95.0,398.9
Celtis australis,15.0,53.0,113.1,354.8
Celtis australis,15.0,58.0,122.7,489.4
Celtis australis,13.0,55.0,122.7,479.2
Celtis australis,13.0,52.0,113.1,427.4
Celtis australis,15.0,50.0,95.0,317.1
Celtis australis,20.0,53.0,113.1,363.0
Celtis australis,8.0,19.0,23.8,44.9
Celtis australis,15.0,50.0,113.1,451.3
Celtis australis,15.0,50.0,113.1,373.5
Celtis australis,15.0,50.0,113.1,451.3
Celtis australis,6.0,22.0,28.3,49.1
Celtis australis,15.0,50.0,113.1,451.3
Celtis australis,6.0,19.0,28.3,53.6
Celtis australis,4.5,14.0,12.6,19.9
Celtis australis,4.5,18.0,12.6,20.5
Celtis australis,4.5,16.0,12.6,20.9
Celtis australis,4.5,16.0,12.6,20.9
Celtis australis,4.5,16.0,12.6,18.5
Celtis australis,6.0,20.0,28.3,58.2
Celtis australis,6.0,25.0,28.3,66.8
Celtis australis,6.0,19.0,28.3,60.6
Celtis australis,5.0,16.0,19.6,35.0
Celtis australis,5.0,16.0,19.6,27.0
Celtis australis,5.0,16.0,19.6,33.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,6.0,18.0,28.3,49.2
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,85.1
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,6.0,19.0,28.3,53.6
Celtis australis,6.0,19.0,28.3,60.6
Celtis australis,5.0,15.0,9.6,12.5
Celtis australis,4.5,14.0,9.6,15.3
Celtis australis,5.5,17.0,12.6,22.7
Celtis australis,6.0,15.0,9.6,14.3
Celtis australis,8.3,30.1,35.2,102.8
Celtis australis,10.0,25.0,63.6,205.4
Celtis australis,11.0,39.0,78.5,304.9
Celtis australis,12.5,40.0,95.0,327.2
Celtis australis,13.0,39.0,95.0,326.2
Celtis australis,15.0,50.0,113.1,373.5
Celtis australis,11.0,34.0,50.3,160.4
Celtis australis,10.0,25.0,28.3,61.9
Celtis australis,9.0,19.0,19.6,40.8
Celtis australis,11.0,40.0,63.6,234.4
Celtis australis,12.0,48.0,63.6,209.5
Celtis australis,6.0,20.0,28.3,47.5
Celtis australis,5.0,9.0,12.6,17.6
Celtis australis,7.5,13.0,28.3,43.8
Celtis australis,7.5,14.0,28.3,58.3
Celtis australis,12.0,28.0,113.1,362.8
Celtis australis,14.0,33.0,95.0,290.9
Celtis australis,15.0,45.0,132.7,376.6
Celtis australis,13.0,40.0,63.6,261.7
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,13.0,48.0,78.5,321.0
Celtis australis,11.0,17.0,12.6,31.6
Celtis australis,11.0,16.0,12.6,23.8
Celtis australis,11.0,18.0,38.5,88.2
Celtis australis,11.0,24.0,38.5,97.7
Celtis australis,11.0,25.0,63.6,186.5
Celtis australis,8.3,30.1,35.2,91.0
Celtis australis,8.3,30.1,35.2,96.9
Celtis australis,10.0,45.0,38.5,141.7
Celtis australis,10.0,38.0,38.5,125.8
Celtis australis,8.0,22.0,50.3,141.0
Celtis australis,9.0,27.0,50.3,156.5
Celtis australis,10.0,29.0,63.6,216.4
Celtis australis,11.0,55.0,78.5,265.1
Celtis australis,11.0,32.0,63.6,229.9
Celtis australis,10.0,35.0,50.3,177.2
Celtis australis,10.0,38.0,50.3,172.0
Celtis australis,10.0,38.0,50.3,182.4
Celtis australis,10.0,28.0,50.3,145.0
Celtis australis,10.0,34.0,50.3,175.4
Celtis australis,12.0,42.0,50.3,201.7
Celtis australis,12.0,58.0,63.6,257.5
Celtis australis,12.0,54.0,63.6,267.3
Celtis australis,8.0,25.0,28.3,73.2
Celtis australis,12.0,49.0,63.6,274.1
Celtis australis,4.0,11.0,12.6,17.8
Celtis australis,10.0,32.0,50.3,171.7
Celtis australis,14.0,25.0,38.5,134.8
Celtis australis,14.0,29.0,50.3,178.0
Celtis australis,8.5,22.0,28.3,63.4
Carpinus betulus,13.0,23.0,50.3,226.4
Celtis australis,11.0,34.0,50.3,181.2
Celtis australis,5.0,7.3,3.1,4.1
Tilia cordata,4.0,9.0,3.1,6.4
Tilia cordata,8.0,18.0,50.3,157.8
Tilia cordata,4.0,7.0,3.1,4.9
Tilia cordata,6.4,18.6,14.9,35.4
Tilia cordata,6.4,18.6,14.9,29.3
Tilia cordata,6.4,18.6,14.9,35.4
Tilia cordata,7.0,29.0,28.3,78.3
Tilia cordata,6.4,18.6,14.9,33.4
Tilia cordata,6.4,18.6,14.9,35.4
Tilia cordata,6.4,18.6,14.9,35.4
Tilia cordata,6.4,18.6,14.9,31.4
Tilia cordata,6.4,18.6,14.9,29.3
Tilia cordata,6.4,18.6,14.9,33.4
Tilia cordata,6.4,18.6,14.9,35.4
Celtis australis,6.0,25.0,28.3,66.8
Aesculus hippocastanum,8.4,10.0,28.3,63.1
Aesculus hippocastanum,8.4,20.0,28.3,75.7
Aesculus hippocastanum,8.4,20.0,28.3,85.5
Aesculus hippocastanum,8.4,35.0,28.3,104.2
Aesculus hippocastanum,8.4,35.0,28.3,92.2
Aesculus hippocastanum,8.4,35.0,28.3,80.3
Aesculus hippocastanum,8.4,35.0,28.3,104.2
Aesculus hippocastanum,12.0,100.0,176.7,701.8
Platanus x hispanica,26.0,200.0,314.2,1090.9
Platanus x hispanica,18.0,150.0,314.2,1359.6
Platanus x hispanica,15.0,170.0,201.1,802.4
Platanus x hispanica,25.0,150.0,452.4,1957.9
Platanus x hispanica,18.0,180.0,227.0,1023.5
Platanus x hispanica,25.0,180.0,380.1,1418.5
Platanus x hispanica,23.0,140.0,254.5,1013.0
Platanus x hispanica,19.0,150.0,254.5,1101.3
Platanus x hispanica,18.0,130.0,254.5,986.9
Platanus x hispanica,14.0,50.0,176.7,459.3
Platanus x hispanica,14.0,210.0,415.5,1873.4
Platanus x hispanica,16.0,170.0,380.1,1615.6
Platanus x hispanica,22.0,170.0,346.4,1561.8
Platanus x hispanica,18.0,140.0,314.2,1250.7
Carpinus betulus,13.0,20.0,12.6,39.1
Carpinus betulus,13.0,15.0,28.3,103.7
Carpinus betulus,14.0,26.0,50.3,202.1
Aesculus hippocastanum,12.0,50.0,50.3,265.9
Aesculus hippocastanum,6.0,20.0,28.3,76.5
Aesculus hippocastanum,12.0,76.0,113.1,639.7
Aesculus hippocastanum,13.0,82.0,63.6,369.9
Aesculus hippocastanum,13.0,44.0,28.3,139.8
Aesculus hippocastanum,13.0,46.0,50.3,205.4
Aesculus hippocastanum,5.0,12.0,12.6,21.3
Aesculus hippocastanum,12.0,56.0,78.5,412.4
Aesculus hippocastanum,13.0,72.0,113.1,630.5
Aesculus hippocastanum,13.0,48.0,38.5,202.2
Aesculus hippocastanum,5.0,15.0,7.1,13.5
Aesculus hippocastanum,5.0,9.0,12.6,19.3
Aesculus hippocastanum,10.0,52.0,78.5,410.7
Aesculus hippocastanum,13.0,32.0,12.6,55.2
Aesculus hippocastanum,12.0,60.0,63.6,302.0
Aesculus hippocastanum,5.0,12.0,7.1,12.5
Platanus x hispanica,22.0,64.0,176.7,566.2
Platanus x hispanica,22.0,142.0,201.1,853.5
Platanus x hispanica,23.0,100.0,346.4,1149.8
Platanus x hispanica,22.0,50.0,132.7,453.5
Platanus x hispanica,21.0,55.0,50.3,290.2
Platanus x hispanica,22.0,110.0,176.7,567.3
Platanus x hispanica,21.0,70.0,132.7,449.5
Platanus x hispanica,23.0,105.0,153.9,487.6
Platanus x hispanica,25.0,90.0,153.9,421.8
Platanus x hispanica,23.0,110.0,227.0,678.1
Platanus x hispanica,23.0,85.0,78.5,519.5
Platanus x hispanica,21.0,72.0,63.6,385.7
Platanus x hispanica,25.0,100.0,283.5,941.2
Platanus x hispanica,23.0,105.0,132.7,516.2
Platanus x hispanica,22.0,90.0,95.0,438.3
Platanus x hispanica,22.0,38.0,132.7,436.7
Platanus x hispanica,24.0,135.0,254.5,1061.1
Celtis australis,14.0,58.0,113.1,391.8
Celtis australis,18.0,58.0,63.6,261.0
Platanus x hispanica,25.0,105.0,254.5,971.0
Platanus x hispanica,21.0,60.0,176.7,553.4
Platanus x hispanica,19.0,80.0,132.7,572.1
Platanus x hispanica,24.0,110.0,346.4,1343.5
Platanus x hispanica,21.0,105.0,254.5,803.6
Platanus x hispanica,20.0,50.0,78.5,407.5
Platanus x hispanica,23.0,80.0,95.0,552.3
Platanus x hispanica,21.0,80.0,113.1,534.8
Platanus x hispanica,19.0,80.0,227.0,696.4
Platanus x hispanica,28.0,145.0,490.9,1616.6
Celtis australis,16.0,60.0,153.9,441.1
Celtis australis,16.0,55.0,113.1,388.1
Celtis australis,15.0,60.0,95.0,439.1
Platanus x hispanica,4.0,6.0,3.1,4.0
Aesculus hippocastanum,6.0,18.0,28.3,56.7
Aesculus hippocastanum,6.0,18.0,50.3,126.3
Aesculus hippocastanum,7.0,18.0,50.3,130.4
Aesculus hippocastanum,6.0,30.0,38.5,107.6
Carpinus betulus,10.0,19.0,28.3,98.1
Carpinus betulus,8.0,19.0,28.3,74.0
Carpinus betulus,12.0,19.0,28.3,107.6
Carpinus betulus,12.0,19.0,28.3,107.6
Carpinus betulus,12.0,28.0,38.5,174.3
Tilia cordata,7.0,14.0,19.6,39.5
Tilia cordata,8.0,19.0,12.6,25.4
Tilia cordata,6.0,19.0,19.6,47.2
Celtis australis,7.0,20.0,28.3,64.6
Celtis australis,5.0,22.0,28.3,46.9
Celtis australis,4.0,8.0,3.1,4.0
Celtis australis,7.0,22.0,38.5,86.5
Celtis australis,7.0,22.0,50.3,112.9
Celtis australis,7.0,25.0,50.3,134.6
Celtis australis,6.0,20.0,38.5,90.9
Celtis australis,6.0,12.0,12.6,20.7
Celtis australis,7.0,22.0,50.3,136.5
Celtis australis,7.0,24.0,50.3,108.4
Celtis australis,4.0,6.0,0.8,2.3
Celtis australis,6.0,22.0,28.3,60.1
Celtis australis,6.0,22.0,28.3,60.1
Celtis australis,6.0,25.0,28.3,66.8
Celtis australis,6.0,22.0,38.5,94.0
Celtis australis,4.0,6.0,0.8,2.3
Celtis australis,7.0,30.0,50.3,152.3
Celtis australis,8.0,30.0,78.5,263.0
Celtis australis,6.0,20.0,38.5,90.9
Celtis australis,4.0,6.0,0.8,2.2
Celtis australis,4.0,10.0,3.1,5.6
Celtis australis,8.0,22.0,50.3,141.0
Celtis australis,7.0,18.0,38.5,70.1
Celtis australis,12.0,24.0,78.5,216.6
Celtis australis,6.0,22.0,50.3,101.7
Celtis australis,8.0,18.0,28.3,54.0
Celtis australis,7.0,18.0,28.3,62.3
Celtis australis,7.0,18.0,28.3,62.3
Celtis australis,7.0,18.0,50.3,127.1
Celtis australis,8.0,20.0,63.6,180.4
Celtis australis,7.0,24.0,38.5,95.0
Celtis australis,7.0,25.0,50.3,142.8
Celtis australis,7.0,24.0,38.5,95.0
Celtis australis,8.0,35.0,50.3,166.1
Celtis australis,6.0,32.0,28.3,72.8
Celtis australis,4.0,16.0,19.6,33.2
Celtis australis,8.0,25.0,50.3,113.6
Celtis australis,4.0,20.0,12.6,21.9
Celtis australis,3.0,8.0,0.8,1.9
Celtis australis,8.0,30.0,50.3,130.2
Celtis australis,6.0,20.0,19.6,33.1
Celtis australis,5.0,10.0,7.1,8.2
Celtis australis,4.0,6.0,0.8,2.5
Celtis australis,7.0,22.0,38.5,80.9
Celtis australis,6.0,30.0,50.3,130.5
Celtis australis,4.0,6.0,0.8,2.2
Celtis australis,7.0,30.0,63.6,179.6
Celtis australis,7.0,25.0,38.5,102.3
Celtis australis,8.0,20.0,50.3,112.8
Celtis australis,6.0,20.0,28.3,61.7
Celtis australis,7.0,20.0,28.3,60.9
Celtis australis,7.0,20.0,38.5,89.1
Celtis australis,9.0,25.0,63.6,188.7
Celtis australis,8.0,22.0,50.3,141.0
Celtis australis,6.0,18.0,28.3,52.6
Celtis australis,8.0,30.0,50.3,157.3
Celtis australis,10.0,30.0,78.5,272.9
Celtis australis,8.0,25.0,50.3,113.6
Celtis australis,8.0,40.0,50.3,174.1
Celtis australis,10.0,32.0,78.5,263.1
Celtis australis,10.0,30.0,78.5,225.8
Celtis australis,10.0,35.0,78.5,255.0
Celtis australis,3.0,6.0,0.8,1.8
Celtis australis,8.0,30.0,50.3,157.3
Celtis australis,10.0,35.0,78.5,288.1
Celtis australis,8.0,20.0,38.5,98.3
Celtis australis,8.0,22.0,38.5,90.0
Celtis australis,8.0,25.0,78.5,246.6
Celtis australis,10.0,25.0,78.5,197.0
Celtis australis,10.0,25.0,78.5,197.0
Celtis australis,10.0,30.0,78.5,225.8
Celtis australis,10.0,30.0,78.5,272.9
Celtis australis,10.0,25.0,50.3,148.3
Celtis australis,10.0,25.0,78.5,197.0
Celtis australis,7.0,20.0,28.3,64.6
Aesculus hippocastanum,10.0,45.0,19.6,81.7
Aesculus hippocastanum,9.0,45.0,38.5,168.8
Aesculus hippocastanum,8.0,50.0,38.5,139.4
Aesculus hippocastanum,7.0,35.0,12.6,30.6
Aesculus hippocastanum,7.0,50.0,28.3,98.0
Aesculus hippocastanum,12.0,80.0,50.3,313.9
Aesculus hippocastanum,12.0,50.0,28.3,139.6
Aesculus hippocastanum,11.0,45.0,28.3,106.3
Aesculus hippocastanum,8.0,30.0,28.3,80.1
Aesculus hippocastanum,12.0,55.0,78.5,334.8
Aesculus hippocastanum,6.0,25.0,12.6,33.2
Aesculus hippocastanum,8.0,35.0,12.6,42.2
Aesculus hippocastanum,12.0,40.0,50.3,245.7
Aesculus hippocastanum,7.0,40.0,12.6,32.0
Aesculus hippocastanum,6.0,30.0,12.6,35.4
Aesculus hippocastanum,12.0,60.0,50.3,234.7
Aesculus hippocastanum,7.0,18.0,7.1,18.7
Aesculus hippocastanum,14.0,60.0,50.3,233.0
Aesculus hippocastanum,10.0,60.0,50.3,219.9
Aesculus hippocastanum,12.0,40.0,50.3,217.5
Aesculus hippocastanum,10.0,60.0,50.3,265.7
Aesculus hippocastanum,12.0,60.0,78.5,396.8
Aesculus hippocastanum,12.0,60.0,50.3,251.0
Aesculus hippocastanum,12.0,60.0,50.3,283.5
Aesculus hippocastanum,14.0,75.0,78.5,474.4
Aesculus hippocastanum,14.0,75.0,113.1,494.9
Aesculus hippocastanum,12.0,70.0,113.1,514.3
Aesculus hippocastanum,11.0,50.0,50.3,198.2
Platanus x hispanica,38.0,140.0,490.9,1835.0
Tilia cordata,4.5,16.0,7.1,11.3
Tilia cordata,7.0,26.0,38.5,103.1
Tilia cordata,10.0,22.0,28.3,71.1
Tilia cordata,6.0,15.0,12.6,23.8
Tilia cordata,5.0,15.0,12.6,22.4
Tilia cordata,6.0,19.0,19.6,44.5
Tilia cordata,6.0,18.0,12.6,28.6
Tilia cordata,7.0,16.0,12.6,29.2
Tilia cordata,6.0,18.0,12.6,25.3
Tilia cordata,8.0,17.0,12.6,31.7
Tilia cordata,6.0,14.0,12.6,26.2
Tilia cordata,6.0,18.0,12.6,28.6
Tilia cordata,6.0,16.0,12.6,27.5
Tilia cordata,6.0,16.0,12.6,22.7
Tilia cordata,6.0,16.0,12.6,25.9
Tilia cordata,8.0,17.0,28.3,76.8
Tilia cordata,7.0,18.0,19.6,48.8
Tilia cordata,6.0,15.0,12.6,26.9
Tilia cordata,3.0,9.0,3.1,6.1
Aesculus hippocastanum,4.0,12.0,3.1,7.3
Aesculus hippocastanum,4.0,11.0,3.1,6.3
Aesculus hippocastanum,12.0,50.0,78.5,420.4
Aesculus hippocastanum,4.0,12.0,3.1,7.3
Aesculus hippocastanum,3.0,9.0,1.3,3.2
Aesculus hippocastanum,13.0,65.0,78.5,442.8
Aesculus hippocastanum,4.0,10.0,3.1,6.9
Aesculus hippocastanum,5.0,19.0,12.6,21.8
Aesculus hippocastanum,8.0,28.0,38.5,129.4
Aesculus hippocastanum,9.0,50.0,50.3,213.5
Aesculus hippocastanum,8.0,28.0,28.3,83.6
Aesculus hippocastanum,10.0,33.0,50.3,215.2
Aesculus hippocastanum,12.0,60.0,50.3,283.5
Aesculus hippocastanum,4.0,11.0,3.1,6.7
Aesculus hippocastanum,9.0,48.0,28.3,119.7
Aesculus hippocastanum,3.5,11.0,3.1,6.5
Aesculus hippocastanum,4.0,12.0,3.1,6.1
Aesculus hippocastanum,6.0,20.0,12.6,23.6
Aesculus hippocastanum,8.0,40.0,50.3,203.4
Aesculus hippocastanum,3.0,9.0,0.8,2.4
Aesculus hippocastanum,3.5,10.0,3.1,6.6
Aesculus hippocastanum,3.0,7.0,0.8,2.7
Aesculus hippocastanum,10.0,58.0,95.0,507.6
Aesculus hippocastanum,3.0,10.0,3.1,5.1
Aesculus hippocastanum,3.5,10.0,3.1,6.6
Aesculus hippocastanum,8.0,44.0,113.1,517.9
Aesculus hippocastanum,13.0,85.0,113.1,668.5
Aesculus hippocastanum,12.0,75.0,113.1,636.7
Aesculus hippocastanum,6.0,18.0,12.6,22.8
Aesculus hippocastanum,7.0,20.0,12.6,32.6
Aesculus hippocastanum,8.0,50.0,78.5,390.3
Aesculus hippocastanum,7.0,45.0,50.3,167.7
Aesculus hippocastanum,4.0,12.0,7.1,10.9
Aesculus hippocastanum,6.0,24.0,12.6,27.1
Aesculus hippocastanum,8.0,35.0,28.3,102.2
Aesculus hippocastanum,5.0,18.0,12.6,27.8
Aesculus hippocastanum,9.0,50.0,78.5,329.1
Aesculus hippocastanum,7.0,19.0,12.6,32.0
Aesculus hippocastanum,3.0,11.0,3.1,6.4
Aesculus hippocastanum,7.0,28.0,28.3,69.5
Aesculus hippocastanum,7.0,28.0,19.6,55.5
Aesculus hippocastanum,9.0,42.0,78.5,373.9
Aesculus hippocastanum,3.5,10.0,0.8,2.9
Aesculus hippocastanum,3.5,11.0,3.1,6.9
Aesculus hippocastanum,4.0,14.0,3.1,7.8
Aesculus hippocastanum,10.0,60.0,113.1,583.1
Aesculus hippocastanum,3.5,9.0,1.8,4.4
Aesculus hippocastanum,10.0,60.0,78.5,382.3
Aesculus hippocastanum,10.0,60.0,78.5,357.5
Aesculus hippocastanum,9.0,32.0,38.5,123.9
Aesculus hippocastanum,10.0,65.0,78.5,444.4
Aesculus hippocastanum,10.0,80.0,113.1,645.5
Aesculus hippocastanum,9.0,40.0,78.5,367.5
Aesculus hippocastanum,9.0,40.0,78.5,304.2
Aesculus hippocastanum,10.0,50.0,78.5,312.0
Aesculus hippocastanum,10.0,55.0,95.0,498.2
Aesculus hippocastanum,3.5,9.0,1.8,3.6
Aesculus hippocastanum,3.5,9.0,1.8,4.4
Aesculus hippocastanum,10.0,60.0,95.0,513.7
Aesculus hippocastanum,11.0,60.0,113.1,518.5
Aesculus hippocastanum,4.0,10.0,3.1,6.9
Aesculus hippocastanum,11.0,70.0,95.0,422.6
Aesculus hippocastanum,11.0,70.0,95.0,517.2
Aesculus hippocastanum,4.0,12.0,3.1,5.7
Aesculus hippocastanum,11.0,70.0,95.0,517.2
Aesculus hippocastanum,3.5,10.0,3.1,6.6
Aesculus hippocastanum,11.0,60.0,95.0,519.7
Aesculus hippocastanum,11.0,80.0,113.1,499.4
Aesculus hippocastanum,12.0,70.0,113.1,621.4
Aesculus hippocastanum,12.0,70.0,113.1,621.4
Aesculus hippocastanum,8.0,22.0,19.6,57.0
Aesculus hippocastanum,12.0,85.0,113.1,665.5
Aesculus hippocastanum,3.5,11.0,3.1,6.9
Aesculus hippocastanum,11.0,70.0,95.0,517.2
Aesculus hippocastanum,11.0,70.0,95.0,454.1
Aesculus hippocastanum,3.0,12.0,3.1,6.6
Aesculus hippocastanum,12.0,80.0,132.7,536.1
Aesculus hippocastanum,12.0,70.0,113.1,514.3
Carpinus betulus,6.0,18.5,12.6,32.3
Carpinus betulus,6.0,26.1,19.6,55.7
Carpinus betulus,8.0,23.2,19.6,52.2
Carpinus betulus,9.0,19.7,7.1,23.9
Carpinus betulus,8.0,70.0,19.6,77.0
Carpinus betulus,9.0,34.4,50.3,216.0
Carpinus betulus,9.0,28.7,38.5,156.1
Carpinus betulus,6.0,17.5,19.6,42.4
Carpinus betulus,7.0,20.7,28.3,87.9
Carpinus betulus,8.0,17.5,19.6,57.1
Carpinus betulus,8.0,23.6,28.3,96.4
Carpinus betulus,12.0,32.8,50.3,234.1
Carpinus betulus,8.0,20.7,12.6,31.4
Carpinus betulus,7.0,18.1,15.9,38.5
Carpinus betulus,4.0,10.2,7.1,10.4
Carpinus betulus,7.0,22.9,19.6,59.5
Tilia cordata,5.0,8.0,3.1,5.1
Tilia cordata,15.0,65.0,63.6,392.7
Tilia cordata,20.0,60.0,38.5,231.3
Tilia cordata,15.0,60.0,28.3,165.9
Tilia cordata,4.0,10.0,7.1,12.0
Tilia cordata,3.5,9.0,4.9,7.9
Tilia cordata,15.0,62.0,38.5,232.1
Tilia cordata,18.0,60.0,28.3,157.8
Tilia cordata,18.0,65.0,38.5,265.6
Tilia cordata,15.0,63.0,50.3,237.3
Tilia cordata,18.0,62.0,38.5,246.2
Tilia cordata,18.0,65.0,38.5,250.4
Tilia cordata,19.0,60.0,28.3,199.7
Tilia cordata,19.0,60.0,38.5,268.6
Tilia cordata,4.0,9.0,4.9,8.7
Tilia cordata,21.0,60.0,50.3,325.8
Tilia cordata,21.0,60.0,38.5,274.0
Tilia cordata,21.0,60.0,38.5,290.7
Tilia cordata,4.0,10.0,7.1,12.0
Tilia cordata,21.0,66.0,63.6,460.1
Aesculus hippocastanum,9.0,55.0,113.1,562.9
Aesculus hippocastanum,5.0,19.0,28.3,71.7
Aesculus hippocastanum,8.5,50.0,78.5,326.0
Aesculus hippocastanum,4.0,19.0,12.6,26.7
Aesculus hippocastanum,3.0,9.0,0.8,2.4
Aesculus hippocastanum,10.0,65.0,78.5,444.4
Aesculus hippocastanum,3.5,13.0,3.1,7.3
Aesculus hippocastanum,3.5,12.0,3.1,5.9
Aesculus hippocastanum,3.5,13.0,3.1,7.3
Aesculus hippocastanum,3.5,13.0,3.1,7.3
Aesculus hippocastanum,4.0,16.0,7.1,14.6
Aesculus hippocastanum,11.0,80.0,132.7,697.7
Aesculus hippocastanum,12.0,85.0,132.7,629.4
Aesculus hippocastanum,12.0,50.0,132.7,488.0
Aesculus hippocastanum,10.0,48.0,113.1,415.1
Aesculus hippocastanum,3.0,11.0,3.1,5.6
Aesculus hippocastanum,9.0,60.0,95.0,507.8
Aesculus hippocastanum,4.0,15.0,4.9,9.5
Aesculus hippocastanum,11.0,60.0,95.0,489.8
Aesculus hippocastanum,10.0,50.0,95.0,454.0
Aesculus hippocastanum,10.0,55.0,95.0,498.2
Aesculus hippocastanum,3.5,10.0,4.9,9.0
Aesculus hippocastanum,3.5,11.0,4.9,7.1
Aesculus hippocastanum,3.5,12.0,4.9,9.6
Aesculus hippocastanum,3.0,10.0,1.8,3.6
Aesculus hippocastanum,9.5,55.0,95.0,466.8
Aesculus hippocastanum,4.5,13.0,15.9,30.9
Aesculus hippocastanum,5.5,22.0,38.5,114.2
Aesculus hippocastanum,3.5,8.0,1.8,4.2
Aesculus hippocastanum,4.5,12.0,12.6,19.4
Aesculus hippocastanum,7.0,16.0,12.6,23.2
Aesculus hippocastanum,7.0,25.0,38.5,104.9
Aesculus hippocastanum,9.5,55.0,50.3,239.0
Aesculus hippocastanum,5.5,22.0,19.6,49.9
Aesculus hippocastanum,5.0,19.0,15.9,36.4
Aesculus hippocastanum,3.0,9.0,1.8,4.2
Aesculus hippocastanum,7.0,14.0,19.6,46.1
Aesculus hippocastanum,7.0,16.0,15.9,29.5
Aesculus hippocastanum,6.0,13.0,15.9,33.7
Aesculus hippocastanum,8.5,45.0,38.5,127.5
Aesculus hippocastanum,10.5,53.0,50.3,213.9
Aesculus hippocastanum,5.0,11.0,7.1,13.7
Aesculus hippocastanum,6.0,17.0,12.6,24.0
Aesculus hippocastanum,9.0,20.0,12.6,30.4
Aesculus hippocastanum,5.5,13.0,19.6,36.7
Aesculus hippocastanum,8.0,48.0,50.3,203.7
Aesculus hippocastanum,5.6,13.0,4.9,8.8
Aesculus hippocastanum,7.0,22.0,19.6,54.1
Aesculus hippocastanum,3.0,8.0,3.1,6.1
Aesculus hippocastanum,11.0,59.0,63.6,353.6
Aesculus hippocastanum,9.0,40.0,50.3,171.7
Aesculus hippocastanum,9.0,42.0,50.3,213.8
Aesculus hippocastanum,11.0,58.0,95.0,425.0
Aesculus hippocastanum,10.0,56.0,78.5,421.6
Aesculus hippocastanum,11.0,68.0,113.1,541.9
Aesculus hippocastanum,12.0,69.0,78.5,471.0
Aesculus hippocastanum,12.0,55.0,95.0,392.6
Aesculus hippocastanum,11.0,50.0,78.5,317.8
Aesculus hippocastanum,12.5,68.0,113.1,616.5
Aesculus hippocastanum,12.0,58.0,113.1,548.1
Aesculus hippocastanum,12.0,63.0,113.1,461.1
Aesculus hippocastanum,12.0,60.0,113.1,487.0
Aesculus hippocastanum,3.5,13.0,4.9,8.1
Aesculus hippocastanum,12.5,88.0,122.7,700.8
Aesculus hippocastanum,3.5,13.0,4.9,7.6
Aesculus hippocastanum,12.0,62.0,132.7,526.5
Aesculus hippocastanum,2.5,8.0,1.8,3.4
Aesculus hippocastanum,2.5,10.0,3.1,6.6
Aesculus hippocastanum,3.0,10.0,1.8,4.3
Aesculus hippocastanum,4.0,18.0,12.6,26.2
