Height,Diameter,Canopy_size,Leaf_area
10.0,24.0,28.3,67.9
12.0,35.0,28.3,97.0
11.0,20.0,19.6,51.0
12.0,38.0,63.6,214.8
11.0,28.0,38.5,129.1
10.0,28.0,38.5,109.9
10.0,16.0,19.6,47.4
17.0,100.0,176.7,662.8
26.0,190.0,530.9,2118.9
26.0,100.0,380.1,1425.7
27.0,190.0,452.4,1688.2
4.0,9.6,12.6,13.7
6.7,16.3,19.2,31.1
6.7,16.3,19.2,35.7
13.0,48.0,78.5,321.0
4.5,15.0,9.6,15.7
6.0,18.0,12.6,23.8
6.0,16.0,12.6,17.6
7.0,20.0,28.3,53.5
4.0,15.0,4.9,7.0
6.9,23.4,25.9,58.7
8.0,28.0,50.3,118.2
12.0,30.0,28.3,93.6
5.2,15.1,9.1,16.3
7.0,22.0,38.5,87.0
4.0,10.0,3.1,4.6
5.0,16.0,12.6,21.8
6.0,10.0,1.8,3.8
4.0,7.0,1.8,2.7
6.0,16.0,1.8,4.5
6.0,16.0,1.8,5.4
6.0,13.0,3.1,6.5
3.5,7.0,1.8,2.6
3.5,6.0,1.8,3.2
4.0,9.0,3.1,4.6
8.0,20.0,12.6,30.4
12.0,30.0,50.3,150.4
5.0,8.0,0.8,3.0
6.0,15.0,3.1,6.7
6.0,15.0,3.1,8.1
6.0,18.0,12.6,20.0
8.0,22.0,19.6,50.2
8.0,22.0,12.6,24.2
8.0,18.0,12.6,29.3
8.0,25.0,12.6,32.9
8.0,25.0,12.6,32.9
8.0,20.0,12.6,30.4
8.0,20.0,12.6,30.4
8.0,22.0,19.6,38.6
6.0,18.0,12.6,26.0
6.0,15.0,3.1,6.7
8.0,25.0,12.6,32.9
6.0,15.0,12.6,24.4
10.0,30.0,19.6,62.3
9.0,24.0,19.6,42.0
8.0,15.0,12.6,22.8
7.0,15.0,12.6,19.9
6.0,15.0,12.6,21.6
6.0,26.0,38.5,99.7
4.0,8.0,3.1,4.0
4.0,8.0,3.1,3.8
4.0,8.0,3.1,3.5
5.0,8.0,3.1,3.8
7.0,10.0,3.1,5.8
7.0,10.0,3.1,5.4
5.0,10.0,3.1,5.0
6.0,12.0,12.6,16.8
9.0,23.0,28.3,68.3
8.0,22.0,28.3,49.4
8.0,25.0,50.3,111.9
7.5,23.0,28.3,63.7
7.0,20.0,19.6,44.6
6.0,20.0,19.6,42.3
7.0,25.0,19.6,37.2
6.0,20.0,19.6,37.4
6.0,20.0,19.6,42.3
6.0,18.0,7.1,14.0
5.0,12.0,9.6,17.8
5.0,12.0,7.1,11.8
4.5,12.0,4.9,11.1
4.5,10.0,4.9,10.4
3.0,8.0,0.8,2.7
5.0,10.0,4.9,9.0
9.0,29.0,63.6,234.7
8.0,26.0,50.3,177.9
6.0,11.0,7.1,13.2
2.0,6.0,0.8,1.5
5.0,16.0,7.1,15.1
5.0,14.0,7.1,12.8
5.0,18.0,7.1,13.9
5.0,14.0,7.1,12.8
5.0,20.0,7.1,16.4
5.0,18.0,7.1,15.8
5.0,19.0,7.1,14.2
5.0,18.0,7.1,15.8
5.0,20.0,7.1,15.4
5.0,18.0,7.1,15.8
4.0,20.0,3.1,7.5
5.0,14.0,7.1,11.9
5.0,14.0,7.1,11.9
3.0,8.0,3.1,5.9
6.0,18.0,7.1,16.9
5.0,12.0,7.1,12.4
4.0,10.0,4.9,6.5
4.0,12.0,4.9,7.3
3.5,8.0,1.8,2.9
3.5,8.0,1.8,2.7
12.0,28.0,38.5,118.8
11.0,28.0,38.5,114.2
11.0,28.0,28.3,75.7
4.0,8.0,3.1,4.7
12.0,32.0,50.3,167.9
10.0,20.0,38.5,91.9
10.0,21.0,38.5,82.1
6.0,12.0,12.6,18.9
5.0,12.0,9.6,16.3
3.5,7.0,1.8,3.2
3.5,8.0,3.1,4.5
7.0,12.0,28.3,46.6
7.0,12.0,28.3,46.6
9.0,28.0,50.3,145.3
4.0,8.0,1.8,3.1
4.0,7.0,1.8,2.9
9.0,28.0,38.5,105.6
7.0,13.0,19.6,43.1
7.0,13.0,19.6,48.7
7.0,13.0,12.6,28.6
7.0,13.0,7.1,16.0
7.0,15.0,12.6,31.9
7.0,15.0,12.6,31.9
7.0,15.0,12.6,26.4
7.0,15.0,12.6,31.9
7.0,13.0,7.1,18.0
7.0,15.0,12.6,31.9
7.0,13.0,7.1,18.0
7.0,13.0,7.1,16.0
6.0,15.0,12.6,23.8
4.0,9.0,4.9,7.7
4.0,11.0,7.1,12.4
5.0,12.0,12.6,22.0
7.0,17.0,28.3,56.5
7.0,19.0,28.3,76.2
6.9,23.4,25.9,54.6
6.9,23.4,25.9,70.9
6.9,23.4,25.9,70.9
6.9,23.4,25.9,70.9
6.9,23.4,25.9,70.9
7.6,24.6,17.8,36.0
11.0,51.9,19.6,58.3
10.0,43.3,113.1,434.1
7.0,28.0,19.6,41.4
10.3,37.7,34.3,121.0
10.3,37.7,34.3,93.2
10.3,37.7,34.3,114.1
10.3,37.7,34.3,114.1
8.4,39.6,32.7,107.0
8.4,39.6,32.7,129.2
8.4,39.6,32.7,99.5
8.4,39.6,32.7,99.5
8.4,39.6,32.7,107.0
8.4,39.6,32.7,129.2
8.4,39.6,32.7,129.2
8.4,39.6,32.7,99.5
8.4,39.6,32.7,129.2
9.0,32.0,28.3,103.8
12.0,50.0,63.6,263.5
9.5,26.0,38.5,133.7
10.0,25.0,38.5,134.5
9.0,29.0,19.6,66.3
10.0,26.0,28.3,101.0
9.5,24.0,38.5,130.0
13.7,69.9,46.2,179.1
13.7,69.9,46.2,219.2
13.7,69.9,46.2,179.1
13.7,69.9,46.2,205.9
13.7,69.9,46.2,179.1
13.7,69.9,46.2,232.6
13.7,69.9,46.2,192.5
13.7,69.9,46.2,205.9
12.0,25.0,19.6,55.9
6.0,22.0,28.3,59.9
14.0,33.7,38.5,140.6
14.0,37.6,19.6,63.6
17.0,38.2,63.6,206.1
14.0,40.0,50.3,198.5
11.0,28.0,28.3,63.3
13.0,32.0,113.1,296.7
6.0,15.0,4.9,8.3
6.0,10.0,4.9,6.7
8.0,19.0,28.3,51.6
14.0,33.4,19.6,69.0
8.0,16.0,19.6,38.6
12.0,26.0,19.6,56.7
12.0,25.0,12.6,27.8
12.0,22.0,12.6,30.5
10.5,40.0,63.6,190.7
6.0,15.0,4.9,9.4
6.0,9.0,7.1,9.8
6.0,13.0,4.9,8.4
8.3,23.8,17.2,38.9
10.0,16.0,28.3,64.4
12.0,25.0,12.6,29.9
12.0,22.0,12.6,26.6
14.0,47.1,19.6,77.8
14.0,37.2,19.6,71.6
14.0,22.0,50.3,160.8
8.3,23.8,17.2,38.9
12.0,22.0,12.6,34.5
12.0,18.0,28.3,69.5
14.0,37.2,50.3,171.3
10.0,22.0,12.6,25.3
12.0,34.4,78.5,214.7
14.0,37.6,19.6,63.6
10.0,19.0,12.6,29.0
13.0,36.0,50.3,185.2
14.0,19.0,50.3,218.6
13.0,23.0,50.3,226.4
7.0,12.0,28.3,53.2
14.0,18.0,12.6,48.9
7.0,18.0,12.6,32.1
8.0,20.0,78.5,235.9
6.2,17.0,10.1,19.7
11.0,16.0,28.3,96.7
12.0,29.0,78.5,311.2
6.2,17.0,10.1,25.6
17.1,60.9,59.1,260.1
20.0,58.0,176.7,359.4
12.0,35.0,78.5,246.1
17.1,60.9,59.1,200.3
14.0,48.0,201.1,462.2
20.0,60.0,78.5,305.5
20.0,60.0,78.5,345.1
20.0,60.0,78.5,305.5
15.0,54.0,95.0,374.4
14.0,57.0,113.1,362.4
18.9,71.5,68.8,270.7
23.0,110.0,176.7,513.1
18.9,71.5,68.8,327.2
18.9,71.5,68.8,308.4
18.9,71.5,68.8,327.2
18.9,71.5,68.8,251.9
18.9,71.5,68.8,289.5
18.9,71.5,68.8,251.9
18.9,71.5,68.8,308.4
18.9,71.5,68.8,327.2
18.9,71.5,68.8,289.5
18.9,71.5,68.8,327.2
18.9,71.5,68.8,289.5
13.0,38.2,28.3,88.3
18.9,71.5,68.8,289.5
26.0,84.7,113.1,389.3
18.9,71.5,68.8,308.4
24.0,50.9,113.1,322.4
18.0,44.6,50.3,205.9
18.0,65.0,113.1,341.8
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
18.9,71.5,68.8,270.7
18.9,71.5,68.8,327.2
21.0,48.0,38.5,173.5
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
18.9,71.5,68.8,251.9
18.9,71.5,68.8,270.7
18.9,71.5,68.8,251.9
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
22.0,63.0,113.1,416.1
14.0,55.0,50.3,194.8
22.0,60.0,78.5,358.2
14.0,60.0,50.3,177.8
14.0,55.0,78.5,265.1
14.0,44.0,50.3,180.0
14.0,44.0,50.3,159.3
20.0,40.0,50.3,162.9
18.9,71.5,68.8,270.7
14.0,58.0,50.3,175.7
20.0,60.0,78.5,345.1
20.0,60.0,78.5,285.6
20.0,60.0,78.5,305.5
18.0,61.0,153.9,311.8
17.0,63.7,113.1,361.3
13.0,40.7,38.5,119.4
20.0,88.8,201.1,508.3
22.0,70.0,78.5,378.2
18.9,71.5,68.8,327.2
18.9,71.5,68.8,289.5
18.9,71.5,68.8,308.4
18.9,71.5,68.8,270.7
18.9,71.5,68.8,251.9
18.9,71.5,68.8,327.2
18.9,71.5,68.8,327.2
18.0,82.0,176.7,462.6
18.0,68.0,153.9,420.7
18.0,60.0,153.9,402.5
15.0,44.6,38.5,141.5
18.0,68.0,153.9,420.7
18.6,69.4,67.9,299.6
20.6,76.3,94.0,393.5
20.6,76.3,94.0,321.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,345.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,345.5
20.6,76.3,94.0,321.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,369.5
20.6,76.3,94.0,345.5
20.6,76.3,94.0,321.5
20.6,76.3,94.0,393.5
20.6,76.3,94.0,393.5
12.0,29.0,38.5,89.4
20.6,76.3,94.0,417.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,369.5
20.6,76.3,94.0,321.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,345.5
20.6,76.3,94.0,345.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,369.5
20.6,76.3,94.0,417.5
4.4,23.6,16.4,23.6
20.6,76.3,94.0,393.5
20.6,76.3,94.0,393.5
20.6,76.3,94.0,393.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,417.5
20.6,76.3,94.0,393.5
17.0,48.4,50.3,193.4
20.6,76.3,94.0,417.5
20.6,76.3,94.0,345.5
20.0,52.0,113.1,468.2
15.0,50.0,95.0,388.0
15.0,52.0,113.1,405.0
15.0,50.0,95.0,411.7
13.0,51.0,103.9,429.6
13.0,54.0,113.1,459.5
15.0,50.0,95.0,411.7
13.0,58.0,113.1,390.0
15.0,57.0,113.1,418.4
13.0,58.0,113.1,444.2
14.0,57.0,113.1,470.5
15.0,60.0,113.1,481.3
15.0,63.0,132.7,394.6
13.0,56.0,113.1,465.5
13.0,50.0,95.0,402.3
14.0,56.0,113.1,467.6
15.0,56.0,103.9,373.5
14.0,51.0,113.1,452.4
14.0,55.0,113.1,464.6
8.3,30.1,35.2,102.8
14.0,53.0,103.9,413.8
13.0,55.0,95.0,416.1
15.0,56.0,95.0,354.6
14.0,56.0,95.0,399.2
14.0,60.0,113.1,479.1
14.0,56.0,113.1,467.6
14.0,60.0,113.1,369.0
15.0,68.0,132.7,526.4
14.0,68.0,122.7,457.6
14.0,61.0,122.7,469.0
13.0,56.0,95.0,418.7
8.3,30.1,35.2,91.0
14.0,62.0,113.1,373.3
8.3,30.1,35.2,102.8
13.0,65.0,122.7,420.7
13.0,62.0,113.1,454.8
14.0,50.0,113.1,449.3
3.5,7.0,1.8,2.9
13.0,55.0,103.9,365.2
14.0,65.0,113.1,492.9
11.0,32.0,63.6,229.9
11.0,24.0,50.3,141.8
8.3,30.1,35.2,102.8
8.3,30.1,35.2,79.2
8.3,30.1,35.2,79.2
15.0,50.0,113.1,399.4
15.0,50.0,113.1,373.5
15.0,50.0,113.1,425.4
15.0,50.0,113.1,451.3
15.0,50.0,113.1,425.4
15.0,50.0,113.1,347.6
15.0,30.0,113.1,290.2
8.3,30.1,35.2,85.1
8.3,30.1,35.2,79.2
8.3,30.1,35.2,102.8
8.3,30.1,35.2,79.2
8.3,30.1,35.2,79.2
8.3,30.1,35.2,91.0
8.3,30.1,35.2,79.2
8.3,30.1,35.2,79.2
8.3,30.1,35.2,102.8
8.3,30.1,35.2,96.9
8.3,30.1,35.2,96.9
8.3,30.1,35.2,85.1
8.3,30.1,35.2,85.1
8.3,30.1,35.2,102.8
8.3,30.1,35.2,102.8
8.3,30.1,35.2,102.8
8.3,30.1,35.2,96.9
8.3,30.1,35.2,102.8
8.3,30.1,35.2,91.0
8.3,30.1,35.2,91.0
8.3,30.1,35.2,91.0
8.3,30.1,35.2,79.2
8.3,30.1,35.2,96.9
8.3,30.1,35.2,85.1
14.0,28.0,50.3,165.1
3.5,7.0,0.8,2.5
12.0,44.0,63.6,203.2
12.0,44.0,63.6,248.7
6.0,27.0,50.3,117.5
12.0,42.0,78.5,245.6
12.0,46.0,78.5,329.3
14.0,60.0,113.1,479.1
13.0,39.0,78.5,316.5
12.0,42.0,95.0,352.5
13.0,55.0,95.0,320.4
13.0,52.0,103.9,432.6
7.0,26.0,38.5,103.7
11.5,32.0,86.6,313.2
6.0,25.0,28.3,55.2
13.0,54.0,122.7,366.7
13.0,50.0,113.1,447.2
15.0,45.0,95.0,351.1
13.0,48.0,103.9,348.0
19.0,48.0,103.9,390.6
12.0,50.0,103.9,350.3
12.0,50.0,113.1,368.4
12.0,52.0,122.7,388.4
12.0,47.0,95.0,389.1
12.0,50.0,113.1,342.8
12.0,52.0,113.1,451.4
12.0,50.0,113.1,445.2
12.0,50.0,113.1,445.2
14.0,48.0,95.0,308.9
18.0,49.0,95.0,398.9
15.0,53.0,113.1,354.8
15.0,58.0,122.7,489.4
13.0,55.0,122.7,479.2
13.0,52.0,113.1,427.4
15.0,50.0,95.0,317.1
20.0,53.0,113.1,363.0
8.0,19.0,23.8,44.9
15.0,50.0,113.1,451.3
15.0,50.0,113.1,373.5
15.0,50.0,113.1,451.3
6.0,22.0,28.3,49.1
15.0,50.0,113.1,451.3
6.0,19.0,28.3,53.6
4.5,14.0,12.6,19.9
4.5,18.0,12.6,20.5
4.5,16.0,12.6,20.9
4.5,16.0,12.6,20.9
4.5,16.0,12.6,18.5
6.0,20.0,28.3,58.2
6.0,25.0,28.3,66.8
13.0,45.0,78.5,224.5
6.0,19.0,28.3,60.6
5.0,16.0,19.6,35.0
5.0,16.0,19.6,27.0
5.0,16.0,19.6,33.0
8.3,30.1,35.2,102.8
8.3,30.1,35.2,91.0
8.3,30.1,35.2,102.8
6.0,18.0,28.3,49.2
8.3,30.1,35.2,102.8
8.3,30.1,35.2,102.8
8.3,30.1,35.2,85.1
8.3,30.1,35.2,91.0
8.3,30.1,35.2,102.8
8.3,30.1,35.2,102.8
6.0,19.0,28.3,53.6
6.0,19.0,28.3,60.6
5.0,15.0,9.6,12.5
4.5,14.0,9.6,15.3
5.5,17.0,12.6,22.7
6.0,15.0,9.6,14.3
8.3,30.1,35.2,102.8
10.0,25.0,63.6,205.4
11.0,39.0,78.5,304.9
12.5,40.0,95.0,327.2
13.0,39.0,95.0,326.2
15.0,50.0,113.1,373.5
11.0,34.0,50.3,160.4
10.0,25.0,28.3,61.9
9.0,19.0,19.6,40.8
11.0,40.0,63.6,234.4
12.0,48.0,63.6,209.5
6.0,20.0,28.3,47.5
5.0,9.0,12.6,17.6
7.5,13.0,28.3,43.8
7.5,14.0,28.3,58.3
12.0,28.0,113.1,362.8
14.0,33.0,95.0,290.9
15.0,45.0,132.7,376.6
13.0,40.0,63.6,261.7
8.3,30.1,35.2,91.0
13.0,48.0,78.5,321.0
11.0,17.0,12.6,31.6
11.0,16.0,12.6,23.8
11.0,18.0,38.5,88.2
11.0,24.0,38.5,97.7
11.0,25.0,63.6,186.5
8.3,30.1,35.2,91.0
8.3,30.1,35.2,96.9
10.0,45.0,38.5,141.7
10.0,38.0,38.5,125.8
8.0,22.0,50.3,141.0
9.0,27.0,50.3,156.5
10.0,29.0,63.6,216.4
11.0,55.0,78.5,265.1
11.0,32.0,63.6,229.9
10.0,35.0,50.3,177.2
10.0,38.0,50.3,172.0
10.0,38.0,50.3,182.4
10.0,28.0,50.3,145.0
10.0,34.0,50.3,175.4
12.0,42.0,50.3,201.7
12.0,58.0,63.6,257.5
12.0,54.0,63.6,267.3
8.0,25.0,28.3,73.2
12.0,49.0,63.6,274.1
4.0,11.0,12.6,17.8
10.0,32.0,50.3,171.7
14.0,25.0,38.5,134.8
14.0,29.0,50.3,178.0
8.5,22.0,28.3,63.4
4.5,21.7,8.5,12.5
12.5,29.2,10.6,35.1
12.5,29.2,10.6,28.7
12.5,29.2,10.6,37.3
12.5,29.2,10.6,37.3
12.5,29.2,10.6,28.7
12.5,29.2,10.6,35.1
12.5,29.2,10.6,30.8
12.5,29.2,10.6,30.8
6.7,16.3,19.2,40.3
12.5,29.2,10.6,37.3
12.5,29.2,10.6,37.3
12.5,29.2,10.6,37.3
12.5,29.2,10.6,37.3
4.0,14.0,7.1,8.3
6.0,16.0,19.6,31.1
8.0,25.0,28.3,70.9
5.0,15.0,7.1,13.5
7.0,26.0,38.5,106.9
6.0,17.0,28.3,63.7
6.0,17.0,28.3,63.7
6.0,16.0,28.3,62.4
4.0,12.0,4.9,8.7
4.0,10.0,3.1,6.1
5.9,17.8,13.8,21.9
6.0,12.0,19.6,37.8
13.0,23.0,50.3,226.4
4.0,10.0,4.9,5.4
4.0,10.0,4.9,4.8
4.0,11.0,4.0,4.0
4.0,11.0,4.0,4.8
4.0,11.0,4.0,4.0
4.0,11.0,4.0,4.8
8.0,23.6,3.1,9.3
8.0,23.6,3.1,8.7
9.0,16.0,1.8,7.0
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.7
8.0,23.6,3.1,10.5
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.1
8.0,23.6,3.1,9.9
8.0,23.6,3.1,9.9
8.0,23.6,3.1,8.7
8.0,23.6,3.1,10.5
8.0,23.6,3.1,9.3
8.0,23.6,3.1,8.7
8.0,23.6,3.1,9.3
8.0,23.6,3.1,9.9
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.1
8.0,23.6,3.1,8.7
8.0,23.6,3.1,10.5
8.0,23.6,3.1,10.5
8.0,23.6,3.1,9.9
8.0,23.6,3.1,8.1
8.0,23.6,3.1,10.5
8.0,23.6,3.1,10.5
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.1
8.0,23.6,3.1,9.3
8.0,23.6,3.1,9.9
8.0,23.6,3.1,9.9
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.7
8.0,23.6,3.1,10.5
8.0,23.6,3.1,10.5
8.0,23.6,3.1,9.3
8.0,23.6,3.1,10.5
8.0,23.6,3.1,8.7
8.0,23.6,3.1,8.1
8.0,23.6,3.1,9.3
11.0,18.0,95.0,226.9
7.7,26.0,22.3,39.4
5.0,26.0,4.9,8.7
6.9,29.6,15.4,35.7
6.9,29.6,15.4,35.7
11.0,34.0,50.3,181.2
4.4,23.6,16.4,25.3
4.4,23.6,16.4,30.6
13.0,40.0,113.1,483.8
4.0,14.0,3.1,6.9
9.0,19.0,28.3,67.5
10.0,18.0,38.5,120.0
9.0,19.0,28.3,81.5
12.0,28.7,19.6,56.4
9.0,22.0,50.3,160.7
4.0,21.0,78.5,208.5
6.0,18.0,28.3,69.6
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,31.1
6.7,16.3,19.2,33.4
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,38.0
6.7,16.3,19.2,31.1
6.7,16.3,19.2,38.0
6.7,16.3,19.2,38.0
6.7,16.3,19.2,35.7
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,38.0
6.7,16.3,19.2,40.3
6.7,16.3,19.2,35.7
6.7,16.3,19.2,40.3
6.7,16.3,19.2,33.4
6.7,16.3,19.2,31.1
6.7,16.3,19.2,35.7
6.7,16.3,19.2,31.1
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,33.4
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,35.7
6.7,16.3,19.2,35.7
6.7,16.3,19.2,33.4
6.7,16.3,19.2,38.0
6.7,16.3,19.2,40.3
6.7,16.3,19.2,40.3
6.7,16.3,19.2,38.0
10.0,25.0,50.3,169.2
6.7,16.3,19.2,38.0
6.5,19.0,28.3,66.7
6.7,16.3,19.2,38.0
6.7,16.3,19.2,40.3
6.7,16.3,19.2,38.0
6.0,10.0,12.6,20.8
8.0,18.0,28.3,69.1
8.0,20.0,28.3,66.7
8.0,6.0,28.3,53.4
7.0,15.0,19.6,37.6
10.0,22.0,78.5,313.1
10.0,32.0,78.5,295.8
8.0,21.0,38.5,120.7
4.0,11.0,3.1,6.7
4.0,12.0,3.1,5.3
4.0,10.0,7.1,11.7
5.0,13.0,7.1,11.4
4.0,13.0,3.1,7.1
4.0,10.0,3.1,5.0
6.0,16.0,12.6,25.0
5.1,13.9,8.4,14.8
4.0,12.0,7.1,11.7
5.1,13.9,8.4,13.8
5.1,13.9,8.4,17.9
3.5,6.0,3.1,4.4
5.1,13.9,8.4,13.8
4.0,8.0,1.8,4.8
6.0,9.0,7.1,14.1
6.0,10.0,12.6,19.1
6.0,9.0,4.9,8.2
5.0,13.0,7.1,13.7
4.0,12.0,3.1,6.5
4.0,10.0,3.1,6.5
4.0,11.0,3.1,6.7
4.0,13.0,3.1,7.1
5.0,10.0,3.1,7.0
5.0,13.0,3.1,7.2
10.0,18.0,50.3,164.0
10.4,38.6,28.2,81.7
10.4,38.6,28.2,62.9
10.4,38.6,28.2,81.7
10.4,38.6,28.2,81.7
10.4,38.6,28.2,81.7
10.4,38.6,28.2,67.6
10.4,38.6,28.2,77.0
18.0,55.0,95.0,356.6
12.0,20.0,12.6,25.2
10.4,38.6,28.2,62.9
19.0,45.0,38.5,163.4
15.0,47.0,63.6,250.2
7.0,40.0,63.6,170.6
12.0,40.0,78.5,269.0
12.0,47.0,78.5,284.8
9.0,38.0,19.6,50.5
10.0,34.0,12.6,32.6
10.4,38.6,28.2,81.7
10.4,38.6,28.2,81.7
15.0,50.0,28.3,85.6
11.0,50.0,63.6,231.0
18.0,60.0,63.6,294.5
9.0,57.0,78.5,288.4
10.4,38.6,28.2,72.3
10.4,38.6,28.2,72.3
4.0,12.0,12.6,16.2
4.5,11.0,12.6,14.3
4.5,18.0,28.3,46.1
4.5,16.0,19.6,30.1
4.0,12.0,12.6,13.4
4.0,15.0,12.6,17.5
4.5,10.0,12.6,13.8
4.5,13.0,15.9,22.0
4.0,12.0,12.6,14.3
4.5,14.0,12.6,13.5
13.0,50.0,113.1,394.5
4.5,10.0,4.9,5.7
4.5,18.0,19.6,26.0
4.5,15.0,12.6,18.0
6.5,15.0,7.1,11.4
4.5,13.0,9.6,11.7
4.5,14.0,12.6,15.6
4.0,11.0,4.9,5.3
5.0,18.0,15.9,22.5
5.0,16.0,15.9,24.4
12.0,40.0,78.5,244.7
5.5,12.0,12.6,17.7
4.0,9.0,4.9,6.4
8.0,29.0,78.5,202.9
3.5,8.0,7.1,7.9
3.5,8.0,4.9,5.9
4.0,14.0,19.6,21.5
12.0,40.0,78.5,244.7
12.0,40.0,78.5,213.0
4.0,10.0,7.1,7.8
12.0,40.0,50.3,164.8
13.0,50.0,78.5,304.8
4.8,12.6,4.6,4.6
13.0,40.0,28.3,79.8
7.0,20.0,78.5,126.0
12.0,35.0,28.3,72.6
7.0,30.0,38.5,79.8
14.0,30.0,33.2,69.0
17.2,41.6,55.4,190.4
10.0,30.0,63.6,211.1
6.9,30.3,33.6,100.2
10.0,50.0,95.0,350.2
8.0,28.2,21.7,39.1
2.8,4.9,0.7,1.3
8.0,26.0,19.6,46.4
11.0,27.0,50.3,158.8
10.0,27.0,28.3,60.5
5.0,26.7,25.2,58.3
7.0,26.6,19.8,41.5
7.0,26.6,19.8,41.5
7.0,26.6,19.8,50.2
9.0,38.2,28.3,95.0
10.0,28.0,78.5,283.9
11.0,26.4,50.3,176.7
6.5,16.0,38.5,90.1
6.3,21.1,13.2,28.3
6.3,21.1,13.2,23.4
6.3,21.1,13.2,28.3
11.0,38.0,78.5,317.7
10.0,45.0,78.5,312.1
12.0,50.0,95.0,394.1
7.0,14.0,12.6,25.3
5.7,16.0,8.6,15.1
5.7,16.0,8.6,17.1
5.7,16.0,8.6,17.1
5.7,16.0,8.6,17.1
13.0,44.0,113.1,466.1
5.7,16.0,8.6,16.1
12.0,33.4,19.6,72.0
12.0,30.6,19.6,69.8
5.0,8.0,7.1,10.8
8.0,21.0,28.3,57.8
5.0,6.0,3.1,4.8
10.0,21.0,50.3,161.3
6.0,11.0,12.6,21.8
5.0,6.0,7.1,8.1
10.0,20.0,113.1,308.0
4.7,15.4,5.6,9.8
4.7,14.5,7.7,11.6
4.7,14.5,7.7,12.3
4.7,14.5,7.7,11.6
10.0,55.0,63.6,243.3
4.0,14.0,12.6,16.6
4.0,14.0,12.6,12.8
11.0,55.0,254.5,699.0
5.0,18.0,19.6,26.4
4.5,18.6,28.4,49.8
5.0,21.0,50.3,90.8
5.0,21.0,50.3,111.1
4.5,18.6,28.4,52.8
4.5,18.6,28.4,43.7
5.0,20.0,28.3,55.2
5.0,21.0,28.3,43.2
5.0,32.0,78.5,238.5
5.0,33.0,78.5,185.7
4.5,18.6,28.4,52.8
6.0,30.0,78.5,237.5
4.5,18.6,28.4,52.8
5.0,32.0,113.1,345.2
5.0,24.0,78.5,178.3
5.0,18.0,28.3,41.0
5.0,32.0,113.1,305.5
6.0,32.0,78.5,201.1
4.5,18.6,28.4,43.7
5.0,31.0,78.5,222.3
5.0,34.0,113.1,352.6
5.0,22.0,50.3,92.3
5.0,31.0,113.1,282.5
5.0,21.0,50.3,97.6
5.0,34.0,78.5,243.6
5.0,28.0,78.5,188.3
6.0,34.0,132.7,394.7
5.0,20.0,50.3,115.9
5.0,18.0,19.6,34.2
5.0,23.0,50.3,93.8
6.0,30.0,113.1,280.5
4.5,18.6,28.4,43.7
4.5,18.6,28.4,52.8
4.0,17.0,19.6,26.3
5.0,28.0,50.3,130.5
5.0,30.0,78.5,192.9
4.5,18.6,28.4,52.8
5.0,20.0,50.3,95.9
5.0,28.0,78.5,227.5
5.0,30.0,78.5,192.9
7.0,25.0,28.3,65.5
7.0,32.0,28.3,71.5
4.9,19.3,27.5,43.3
4.0,22.0,15.9,25.8
4.0,22.0,15.9,27.5
4.0,22.0,15.9,24.1
4.0,22.0,15.9,25.8
4.0,22.0,15.9,29.1
4.0,22.0,15.9,24.1
4.0,22.0,15.9,22.4
4.0,22.0,15.9,25.8
7.0,22.4,11.1,23.4
7.0,22.4,11.1,26.5
12.0,22.0,50.3,135.2
7.0,22.4,11.1,20.4
12.0,45.0,254.5,628.8
7.0,22.4,11.1,20.4
12.0,22.0,50.3,135.2
7.0,22.4,11.1,26.5
7.0,22.4,11.1,26.5
7.0,22.4,11.1,26.5
7.0,22.4,11.1,20.4
